Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5.66%,12.61%,1.72%,32.34%,29.50%
Other Revenues,23.56%,(58.90%),(89.69%),,
Total Revenues,6.59%,8.33%,(0.35%),32.03%,29.50%
Cost Of Revenues,7.63%,13.92%,(1.37%),57.73%,45.54%
Gross Profit,5.93%,4.77%,0.36%,14.52%,17.33%
Selling General & Admin Expenses,3.31%,6.93%,(2.19%),12.25%,7.91%
Depreciation & Amortization,10.59%,11.70%,(9.52%),6.32%,14.21%
Total Operating Expenses,4.27%,7.59%,(3.25%),11.44%,8.73%
Operating Income,8.10%,1.22%,5.18%,18.29%,28.25%
Interest Expense,(5.93%),(4.90%),-17.33%,-18.55%,-7.96%
Interest And Investment Income,(12.50%),42.86%,0.00%,(60.00%),(66.67%)
Net Interest Expenses,(7.09%),(2.94%),-18.57%,-14.91%,-2.88%
Other Non Operating Income (Expenses),-11.43%,-19.35%,(4.00%),-26.92%,(9.52%)
"EBT, Excl. Unusual Items",10.63%,1.97%,15.74%,20.17%,35.16%
"EBT, Incl. Unusual Items",555.64%,22.02%,(4.23%),18.94%,36.26%
Income Tax Expense,429.63%,323.78%,(59.57%),13.88%,22.89%
Earnings From Continuing Operations,587.74%,(37.17%),69.00%,20.54%,40.82%
Net Income to Company,587.74%,(37.17%),69.00%,20.54%,40.82%
Net Income,587.74%,(37.17%),69.00%,20.54%,40.82%
NI to Common Incl Extra Items,587.74%,(37.17%),69.00%,20.54%,40.82%
NI to Common Excl. Extra Items,587.74%,(37.17%),69.00%,20.54%,40.82%
Revenue Per Share,5.85%,9.00%,(0.11%),32.45%,29.85%
Basic EPS,584.68%,(36.76%),69.42%,20.99%,41.20%
Basic EPS - Continuing Ops,584.68%,(36.76%),69.42%,20.99%,41.20%
Basic Weighted Average Shares Outst.,0.72%,(0.61%),(0.25%),(0.31%),(0.27%)
Diluted EPS,582.54%,(36.51%),69.60%,20.73%,40.74%
Diluted EPS - Continuing Ops,582.54%,(36.51%),69.60%,20.73%,40.74%
Diluted Weighted Average Shares Outst.,0.46%,(1.12%),(0.43%),(0.04%),0.04%
Normalized Basic EPS,9.94%,2.63%,16.05%,20.44%,35.52%
Normalized Diluted EPS,9.96%,2.99%,16.28%,20.11%,35.10%
Dividend Per Share,20.66%,16.44%,8.82%,4.86%,4.26%
Payout Ratio,(82.33%),83.42%,(35.55%),(12.97%),
EBITDA,8.46%,2.79%,2.79%,16.58%,25.32%
EBITA,8.41%,2.59%,4.03%,16.96%,17.96%
EBIT,8.10%,1.22%,5.18%,18.29%,28.25%
EBITDAR,8.52%,2.67%,2.74%,16.15%,
Effective Tax Rate,(19.22%),247.29%,(57.78%),(4.24%),(9.81%)
Normalized Net Income,10.63%,1.97%,15.74%,20.17%,35.16%
Foreign Sales,(15.41%),3.58%,(5.01%),12.90%,
