Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7068.0,7441.0,8176.0,8899.0,9361.0,9361.0
Total Revenues,7068.0,7441.0,8176.0,8899.0,9361.0,9361.0
Cost Of Revenues,5445.0,5813.0,6385.0,7368.0,7691.0,7691.0
Gross Profit,1623.0,1628.0,1791.0,1531.0,1670.0,1670.0
Selling General & Admin Expenses,786.0,775.0,797.0,776.0,785.0,785.0
Other Operating Expense/(Income),(15.0),,(14.0),,(1.0),(1.0)
Total Operating Expenses,771.0,775.0,783.0,776.0,784.0,784.0
Operating Income,852.0,853.0,1008.0,755.0,886.0,886.0
Interest Expense,(74.0),(94.0),(58.0),(70.0),(114.0),(114.0)
Interest And Investment Income,6.0,12.0,17.0,22.0,32.0,32.0
Net Interest Expenses,(68.0),(82.0),(41.0),(48.0),(82.0),(82.0)
Other Non Operating Income (Expenses),,1.0,4.0,11.0,11.0,11.0
"EBT, Excl. Unusual Items",784.0,772.0,971.0,718.0,815.0,815.0
"EBT, Incl. Unusual Items",784.0,772.0,971.0,683.0,810.0,810.0
Income Tax Expense,211.0,293.0,135.0,134.0,114.0,114.0
Earnings From Continuing Operations,573.0,479.0,836.0,549.0,696.0,696.0
Net Income to Company,573.0,479.0,836.0,549.0,696.0,696.0
Net Income,573.0,479.0,836.0,549.0,696.0,696.0
NI to Common Incl Extra Items,573.0,479.0,836.0,549.0,696.0,696.0
NI to Common Excl. Extra Items,573.0,479.0,836.0,549.0,696.0,696.0
Revenue Per Share,$151.03,$162.82,$186.67,$214.95,$230.57,$230.57
Basic EPS,$12.24,$10.48,$19.09,$13.26,$17.14,$17.14
Basic EPS - Continuing Ops,$12.24,$10.48,$19.09,$13.26,$17.14,$17.14
Basic Weighted Average Shares Outst.,46.8,45.7,43.8,41.4,40.6,40.6
Diluted EPS,$12.14,$10.46,$19.09,$13.26,$17.14,$17.14
Diluted EPS - Continuing Ops,$12.14,$10.46,$19.09,$13.26,$17.14,$17.14
Diluted Weighted Average Shares Outst.,47.2,45.8,43.8,41.4,40.6,40.6
Normalized Basic EPS,$10.47,$10.56,$13.86,$10.84,$12.55,$12.55
Normalized Diluted EPS,$10.38,$10.53,$13.86,$10.84,$12.55,$12.55
Dividend Per Share,$2.10,$2.52,$3.02,$3.61,$4.23,$4.23
Payout Ratio,17.10%,24.01%,15.79%,27.14%,24.71%,24.71%
EBITDA,1038.0,1058.0,1211.0,982.0,1133.0,1133.0
EBITA,875.0,893.0,1044.0,802.0,942.0,942.0
EBIT,852.0,853.0,1008.0,755.0,886.0,886.0
EBITDAR,1107.0,,,1078.0,1230.0,1230.0
Effective Tax Rate,26.9%,38.0%,13.9%,19.6%,14.1%,14.1%
Normalized Net Income,490.0,482.5,606.9,448.8,509.4,509.4
R&D Expense From Footnotes,19.0,17.0,25.0,23.0,31.0,31.0
