Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,17.99%,15.19%,29.11%,(37.22%),0.00%
Other Revenues,79.78%,(38.13%),(35.86%),(7.09%),0.00%
Total Revenues,18.16%,14.96%,28.96%,(37.19%),0.00%
Cost Of Revenues,18.08%,14.84%,28.79%,(33.76%),0.00%
Gross Profit,18.83%,15.98%,30.42%,(65.44%),0.00%
Selling General & Admin Expenses,8.60%,19.62%,53.29%,(14.86%),0.00%
Depreciation & Amortization,5.65%,2.65%,48.62%,4.65%,0.00%
Other Operating Expense/(Income),4.37%,(10.57%),38.18%,19.07%,0.00%
Total Operating Expenses,6.68%,8.12%,49.80%,(3.12%),0.00%
Operating Income,37.28%,25.27%,10.69%,,0.00%
Interest Expense,(16.17%),(51.20%),(30.26%),(8.29%),0.00%
Interest And Investment Income,350.00%,222.22%,(54.02%),(77.50%),0.00%
Net Interest Expenses,(12.41%),(43.48%),(38.81%),(11.17%),0.00%
Other Non Operating Income (Expenses),(12.50%),-33.33%,(88.89%),(14.71%),0.00%
"EBT, Excl. Unusual Items",73.65%,19.95%,3.83%,,0.00%
"EBT, Incl. Unusual Items",83.53%,10.56%,(12.55%),,0.00%
Income Tax Expense,,,2.62%,,0.00%
Earnings From Continuing Operations,213.60%,(22.90%),(16.50%),,0.00%
Earnings Of Discontinued Operations,,,19.76%,49.50%,363.46%
Net Income to Company,213.60%,(5.21%),(9.73%),,0.00%
Minority Interest,(853.85%),(122.04%),-25.18%,,0.00%
Net Income,192.33%,(19.00%),(5.14%),,0.00%
Preferred Dividend and Other Adjustments,100.00%,(50.00%),0.00%,0.00%,0.00%
NI to Common Incl Extra Items,192.41%,(18.98%),(5.15%),,0.00%
NI to Common Excl. Extra Items,192.41%,(38.60%),(13.11%),,0.00%
Revenue Per Share,23.05%,12.53%,1.37%,(36.22%),0.00%
Basic EPS,204.74%,(20.76%),(25.37%),,0.00%
Basic EPS - Continuing Ops,204.74%,(39.95%),(31.77%),,0.00%
Basic Weighted Average Shares Outst.,(3.98%),2.17%,27.22%,(1.52%),0.00%
Diluted EPS,203.17%,(21.20%),(24.74%),,0.00%
Diluted EPS - Continuing Ops,203.17%,(40.30%),(31.00%),,0.00%
Diluted Weighted Average Shares Outst.,(3.40%),2.73%,26.24%,(2.26%),0.00%
Normalized Basic EPS,53.47%,(4.42%),(7.12%),,0.00%
Normalized Diluted EPS,52.66%,(4.75%),(6.37%),,0.00%
Dividend Per Share,15.71%,17.90%,13.61%,6.91%,0.00%
Payout Ratio,(63.22%),52.38%,54.47%,,0.00%
EBITDA,23.70%,16.98%,22.89%,(90.65%),0.00%
EBITA,37.28%,25.27%,18.49%,,0.00%
EBIT,37.28%,25.27%,10.69%,,0.00%
EBITDAR,,,,(78.22%),
Effective Tax Rate,,,17.32%,(26.38%),0.00%
Normalized Net Income,47.44%,(2.24%),18.14%,,0.00%
Interest Capitalized,(1.56%),26.98%,97.50%,(18.35%),
Interest on Long-Term Debt,,,,(15.90%),
