Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,4710.0,4954.0,5170.0,5604.0,5980.0,5980.0
Total Interest And Dividend Income,595.0,609.0,619.0,646.0,670.0,670.0
Gain (Loss) on Sale of Investments,124.0,148.0,(402.0),1650.0,865.0,865.0
Other Revenues,20.0,21.0,20.0,24.0,21.0,21.0
Total Revenues,5449.0,5732.0,5407.0,7924.0,7536.0,7536.0
Policy Benefits,3107.0,3404.0,3502.0,3650.0,4144.0,4144.0
Policy Acquisition / Underwriting Costs,1389.0,1453.0,1510.0,1640.0,1734.0,1734.0
Other Operating Expenses,88.0,92.0,91.0,109.0,105.0,105.0
Total Operating Expenses,4584.0,4949.0,5103.0,5399.0,5983.0,5983.0
Operating Income,865.0,783.0,304.0,2525.0,1553.0,1553.0
"Interest Expense, Total",(53.0),(53.0),(53.0),(53.0),(54.0),(54.0)
"EBT, Excl. Unusual Items",812.0,730.0,251.0,2472.0,1499.0,1499.0
"EBT, Incl. Unusual Items",812.0,730.0,251.0,2472.0,1499.0,1499.0
Income Tax Expense,221.0,(315.0),(36.0),475.0,283.0,283.0
Earnings From Continuing Operations,591.0,1045.0,287.0,1997.0,1216.0,1216.0
Net Income to Company,591.0,1045.0,287.0,1997.0,1216.0,1216.0
Net Income,591.0,1045.0,287.0,1997.0,1216.0,1216.0
NI to Common Incl Extra Items,591.0,1045.0,287.0,1997.0,1216.0,1216.0
NI to Common Excl. Extra Items,591.0,1045.0,287.0,1997.0,1216.0,1216.0
Revenue Per Share,$33.12,$34.91,$33.13,$48.55,$46.75,$46.75
Basic EPS,$3.59,$6.36,$1.76,$12.24,$7.54,$7.54
Basic EPS - Continuing Ops,$3.59,$6.36,$1.76,$12.24,$7.54,$7.54
Basic Weighted Average Shares Outst.,164.5,164.2,163.2,163.2,161.2,161.2
Diluted EPS,$3.55,$6.29,$1.75,$12.10,$7.49,$7.49
Diluted EPS - Continuing Ops,$3.55,$6.29,$1.75,$12.10,$7.49,$7.49
Diluted Weighted Average Shares Outst.,166.5,166.0,164.5,165.1,162.4,162.4
Normalized Basic EPS,$3.09,$2.78,$0.96,$9.47,$5.81,$5.81
Normalized Diluted EPS,$3.05,$2.75,$0.95,$9.36,$5.77,$5.77
Dividend Per Share,$1.92,$2.00,$2.12,$2.24,$2.40,$2.40
Payout Ratio,51.78%,30.56%,117.07%,17.78%,30.84%,30.84%
EBITDA,913.0,838.0,367.0,2597.0,1634.0,1634.0
EBITA,865.0,783.0,304.0,2525.0,1553.0,1553.0
EBIT,865.0,783.0,304.0,2525.0,1553.0,1553.0
EBITDAR,,,,2601.0,1638.0,1638.0
Effective Tax Rate,27.2%,NM,NM,19.2%,18.9%,18.9%
Normalized Net Income,507.5,456.3,156.9,1545.0,936.9,936.9
Interest on Long-Term Debt,,,,9.0,15.0,15.0
