Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2.00%,2.75%,(0.35%),0.79%,3.38%
"Other Revenues, Total",4.93%,5.66%,(18.60%),(39.25%),(49.42%)
Total Revenues,2.25%,3.01%,(1.98%),(2.19%),(0.43%)
Fuel & Purchased Power,(11.80%),6.54%,(6.11%),(10.34%),(5.75%)
Depreciation & Amortization,10.08%,10.61%,7.39%,4.43%,3.23%
Other Operating Expenses,5.67%,0.28%,10.02%,(3.38%),(20.29%)
Total Operating Expenses,(1.19%),3.46%,3.48%,(4.83%),(11.81%)
Operating Income,16.94%,1.38%,(22.14%),10.78%,80.47%
"Interest Expense, Total",(3.46%),(11.03%),-8.20%,(2.98%),(4.43%)
Net Interest Expenses,(3.46%),(11.03%),-8.20%,(2.98%),(4.43%)
Allow. For Equity Funds Used For Const.,(5.41%),31.43%,(2.17%),8.89%,4.65%
Other Non-Operating Inc. (Exp.),6.00%,286.79%,18.54%,(65.84%),(59.17%)
"EBT, Excl. Unusual Items",27.21%,6.03%,(26.12%),1.07%,133.49%
"EBT, Incl. Unusual Items",32.28%,6.03%,(26.12%),1.07%,150.71%
Income Tax Expense,225.43%,(71.43%),(56.53%),(40.85%),355.00%
Earnings From Continuing Operations,,,(11.55%),10.95%,129.32%
Earnings Of Discontinued Operations,-78.67%,,(97.55%),850.00%,(72.04%)
Net Income to Company,-72.09%,,(32.34%),18.31%,101.20%
Net Income,-72.09%,,(32.34%),18.31%,101.20%
Pref. Dividends and Other Adj.,,,(98.91%),,
NI to Common Incl Extra Items,-72.09%,,(7.44%),18.83%,100.90%
NI to Common Excl. Extra Items,,,37.40%,11.44%,128.92%
Revenue Per Share,(1.91%),(7.05%),(9.87%),(3.45%),(1.30%)
Basic EPS,-73.22%,,(14.71%),17.10%,99.14%
Basic EPS - Continuing Ops,,,26.48%,10.15%,126.92%
Basic Weighted Average Shares Outst.,4.23%,10.81%,8.74%,1.31%,0.88%
Diluted EPS,-73.22%,,(15.34%),18.45%,99.52%
Diluted EPS - Continuing Ops,,,25.56%,10.78%,126.99%
Diluted Weighted Average Shares Outst.,4.23%,11.26%,9.72%,0.18%,(0.23%)
Normalized Basic EPS,22.40%,(4.44%),(32.04%),0.15%,131.45%
Normalized Diluted EPS,22.40%,(4.83%),(32.56%),0.74%,134.03%
Dividend Per Share,0.00%,0.00%,6.25%,1.96%,1.30%
Payout Ratio,,,57.00%,(12.90%),(49.16%)
EBITDA,1.42%,4.68%,(19.53%),4.92%,48.95%
EBITA,16.94%,1.38%,(22.14%),11.17%,81.00%
EBIT,16.94%,1.38%,(22.14%),10.78%,80.47%
EBITDAR,1.15%,,,5.19%,
Effective Tax Rate,145.99%,(73.05%),(41.16%),(41.48%),81.48%
Normalized Net Income,27.21%,6.03%,(26.12%),1.07%,133.49%
Interest Capitalized,(5.56%),11.76%,36.84%,7.69%,
Interest on Long-Term Debt,,,,3.13%,
