Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4796.5,5142.3,5366.3,5692.6,5505.8,5505.8
Total Revenues,4796.5,5142.3,5366.3,5692.6,5505.8,5505.8
Cost Of Revenues,779.1,854.1,937.3,1071.0,932.9,932.9
Gross Profit,4017.4,4288.2,4429.0,4621.6,4572.8,4572.8
Selling General & Admin Expenses,2428.4,2632.1,2883.2,3046.9,2937.2,2937.2
R&D Expenses,551.4,605.0,683.7,737.1,749.0,749.0
Total Operating Expenses,3070.3,3327.7,3654.2,3871.9,3741.8,3741.8
Operating Income,947.0,960.5,774.8,749.7,831.0,831.0
Interest Expense,(4.5),(8.0),(8.0),(14.5),(29.1),(29.1)
Interest And Investment Income,15.3,18.9,34.2,38.2,28.9,28.9
Net Interest Expenses,10.8,10.9,26.2,23.8,(0.2),(0.2)
Other Non Operating Income (Expenses),(3.4),(4.3),(0.2),0.5,1.3,1.3
"EBT, Excl. Unusual Items",954.4,967.1,800.9,773.9,832.1,832.1
"EBT, Incl. Unusual Items",918.4,967.1,800.9,654.5,991.5,991.5
Income Tax Expense,282.0,100.2,170.8,125.1,211.4,211.4
Earnings From Continuing Operations,636.5,867.0,630.1,529.5,780.1,780.1
Net Income to Company,636.5,867.0,630.1,529.5,780.1,780.1
Net Income,636.5,867.0,630.1,529.5,780.1,780.1
NI to Common Incl Extra Items,636.5,867.0,630.1,529.5,780.1,780.1
NI to Common Excl. Extra Items,636.5,867.0,630.1,529.5,780.1,780.1
Revenue Per Share,$14.20,$15.52,$16.26,$17.89,$17.95,$17.95
Basic EPS,$1.88,$2.62,$1.91,$1.66,$2.54,$2.54
Basic EPS - Continuing Ops,$1.88,$2.62,$1.91,$1.66,$2.54,$2.54
Basic Weighted Average Shares Outst.,337.7,331.4,330.1,318.2,306.7,306.7
Diluted EPS,$1.85,$2.57,$1.89,$1.65,$2.52,$2.52
Diluted EPS - Continuing Ops,$1.85,$2.57,$1.89,$1.65,$2.52,$2.52
Diluted Weighted Average Shares Outst.,343.7,338.0,333.6,321.2,309.1,309.1
Normalized Basic EPS,$1.77,$1.82,$1.52,$1.52,$1.70,$1.70
Normalized Diluted EPS,$1.74,$1.79,$1.50,$1.51,$1.68,$1.68
Dividend Per Share,,,,$0.54,$0.76,$0.76
Payout Ratio,,,,21.50%,28.39%,28.39%
EBITDA,1311.0,1367.9,1207.1,1210.2,1281.2,1281.2
EBITA,1065.0,1078.5,883.8,863.7,916.0,916.0
EBIT,947.0,960.5,774.8,749.7,831.0,831.0
EBITDAR,1340.0,1398.9,,1247.2,1318.2,1318.2
Effective Tax Rate,30.7%,10.4%,21.3%,19.1%,21.3%,21.3%
Normalized Net Income,596.5,604.5,500.5,483.7,520.1,520.1
Interest Capitalized,14.9,10.4,12.7,17.2,14.9,14.9
Interest on Long-Term Debt,4.5,,,,,
R&D Expense From Footnotes,551.4,605.0,683.7,737.1,749.0,749.0
Foreign Earnings,202.5,(860.4),(963.1),"(1,072.0)",(771.0),(771.0)
Foreign Sales,551.4,567.1,636.1,654.5,626.0,626.0
