Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,365.0,441.2,603.7,818.4,1725.6,1725.6
Total Revenues,365.0,441.2,603.7,818.4,1725.6,1725.6
Cost Of Revenues,123.3,150.2,190.8,271.0,464.7,464.7
Gross Profit,241.6,291.0,412.9,547.3,1260.9,1260.9
Selling General & Admin Expenses,167.9,190.6,240.9,332.8,655.0,655.0
R&D Expenses,55.1,71.4,97.2,121.9,180.1,180.1
Total Operating Expenses,222.9,262.0,338.1,454.7,835.1,835.1
Operating Income,18.7,29.0,74.8,92.7,425.8,425.8
Interest Expense,(7.2),(11.1),(22.2),(24.3),(42.0),(42.0)
Interest And Investment Income,1.7,2.4,9.0,13.2,7.1,7.1
Net Interest Expenses,(5.5),(8.7),(13.2),(11.1),(34.9),(34.9)
Currency Exchange Gains (Loss),(15.0),29.1,(6.5),3.0,(6.5),(6.5)
"EBT, Excl. Unusual Items",(1.8),49.3,55.1,84.6,384.4,384.4
"EBT, Incl. Unusual Items",(2.9),32.3,55.1,80.6,365.7,365.7
Income Tax Expense,27.0,(49.5),(22.4),(15.2),16.5,16.5
Earnings From Continuing Operations,(29.9),81.8,77.5,95.9,349.2,349.2
Net Income to Company,(29.9),81.8,77.5,95.9,349.2,349.2
Net Income,(29.9),81.8,77.5,95.9,349.2,349.2
Preferred Dividend and Other Adjustments,,0.1,0.0,,,
NI to Common Incl Extra Items,(29.9),81.7,77.5,95.9,349.2,349.2
NI to Common Excl. Extra Items,(29.9),81.7,77.5,95.9,349.2,349.2
Revenue Per Share,$3.21,$3.72,$5.02,$6.84,$14.23,$14.23
Basic EPS,($0.26),$0.69,$0.64,$0.80,$2.88,$2.88
Basic EPS - Continuing Ops,($0.26),$0.69,$0.64,$0.80,$2.88,$2.88
Basic Weighted Average Shares Outst.,113.6,118.5,120.1,119.7,121.3,121.3
Diluted EPS,($0.26),$0.68,$0.61,$0.76,$2.69,$2.69
Diluted EPS - Continuing Ops,($0.26),$0.68,$0.61,$0.76,$2.69,$2.69
Diluted Weighted Average Shares Outst.,113.6,122.3,127.1,125.7,136.4,136.4
Normalized Basic EPS,($0.01),$0.26,$0.29,$0.44,$1.98,$1.98
Normalized Diluted EPS,($0.01),$0.25,$0.27,$0.42,$1.76,$1.76
EBITDA,31.6,48.0,92.0,118.2,451.3,451.3
EBITA,18.7,32.4,79.1,102.3,441.0,441.0
EBIT,18.7,29.0,74.8,92.7,425.8,425.8
EBITDAR,37.6,52.1,95.8,124.8,458.5,458.5
Effective Tax Rate,NM,NM,NM,NM,4.5%,4.5%
Normalized Net Income,(1.1),30.8,34.4,52.9,240.2,240.2
Interest on Long-Term Debt,1.6,1.6,13.2,24.3,42.0,42.0
R&D Expense From Footnotes,62.3,86.3,106.7,144.4,212.8,212.8
Foreign Sales,88.4,123.5,181.2,268.1,574.9,574.9
