Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8959.1,9491.3,9983.6,9970.7,9552.2,9552.2
Total Revenues,8959.1,9491.3,9983.6,9970.7,9552.2,9552.2
Cost Of Revenues,6108.0,6445.6,7098.5,7202.4,7019.1,7019.1
Gross Profit,2851.1,3045.7,2885.1,2768.2,2533.1,2533.1
Selling General & Admin Expenses,1562.7,1629.3,1711.2,1836.1,1768.2,1768.2
Total Operating Expenses,1562.7,1629.3,1711.2,1836.1,1768.2,1768.2
Operating Income,1288.5,1416.4,1174.0,932.1,764.9,764.9
Interest Expense,(40.5),(31.1),(38.8),(41.3),(52.4),(52.4)
Interest And Investment Income,,,,,3.0,3.0
Net Interest Expenses,(40.5),(31.1),(38.8),(41.3),(49.4),(49.4)
Currency Exchange Gains (Loss),(1.1),(8.4),(9.6),7.2,(7.8),(7.8)
Other Non Operating Income (Expenses),2.8,3.2,2.3,16.5,9.2,9.2
"EBT, Excl. Unusual Items",1249.7,1380.1,1127.9,914.5,716.8,716.8
"EBT, Incl. Unusual Items",1241.1,1317.9,1049.2,749.5,584.4,584.4
Income Tax Expense,307.6,343.2,184.3,5.0,68.6,68.6
Earnings From Continuing Operations,933.6,974.7,864.9,744.6,515.7,515.7
Net Income to Company,933.6,974.7,864.9,744.6,515.7,515.7
Minority Interest,(3.2),(3.1),(3.2),(0.4),(0.1),(0.1)
Net Income,930.4,971.6,861.7,744.2,515.6,515.6
Preferred Dividend and Other Adjustments,0.1,0.0,3.9,,,
NI to Common Incl Extra Items,930.2,971.6,857.8,744.2,515.6,515.6
NI to Common Excl. Extra Items,930.2,971.6,857.8,744.2,515.6,515.6
Revenue Per Share,$120.90,$127.64,$134.17,$138.51,$134.13,$134.13
Basic EPS,$12.55,$13.07,$11.53,$10.34,$7.24,$7.24
Basic EPS - Continuing Ops,$12.55,$13.07,$11.53,$10.34,$7.24,$7.24
Basic Weighted Average Shares Outst.,74.1,74.4,74.4,72.0,71.2,71.2
Diluted EPS,$12.48,$12.98,$11.47,$10.30,$7.22,$7.22
Diluted EPS - Continuing Ops,$12.48,$12.98,$11.47,$10.30,$7.22,$7.22
Diluted Weighted Average Shares Outst.,74.6,74.8,74.8,72.3,71.4,71.4
Normalized Basic EPS,$10.50,$11.56,$9.43,$7.94,$6.29,$6.29
Normalized Diluted EPS,$10.43,$11.48,$9.39,$7.90,$6.27,$6.27
EBITDA,1697.9,1863.1,1695.7,1508.5,1372.4,1372.4
EBITA,1328.0,1450.7,1204.7,959.7,793.7,793.7
EBIT,1288.5,1416.4,1174.0,932.1,764.9,764.9
EBITDAR,1823.0,2008.3,1839.3,1697.3,1564.8,1564.8
Effective Tax Rate,24.8%,26.0%,17.6%,0.7%,11.7%,11.7%
Normalized Net Income,777.8,859.5,701.8,571.2,447.9,447.9
Interest Capitalized,5.6,8.5,10.7,7.2,6.4,6.4
Interest on Long-Term Debt,,,,7.7,7.1,7.1
Foreign Sales,3116.9,3456.1,3879.8,4148.1,4021.8,4021.8
