Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1057.4,1212.3,1321.5,1484.8,1639.5,1639.5
Tenant Reimbursements,43.1,,,,,
Other Revenue,2.7,3.5,6.3,6.8,12.1,12.1
Total Revenues,1103.2,1215.8,1327.8,1491.6,1651.6,1651.6
Property Expenses,62.9,69.5,66.3,88.6,104.6,104.6
Selling General & Admin Exp.,52.0,58.4,65.5,66.5,69.8,69.8
Depreciation & Amortization,449.9,498.8,539.8,594.0,677.0,677.0
Total Operating Expenses,564.8,626.7,671.6,749.0,851.4,851.4
Operating Income,538.4,589.1,656.2,742.6,800.2,800.2
Total Interest Expense,(220.0),(247.4),(266.0),(291.0),(309.3),(309.3)
Net Interest Expenses,(220.0),(247.4),(266.0),(291.0),(309.3),(309.3)
"EBT, Excl. Unusual Items",318.4,341.6,390.2,453.8,495.5,495.5
Gain (Loss) on Sale of Assets,22.0,40.9,24.6,30.0,76.2,76.2
Asset Writedown,(20.7),(14.8),(26.3),(40.2),(147.2),(147.2)
Other Unusual Items,,(42.4),(18.7),,(13.3),(13.3)
"EBT, Incl. Unusual Items",319.7,325.4,369.9,443.6,411.2,411.2
Income Tax Expense,3.3,6.0,5.3,6.2,14.7,14.7
Earnings From Continuing Operations,316.5,319.3,364.6,437.5,396.5,396.5
Net Income to Company,316.5,319.3,364.6,437.5,396.5,396.5
Minority Interest,(0.9),(0.5),(1.0),(1.0),(1.0),(1.0)
Net Income,315.6,318.8,363.6,436.5,395.5,395.5
Pref. Dividends and Other Adj.,27.1,17.3,,,,
NI to Common Incl Extra Items,288.5,301.5,363.6,436.5,395.5,395.5
NI to Common Excl. Extra Items,288.5,301.5,363.6,436.5,395.5,395.5
Revenue Per Share,$4.33,$4.45,$4.59,$4.72,$4.78,$4.78
Basic EPS,$1.13,$1.10,$1.26,$1.38,$1.15,$1.15
Basic EPS - Continuing Ops,$1.13,$1.10,$1.26,$1.38,$1.15,$1.15
Basic Weighted Average Shares Outst.,255.1,273.5,289.4,315.8,345.3,345.3
Diluted EPS,$1.13,$1.10,$1.26,$1.38,$1.14,$1.14
Diluted EPS - Continuing Ops,$1.13,$1.10,$1.26,$1.38,$1.14,$1.14
Diluted Weighted Average Shares Outst.,255.6,273.9,289.9,316.2,345.4,345.4
Normalized Basic EPS,$0.78,$0.78,$0.84,$0.89,$0.89,$0.89
Normalized Diluted EPS,$0.78,$0.78,$0.84,$0.89,$0.89,$0.89
Dividend Per Share,$2.40,$2.54,$2.64,$2.72,$2.80,$2.80
Payout Ratio,202.05%,218.15%,209.45%,195.23%,243.79%,243.79%
FFO,735.4,772.7,903.3,1039.6,1142.1,1142.1
FFO Payout Ratio %,83.02%,89.21%,84.32%,81.97%,84.42%,84.42%
FFO (Diluted),736.8,773.5,904.1,1041.0,1143.5,1143.5
AFFO,736.4,838.6,924.6,1050.0,1172.6,1172.6
Funds Available for Distribution,736.4,838.6,924.6,1050.0,1172.6,1172.6
AFFO (Diluted),737.8,839.8,925.5,1051.5,1174.1,1174.1
FFO Per Share (Basic),$2.88,$2.83,$3.12,$3.29,$3.31,$3.31
FFO Shares (Basic),255.1,273.5,289.4,315.8,345.3,345.3
FFO Per Share (Diluted),$2.88,$2.82,$3.12,$3.29,$3.31,$3.31
FFO Shares (Diluted),255.8,273.9,289.9,316.6,345.9,345.9
Adjusted FFO Per Share (Basic),$2.89,$3.07,$3.19,$3.32,$3.40,$3.40
Adjusted FFO Per Share (Diluted),$2.88,$3.06,$3.19,$3.32,$3.39,$3.39
EBITDA,997.6,1101.9,1212.9,1355.9,1500.2,1500.2
EBITA,641.7,707.9,779.7,873.9,957.8,957.8
EBIT,538.4,589.1,656.2,742.6,800.2,800.2
Effective Tax Rate,1.0%,1.9%,1.4%,1.4%,3.6%,3.6%
Normalized Net Income,198.1,213.0,242.9,282.6,308.7,308.7
Interest Capitalized,0.5,0.5,,,,
Interest on Long-Term Debt,10.5,248.4,271.6,291.1,308.4,308.4
Foreign Sales,,,,40.3,102.4,102.4
