Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(75.76%),93.57%,(4.79%),(5.18%),0.00%
Total Revenues,(75.76%),93.57%,(4.79%),(5.18%),0.00%
Cost Of Revenues,(78.80%),71.25%,0.94%,(2.04%),0.00%
Gross Profit,(64.85%),141.93%,(13.58%),(10.82%),0.00%
Selling General & Admin Expenses,(45.87%),85.57%,(11.70%),(14.91%),0.00%
R&D Expenses,(58.76%),62.86%,(10.75%),(9.95%),0.00%
Total Operating Expenses,(45.77%),84.03%,(8.96%),12.80%,0.00%
Operating Income,(82.61%),309.95%,(19.59%),(45.65%),0.00%
Interest Expense,,,"(1,114.55%)",(14.82%),0.00%
Interest And Investment Income,(94.39%),550.00%,41.03%,(81.82%),0.00%
Net Interest Expenses,,,"(3,731.25%)",(23.49%),0.00%
Currency Exchange Gains (Loss),-57.14%,(72.22%),(18.28%),-49.09%,0.00%
Other Non Operating Income (Expenses),(86.67%),,,(52.53%),0.00%
"EBT, Excl. Unusual Items",(75.06%),229.58%,(38.87%),(56.58%),0.00%
"EBT, Incl. Unusual Items",,,,(511.18%),0.00%
Income Tax Expense,,,(28.21%),,0.00%
Earnings From Continuing Operations,(94.71%),73.82%,,(368.08%),0.00%
Earnings Of Discontinued Operations,,239.79%,(66.23%),,0.00%
Net Income to Company,(70.69%),209.84%,(85.00%),,0.00%
Minority Interest,(53.49%),(17.42%),-34.19%,-72.55%,0.00%
Net Income,(73.16%),231.75%,(87.05%),,0.00%
Preferred Dividend and Other Adjustments,(96.41%),30.77%,(94.12%),,
NI to Common Incl Extra Items,(71.03%),234.03%,(87.02%),,0.00%
NI to Common Excl. Extra Items,(97.78%),164.77%,,(304.74%),0.00%
Revenue Per Share,(83.00%),32.93%,(2.16%),(3.77%),0.00%
Basic EPS,(79.68%),128.94%,(86.65%),,0.00%
Basic EPS - Continuing Ops,(98.44%),78.69%,,(311.00%),0.00%
Basic Weighted Average Shares Outst.,42.57%,45.65%,(2.70%),(1.45%),0.00%
Diluted EPS,(79.64%),130.70%,(86.57%),,0.00%
Diluted EPS - Continuing Ops,(98.45%),88.79%,,(311.46%),0.00%
Diluted Weighted Average Shares Outst.,42.28%,44.88%,(3.30%),(1.45%),0.00%
Normalized Basic EPS,(85.00%),154.34%,(37.47%),(54.85%),0.00%
Normalized Diluted EPS,(84.96%),156.80%,(37.08%),(54.85%),0.00%
Dividend Per Share,(4.35%),(13.64%),(52.63%),(44.44%),0.00%
Payout Ratio,413.57%,(69.00%),256.31%,,0.00%
EBITDA,(75.62%),201.45%,(14.28%),(7.60%),0.00%
EBITA,(75.74%),239.17%,(15.31%),(8.48%),0.00%
EBIT,(82.61%),309.95%,(19.59%),(45.65%),0.00%
EBITDAR,(76.65%),198.26%,(13.24%),(6.61%),
Effective Tax Rate,"57,539.30%",,,,0.00%
Normalized Net Income,(78.61%),271.58%,(39.16%),(55.50%),0.00%
R&D Expense From Footnotes,(58.76%),62.86%,(10.75%),(9.95%),0.00%
Foreign Sales,(73.99%),93.36%,(6.36%),(3.37%),
