Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2736.1,2824.7,2973.9,3010.6,3236.7,3236.7
Total Revenues,2736.1,2824.7,2973.9,3010.6,3236.7,3236.7
Cost Of Revenues,349.5,374.0,386.7,412.7,465.8,465.8
Gross Profit,2386.6,2450.7,2587.2,2597.9,2770.9,2770.9
Selling General & Admin Expenses,1290.7,1308.2,1389.6,1453.4,1576.5,1576.5
R&D Expenses,395.4,415.8,440.0,518.9,538.1,538.1
Total Operating Expenses,1756.5,1806.9,1892.5,2026.3,2150.1,2150.1
Operating Income,630.1,643.9,694.7,571.6,620.8,620.8
Interest Expense,(44.9),(51.6),(80.2),(46.0),(64.7),(64.7)
Interest And Investment Income,16.7,27.8,40.0,18.3,3.1,3.1
Net Interest Expenses,(28.3),(23.8),(40.1),(27.7),(61.6),(61.6)
Currency Exchange Gains (Loss),,,,(1.1),(18.1),(18.1)
Other Non Operating Income (Expenses),(4.1),3.2,(8.4),3.6,27.5,27.5
"EBT, Excl. Unusual Items",597.7,623.2,646.2,546.3,568.7,568.7
"EBT, Incl. Unusual Items",527.8,550.3,629.5,509.5,554.9,554.9
Income Tax Expense,57.9,528.4,53.8,(172.3),50.4,50.4
Earnings From Continuing Operations,469.9,22.0,575.7,681.8,504.4,504.4
Earnings Of Discontinued Operations,66.3,(42.7),,,,
Net Income to Company,536.1,(20.7),575.7,681.8,504.4,504.4
Net Income,536.1,(20.7),575.7,681.8,504.4,504.4
NI to Common Incl Extra Items,536.1,(20.7),575.7,681.8,504.4,504.4
NI to Common Excl. Extra Items,469.9,22.0,575.7,681.8,504.4,504.4
Revenue Per Share,$17.64,$18.73,$21.86,$23.01,$26.19,$26.19
Basic EPS,$3.46,($0.14),$4.23,$5.21,$4.08,$4.08
Basic EPS - Continuing Ops,$3.03,$0.15,$4.23,$5.21,$4.08,$4.08
Basic Weighted Average Shares Outst.,155.1,150.8,136.0,130.9,123.6,123.6
Diluted EPS,$3.41,($0.13),$3.94,$5.03,$4.00,$4.00
Diluted EPS - Continuing Ops,$2.99,$0.14,$3.94,$5.03,$4.00,$4.00
Diluted Weighted Average Shares Outst.,157.1,155.5,145.9,135.5,126.2,126.2
Normalized Basic EPS,$2.41,$2.58,$2.97,$2.61,$2.88,$2.88
Normalized Diluted EPS,$2.38,$2.50,$2.77,$2.52,$2.82,$2.82
Dividend Per Share,,,$0.35,$1.40,$1.40,$1.40
Payout Ratio,,,8.13%,26.83%,34.10%,34.10%
EBITDA,808.5,813.9,836.6,697.7,721.5,721.5
EBITA,700.6,726.8,757.6,625.6,656.4,656.4
EBIT,630.1,643.9,694.7,571.6,620.8,620.8
EBITDAR,864.1,868.5,896.2,756.4,782.1,782.1
Effective Tax Rate,11.0%,96.0%,8.5%,NM,9.1%,9.1%
Normalized Net Income,373.5,389.5,403.9,341.5,355.4,355.4
Interest on Long-Term Debt,44.9,51.6,80.2,46.0,64.7,64.7
R&D Expense From Footnotes,450.0,461.6,480.3,551.6,562.5,562.5
Foreign Sales,1137.2,2824.7,2973.9,3010.6,3236.7,3236.7
