Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,125980.0,126034.0,130863.0,131868.0,128292.0,129549.0
Total Revenues,125980.0,126034.0,130863.0,131868.0,128292.0,129549.0
Cost Of Revenues,52701.0,53063.0,55508.0,54726.0,51201.0,52427.0
Gross Profit,73279.0,72971.0,75355.0,77142.0,77091.0,77122.0
Selling General & Admin Expenses,27511.0,27344.0,26215.0,28939.0,28972.0,28687.0
Depreciation & Amortization,15928.0,16954.0,17403.0,16682.0,16720.0,16744.0
Total Operating Expenses,43439.0,44298.0,43618.0,45621.0,45692.0,45431.0
Operating Income,29840.0,28673.0,31737.0,31521.0,31399.0,31691.0
Interest Expense,"(4,376.0)","(4,733.0)","(4,833.0)","(4,730.0)","(4,247.0)","(4,314.0)"
Interest And Investment Income,59.0,82.0,94.0,121.0,65.0,60.0
Net Interest Expenses,"(4,317.0)","(4,651.0)","(4,739.0)","(4,609.0)","(4,182.0)","(4,254.0)"
Currency Exchange Gains (Loss),,,,,142.0,142.0
Other Non Operating Income (Expenses),164.0,(109.0),(73.0),(44.0),(199.0),(191.0)
"EBT, Excl. Unusual Items",25589.0,23836.0,26739.0,26853.0,27115.0,27363.0
"EBT, Incl. Unusual Items",20986.0,20594.0,19623.0,22733.0,23967.0,25369.0
Income Tax Expense,7378.0,"(9,956.0)",3584.0,2945.0,5619.0,5930.0
Earnings From Continuing Operations,13608.0,30550.0,16039.0,19788.0,18348.0,19439.0
Net Income to Company,13608.0,30550.0,16039.0,19788.0,18348.0,19439.0
Minority Interest,(481.0),(449.0),(511.0),(523.0),(547.0),(549.0)
Net Income,13127.0,30101.0,15528.0,19265.0,17801.0,18890.0
NI to Common Incl Extra Items,13127.0,30101.0,15528.0,19265.0,17801.0,18890.0
NI to Common Excl. Extra Items,13127.0,30101.0,15528.0,19265.0,17801.0,18890.0
Revenue Per Share,$30.88,$30.86,$31.70,$31.87,$30.99,$31.29
Basic EPS,$3.22,$7.37,$3.76,$4.66,$4.30,$4.56
Basic EPS - Continuing Ops,$3.22,$7.37,$3.76,$4.66,$4.30,$4.56
Basic Weighted Average Shares Outst.,4080.0,4084.0,4128.0,4138.0,4140.0,4140.5
Diluted EPS,$3.21,$7.36,$3.76,$4.65,$4.30,$4.56
Diluted EPS - Continuing Ops,$3.21,$7.36,$3.76,$4.65,$4.30,$4.56
Diluted Weighted Average Shares Outst.,4086.0,4089.0,4132.0,4140.0,4142.0,4142.3
Normalized Basic EPS,$3.80,$3.54,$3.92,$3.93,$3.96,$4.00
Normalized Diluted EPS,$3.80,$3.53,$3.92,$3.93,$3.96,$4.00
Dividend Per Share,$2.29,$2.34,$2.39,$2.44,$2.49,$2.50
Payout Ratio,70.56%,31.47%,62.93%,51.99%,57.48%,54.45%
EBITDA,45768.0,45627.0,49140.0,48203.0,48119.0,48435.0
EBITA,31541.0,30886.0,33954.0,33832.0,33844.0,34173.0
EBIT,29840.0,28673.0,31737.0,31521.0,31399.0,31691.0
EBITDAR,49368.0,49427.0,53240.0,52932.0,53161.0,
Effective Tax Rate,35.2%,NM,18.3%,13.0%,23.4%,23.4%
Normalized Net Income,15512.1,14448.5,16200.9,16260.1,16399.9,16552.9
Interest Capitalized,704.0,678.0,740.0,656.0,555.0,
Interest on Long-Term Debt,,,,694.0,594.0,
