Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,30390.0,26107.0,22127.0,22449.0,24689.0,24689.0
Total Revenues,30390.0,26107.0,22127.0,22449.0,24689.0,24689.0
Cost Of Revenues,4261.0,4371.0,4853.0,4675.0,3691.0,3691.0
Gross Profit,26129.0,21736.0,17274.0,17774.0,20998.0,20998.0
Selling General & Admin Expenses,3398.0,3878.0,4056.0,4381.0,4908.0,4908.0
R&D Expenses,4666.0,3734.0,3920.0,4055.0,4873.0,4873.0
Total Operating Expenses,8064.0,7612.0,7976.0,8436.0,9781.0,9781.0
Operating Income,18065.0,14124.0,9298.0,9338.0,11217.0,11217.0
Interest Expense,(964.0),"(1,118.0)","(1,077.0)",(995.0),(984.0),(984.0)
Net Interest Expenses,(964.0),"(1,118.0)","(1,077.0)",(995.0),(984.0),(984.0)
Currency Exchange Gains (Loss),174.0,(72.0),(2.0),22.0,(51.0),(51.0)
Other Non Operating Income (Expenses),254.0,595.0,563.0,605.0,295.0,295.0
"EBT, Excl. Unusual Items",17529.0,13529.0,8782.0,8970.0,10477.0,10477.0
"EBT, Incl. Unusual Items",17097.0,13529.0,7799.0,5160.0,1669.0,1669.0
Income Tax Expense,3609.0,8885.0,2339.0,(204.0),1580.0,1580.0
Earnings From Continuing Operations,13488.0,4644.0,5460.0,5364.0,89.0,89.0
Net Income to Company,13488.0,4644.0,5460.0,5364.0,89.0,89.0
Minority Interest,13.0,(16.0),(5.0),22.0,34.0,34.0
Net Income,13501.0,4628.0,5455.0,5386.0,123.0,123.0
NI to Common Incl Extra Items,13501.0,4628.0,5455.0,5386.0,123.0,123.0
NI to Common Excl. Extra Items,13501.0,4628.0,5455.0,5386.0,123.0,123.0
Revenue Per Share,$22.70,$19.97,$17.05,$17.68,$19.64,$19.64
Basic EPS,$10.08,$3.54,$4.20,$4.24,$0.10,$0.10
Basic EPS - Continuing Ops,$10.08,$3.54,$4.20,$4.24,$0.10,$0.10
Basic Weighted Average Shares Outst.,1339.0,1307.0,1298.0,1270.0,1257.0,1257.0
Diluted EPS,$9.94,$3.51,$4.17,$4.22,$0.10,$0.10
Diluted EPS - Continuing Ops,$9.94,$3.51,$4.17,$4.22,$0.10,$0.10
Diluted Weighted Average Shares Outst.,1358.0,1319.0,1308.0,1277.0,1263.0,1263.0
Normalized Basic EPS,$8.19,$6.46,$4.22,$4.43,$5.24,$5.24
Normalized Diluted EPS,$8.08,$6.40,$4.19,$4.41,$5.21,$5.21
Dividend Per Share,$1.84,$2.08,$2.28,$2.52,$2.72,$2.72
Payout Ratio,18.18%,59.01%,54.46%,59.82%,"2,804.07%","2,804.07%"
EBITDA,19223.0,15410.0,10727.0,10742.0,12697.0,12697.0
EBITA,19046.0,15177.0,10501.0,10487.0,12409.0,12409.0
EBIT,18065.0,14124.0,9298.0,9338.0,11217.0,11217.0
EBITDAR,19304.0,15494.0,10836.0,10904.0,12868.0,12868.0
Effective Tax Rate,21.1%,65.7%,30.0%,NM,94.7%,94.7%
Normalized Net Income,10968.6,8439.6,5483.8,5628.3,6582.1,6582.1
Interest on Long-Term Debt,907.0,1118.0,1100.0,1000.0,994.0,994.0
R&D Expense From Footnotes,5098.0,3734.0,5018.0,9106.0,10895.0,10895.0
Foreign Sales,11036.0,7913.0,5858.0,5804.0,6472.0,6472.0
