Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3578.7,3723.5,3980.4,4422.3,4432.1,4432.1
Total Revenues,3578.7,3723.5,3980.4,4422.3,4432.1,4432.1
Cost Of Revenues,2665.0,2749.5,3009.8,3239.1,3175.6,3175.6
Gross Profit,913.6,974.0,970.6,1183.2,1256.5,1256.5
Selling General & Admin Expenses,253.1,271.4,283.6,308.4,297.5,297.5
Other Operating Expense/(Income),(6.2),9.6,0.0,(4.9),13.8,13.8
Total Operating Expenses,246.9,281.0,283.6,303.5,311.3,311.3
Operating Income,666.7,693.0,687.0,879.7,945.2,945.2
Interest Expense,(81.7),(91.5),(137.1),(129.3),(118.1),(118.1)
Interest And Investment Income,,,,0.4,0.5,0.5
Net Interest Expenses,(81.7),(91.5),(137.1),(128.9),(117.6),(117.6)
Other Non Operating Income (Expenses),22.9,19.3,25.5,(2.0),(0.9),(0.9)
"EBT, Excl. Unusual Items",607.9,620.8,575.4,748.8,826.7,826.7
"EBT, Incl. Unusual Items",607.0,618.9,576.1,748.3,889.3,889.3
Income Tax Expense,181.6,(94.5),105.7,136.3,168.2,168.2
Earnings From Continuing Operations,425.4,713.4,470.4,612.0,721.1,721.1
Net Income to Company,425.4,713.4,470.4,612.0,721.1,721.1
Minority Interest,(0.1),(0.1),(0.4),(0.1),(0.1),(0.1)
Net Income,425.4,713.3,470.0,611.9,721.0,721.0
Preferred Dividend and Other Adjustments,1.8,2.0,0.8,0.9,0.6,0.6
NI to Common Incl Extra Items,423.6,711.3,469.2,611.0,720.4,720.4
NI to Common Excl. Extra Items,423.6,711.3,469.2,611.0,720.4,720.4
Revenue Per Share,$56.26,$59.20,$63.28,$70.76,$71.14,$71.14
Basic EPS,$6.66,$11.31,$7.46,$9.78,$11.56,$11.56
Basic EPS - Continuing Ops,$6.66,$11.31,$7.46,$9.78,$11.56,$11.56
Basic Weighted Average Shares Outst.,63.6,62.9,62.9,62.5,62.3,62.3
Diluted EPS,$6.63,$11.25,$7.43,$9.74,$11.54,$11.54
Diluted EPS - Continuing Ops,$6.63,$11.25,$7.43,$9.74,$11.54,$11.54
Diluted Weighted Average Shares Outst.,63.9,63.2,63.1,62.7,62.4,62.4
Normalized Basic EPS,$5.97,$6.17,$5.71,$7.49,$8.29,$8.29
Normalized Diluted EPS,$5.95,$6.14,$5.69,$7.46,$8.28,$8.28
Dividend Per Share,$1.64,$1.72,$1.84,$2.06,$2.24,$2.24
Payout Ratio,24.69%,15.27%,24.77%,21.21%,19.46%,19.46%
EBITDA,951.9,990.2,1031.0,1251.2,1338.7,1338.7
EBITA,683.0,707.2,700.9,896.1,962.2,962.2
EBIT,666.7,693.0,687.0,879.7,945.2,945.2
EBITDAR,1037.9,1080.9,1153.5,1386.2,1465.9,1465.9
Effective Tax Rate,29.9%,NM,18.3%,18.2%,18.9%,18.9%
Normalized Net Income,379.9,387.9,359.2,467.9,516.6,516.6
Interest Capitalized,3.5,3.6,3.0,5.1,4.2,4.2
Interest on Long-Term Debt,,,,5.6,4.8,4.8
Foreign Sales,57.1,64.3,77.9,62.8,55.5,55.5
