Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,15846.6,18187.5,22138.6,24119.7,17154.3,17789.8
Other Revenues,1186.7,1268.9,1357.1,1480.0,1574.2,1622.5
Total Revenues,17033.3,19456.4,23495.7,25599.7,18728.5,19412.3
Cost Of Revenues,14414.6,16636.1,19976.2,21736.7,16427.5,16948.8
Gross Profit,2618.7,2820.3,3519.5,3863.0,2301.0,2463.5
Selling General & Admin Expenses,424.1,412.0,470.2,502.4,408.9,407.4
R&D Expenses,247.2,264.7,306.1,326.6,273.9,283.0
Total Operating Expenses,671.3,676.7,776.3,829.0,682.8,690.4
Operating Income,1947.4,2143.6,2743.2,3034.0,1618.2,1773.1
Interest Expense,,(1.7),,(9.6),(8.7),(8.7)
Interest And Investment Income,32.2,35.3,72.3,82.3,35.9,26.1
Net Interest Expenses,32.2,33.6,72.3,72.7,27.2,17.4
Currency Exchange Gains (Loss),(16.2),(3.9),(5.3),(7.5),2.3,2.3
"EBT, Excl. Unusual Items",1963.4,2173.3,2810.2,3099.2,1647.7,1792.8
"EBT, Incl. Unusual Items",1130.4,2173.3,2810.2,3099.2,1657.9,1803.0
Income Tax Expense,608.7,498.1,615.1,711.3,359.5,393.9
Earnings From Continuing Operations,521.7,1675.2,2195.1,2387.9,1298.4,1409.1
Net Income to Company,521.7,1675.2,2195.1,2387.9,1298.4,1409.1
Net Income,521.7,1675.2,2195.1,2387.9,1298.4,1409.1
NI to Common Incl Extra Items,521.7,1675.2,2195.1,2387.9,1298.4,1409.1
NI to Common Excl. Extra Items,521.7,1675.2,2195.1,2387.9,1298.4,1409.1
Revenue Per Share,$48.51,$55.29,$66.94,$73.80,$54.00,$55.95
Basic EPS,$1.49,$4.76,$6.25,$6.88,$3.74,$4.06
Basic EPS - Continuing Ops,$1.49,$4.76,$6.25,$6.88,$3.74,$4.06
Basic Weighted Average Shares Outst.,351.1,351.9,351.0,346.9,346.8,347.0
Diluted EPS,$1.48,$4.75,$6.24,$6.87,$3.74,$4.06
Diluted EPS - Continuing Ops,$1.48,$4.75,$6.24,$6.87,$3.74,$4.06
Diluted Weighted Average Shares Outst.,351.8,352.9,351.8,347.5,347.4,347.7
Normalized Basic EPS,$3.50,$3.86,$5.00,$5.58,$2.97,$3.23
Normalized Diluted EPS,$3.49,$3.85,$4.99,$5.57,$2.96,$3.22
Dividend Per Share,$0.96,$0.99,$1.09,$1.28,$1.28,$1.28
Payout Ratio,130.44%,17.15%,36.64%,47.68%,34.14%,
EBITDA,2431.4,3251.1,3797.3,3505.9,2015.3,2149.9
EBITA,1947.4,2143.6,2743.2,3034.0,1618.2,1773.1
EBIT,1947.4,2143.6,2743.2,3034.0,1618.2,1773.1
EBITDAR,2460.2,3281.2,3833.0,3525.3,2034.4,
Effective Tax Rate,53.8%,22.9%,21.9%,23.0%,21.7%,21.8%
Normalized Net Income,1227.1,1358.3,1756.4,1937.0,1029.8,1120.5
Interest on Long-Term Debt,,,,0.1,0.1,
R&D Expense From Footnotes,247.2,264.7,306.1,326.6,273.9,283.0
Foreign Sales,7812.0,8926.3,10330.0,10480.4,8201.9,
