Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.61%,13.43%,4.48%,(4.70%),(4.67%)
Total Revenues,7.61%,13.43%,4.48%,(4.70%),(4.67%)
Cost Of Revenues,6.97%,16.58%,2.36%,(3.61%),(2.86%)
Gross Profit,8.41%,9.52%,7.29%,(6.08%),(6.93%)
Selling General & Admin Expenses,2.80%,8.88%,7.35%,(9.90%),(10.05%)
Total Operating Expenses,2.80%,8.88%,7.35%,(9.90%),(10.05%)
Operating Income,15.84%,10.27%,7.21%,(1.63%),(3.43%)
Interest Expense,(64.39%),-48.91%,(3.70%),-8.75%,-8.51%
Interest And Investment Income,(36.84%),(33.33%),125.00%,(50.00%),(80.00%)
Net Interest Expenses,(67.47%),-49.09%,(1.88%),-7.38%,-5.83%
Currency Exchange Gains (Loss),-65.00%,-57.14%,(500.00%),-61.11%,-93.10%
"EBT, Excl. Unusual Items",5.64%,26.41%,8.08%,(1.81%),(1.53%)
"EBT, Incl. Unusual Items",34.14%,20.09%,0.00%,(23.11%),21.47%
Income Tax Expense,86.52%,(66.55%),83.67%,(30.37%),(22.73%)
Earnings From Continuing Operations,19.68%,57.35%,(7.65%),(21.79%),31.00%
Net Income to Company,19.68%,57.35%,(7.65%),(21.79%),31.00%
Minority Interest,(61.90%),-85.29%,-40.00%,-33.33%,0.00%
Net Income,19.29%,59.13%,(7.61%),(21.78%),31.02%
NI to Common Incl Extra Items,19.29%,59.13%,(7.61%),(21.78%),31.02%
NI to Common Excl. Extra Items,19.29%,59.13%,(7.61%),(21.78%),31.02%
Revenue Per Share,8.40%,13.57%,6.06%,(3.35%),(3.27%)
Basic EPS,20.24%,59.51%,(6.27%),(20.62%),32.95%
Basic EPS - Continuing Ops,20.24%,59.51%,(6.27%),(20.62%),32.95%
Basic Weighted Average Shares Outst.,(0.73%),(0.11%),(1.47%),(1.39%),(1.45%)
Diluted EPS,20.76%,59.30%,(6.17%),(20.42%),33.14%
Diluted EPS - Continuing Ops,20.76%,59.30%,(6.17%),(20.42%),33.14%
Diluted Weighted Average Shares Outst.,(0.93%),(0.31%),(1.46%),(1.59%),(1.68%)
Normalized Basic EPS,6.00%,28.25%,9.74%,(0.29%),(0.08%)
Normalized Diluted EPS,5.90%,28.33%,9.61%,(0.27%),0.15%
Dividend Per Share,33.33%,31.25%,28.57%,18.52%,16.81%
Payout Ratio,10.97%,(18.06%),37.12%,49.05%,(11.69%)
EBITDA,14.65%,12.61%,6.01%,(1.61%),(2.86%)
EBITA,15.47%,12.58%,5.88%,(1.50%),(3.12%)
EBIT,15.84%,10.27%,7.21%,(1.63%),(3.43%)
EBITDAR,14.30%,13.05%,5.72%,(1.37%),
Effective Tax Rate,39.03%,(72.15%),83.57%,(9.43%),(36.39%)
Normalized Net Income,5.12%,28.00%,8.16%,(1.78%),(1.53%)
R&D Expense From Footnotes,2.11%,12.63%,0.55%,(0.55%),(0.55%)
Foreign Sales,(50.20%),15.25%,(1.57%),(5.86%),
