Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3049.4,3369.0,3807.2,4200.8,4598.6,4598.6
Total Revenues,3049.4,3369.0,3807.2,4200.8,4598.6,4598.6
Cost Of Revenues,1107.4,1231.4,1511.8,1682.2,1874.8,1874.8
Gross Profit,1942.0,2137.7,2295.4,2518.6,2723.9,2723.9
Selling General & Admin Expenses,776.9,903.5,985.2,1103.9,1184.2,1184.2
Depreciation & Amortization,,,,0.4,0.6,0.6
Other Operating Expense/(Income),,,,,(94.3),(94.3)
Total Operating Expenses,776.9,903.5,985.2,1104.3,1090.5,1090.5
Operating Income,1165.1,1234.2,1310.2,1414.2,1633.4,1633.4
Interest Expense,(0.1),,,(0.1),(0.0),(0.0)
Interest And Investment Income,4.1,6.8,13.8,17.8,8.1,8.1
Net Interest Expenses,4.0,6.8,13.8,17.7,8.1,8.1
Currency Exchange Gains (Loss),(9.7),(3.3),(4.0),(4.1),(11.2),(11.2)
Other Non Operating Income (Expenses),0.0,(0.7),(0.1),(0.6),(3.9),(3.9)
"EBT, Excl. Unusual Items",1159.5,1237.0,1319.9,1427.3,1626.4,1626.4
"EBT, Incl. Unusual Items",1079.7,1201.6,1293.3,1416.0,1626.2,1626.2
Income Tax Expense,367.0,380.9,300.3,308.1,216.6,216.6
Earnings From Continuing Operations,712.7,820.7,993.0,1107.8,1409.6,1409.6
Net Income to Company,712.7,820.7,993.0,1107.8,1409.6,1409.6
Net Income,712.7,820.7,993.0,1107.8,1409.6,1409.6
NI to Common Incl Extra Items,712.7,820.7,993.0,1107.8,1409.6,1409.6
NI to Common Excl. Extra Items,712.7,820.7,993.0,1107.8,1409.6,1409.6
Revenue Per Share,$5.19,$5.94,$6.83,$7.75,$8.68,$8.68
Basic EPS,$1.21,$1.45,$1.78,$2.04,$2.66,$2.66
Basic EPS - Continuing Ops,$1.21,$1.45,$1.78,$2.04,$2.66,$2.66
Basic Weighted Average Shares Outst.,587.9,566.8,557.2,542.2,529.6,529.6
Diluted EPS,$1.19,$1.42,$1.76,$2.03,$2.64,$2.64
Diluted EPS - Continuing Ops,$1.19,$1.42,$1.76,$2.03,$2.64,$2.64
Diluted Weighted Average Shares Outst.,599.8,577.1,564.3,546.6,534.8,534.8
Normalized Basic EPS,$1.23,$1.36,$1.48,$1.65,$1.92,$1.92
Normalized Diluted EPS,$1.21,$1.34,$1.46,$1.63,$1.90,$1.90
EBITDA,1206.0,1283.1,1367.2,1479.1,1694.3,1694.3
EBITA,1175.7,1246.1,1322.1,1425.8,1641.1,1641.1
EBIT,1165.1,1234.2,1310.2,1414.2,1633.4,1633.4
EBITDAR,1215.9,1293.8,1373.3,1488.0,1703.1,1703.1
Effective Tax Rate,34.0%,31.7%,23.2%,21.8%,13.3%,13.3%
Normalized Net Income,724.7,773.1,824.9,892.0,1016.5,1016.5
Interest on Long-Term Debt,0.1,,,0.1,0.0,0.0
Foreign Sales,733.7,909.3,3807.2,4200.8,4598.6,4598.6
