Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,18274.0,20918.0,24358.0,25542.0,32218.0,32218.0
Total Revenues,18274.0,20918.0,24358.0,25542.0,32218.0,32218.0
Cost Of Revenues,9825.0,11382.0,13489.0,14197.0,16208.0,16208.0
Gross Profit,8449.0,9536.0,10869.0,11345.0,16010.0,16010.0
Selling General & Admin Expenses,4883.0,5428.0,6022.0,6080.0,6956.0,6956.0
R&D Expenses,754.0,887.0,967.0,1003.0,1181.0,1181.0
Other Operating Expense/(Income),7.0,,,,,
Total Operating Expenses,5644.0,6315.0,6989.0,7083.0,8137.0,8137.0
Operating Income,2805.0,3221.0,3880.0,4262.0,7873.0,7873.0
Interest Expense,(469.0),(592.0),(667.0),(676.0),(553.0),(553.0)
Interest And Investment Income,48.0,81.0,137.0,224.0,65.0,65.0
Net Interest Expenses,(421.0),(511.0),(530.0),(452.0),(488.0),(488.0)
Currency Exchange Gains (Loss),,,,52.0,(81.0),(81.0)
Other Non Operating Income (Expenses),13.0,(5.0),21.0,11.0,81.0,81.0
"EBT, Excl. Unusual Items",2397.0,2705.0,3371.0,3873.0,7385.0,7385.0
"EBT, Incl. Unusual Items",2024.0,2429.0,3262.0,4070.0,7225.0,7225.0
Income Tax Expense,(1.0),201.0,324.0,374.0,850.0,850.0
Earnings From Continuing Operations,2025.0,2228.0,2938.0,3696.0,6375.0,6375.0
Earnings Of Discontinued Operations,(3.0),(3.0),,,,
Net Income to Company,2022.0,2225.0,2938.0,3696.0,6375.0,6375.0
Net Income,2022.0,2225.0,2938.0,3696.0,6375.0,6375.0
NI to Common Incl Extra Items,2022.0,2225.0,2938.0,3696.0,6375.0,6375.0
NI to Common Excl. Extra Items,2025.0,2228.0,2938.0,3696.0,6375.0,6375.0
Revenue Per Share,$46.26,$52.96,$60.59,$63.86,$81.36,$81.36
Basic EPS,$5.12,$5.63,$7.31,$9.24,$16.10,$16.10
Basic EPS - Continuing Ops,$5.13,$5.64,$7.31,$9.24,$16.10,$16.10
Basic Weighted Average Shares Outst.,395.0,395.0,402.0,400.0,396.0,396.0
Diluted EPS,$5.09,$5.59,$7.24,$9.17,$15.96,$15.96
Diluted EPS - Continuing Ops,$5.10,$5.60,$7.24,$9.17,$15.96,$15.96
Diluted Weighted Average Shares Outst.,397.0,398.0,406.0,403.0,399.0,399.0
Normalized Basic EPS,$3.79,$4.28,$5.24,$6.05,$11.66,$11.66
Normalized Diluted EPS,$3.77,$4.25,$5.19,$6.01,$11.57,$11.57
Dividend Per Share,$0.60,$0.60,$0.68,$0.76,$0.88,$0.88
Payout Ratio,11.77%,10.65%,9.05%,8.04%,5.29%,5.29%
EBITDA,4553.0,5254.0,6147.0,6539.0,10198.0,10198.0
EBITA,4179.0,4815.0,5621.0,5975.0,9540.0,9540.0
EBIT,2805.0,3221.0,3880.0,4262.0,7873.0,7873.0
EBITDAR,4735.0,5452.0,6358.0,6788.0,10471.0,10471.0
Effective Tax Rate,NM,8.3%,9.9%,9.2%,11.8%,11.8%
Normalized Net Income,1498.1,1690.6,2106.9,2420.6,4615.6,4615.6
R&D Expense From Footnotes,754.0,887.0,967.0,1003.0,1181.0,1181.0
Foreign Sales,9188.0,10789.0,12729.0,13176.0,15783.0,15783.0
