Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5489.5,6050.9,6711.2,6897.1,6782.2,6782.2
Other Revenues,,,,(2.9),(0.4),(0.4)
Total Revenues,5489.5,6050.9,6711.2,6894.2,6781.8,6781.8
Cost Of Revenues,3905.8,4344.3,4842.3,4622.0,4271.3,4271.3
Gross Profit,1583.7,1706.6,1868.9,2272.2,2510.5,2510.5
Selling General & Admin Expenses,739.3,790.4,903.7,1031.5,878.3,878.3
Depreciation & Amortization,103.6,121.1,127.8,140.4,145.1,145.1
Other Operating Expense/(Income),(0.8),0.0,0.0,0.0,0.0,0.0
Total Operating Expenses,1087.5,1170.0,1312.1,1505.8,1389.0,1389.0
Operating Income,496.2,536.6,556.8,766.4,1121.5,1121.5
Interest Expense,(109.8),(124.1),(138.4),(179.8),(196.4),(196.4)
Interest And Investment Income,53.6,58.7,70.1,86.9,75.9,75.9
Net Interest Expenses,(56.2),(65.4),(68.3),(92.9),(120.5),(120.5)
Other Non Operating Income (Expenses),,,0.9,,,
"EBT, Excl. Unusual Items",439.2,471.0,489.4,673.5,1001.0,1001.0
"EBT, Incl. Unusual Items",333.6,359.8,479.4,626.1,870.9,870.9
Income Tax Expense,(96.7),(157.1),(196.5),(89.7),12.8,12.8
Earnings From Continuing Operations,430.3,516.9,675.9,715.8,858.1,858.1
Net Income to Company,430.3,516.9,675.9,715.8,858.1,858.1
Minority Interest,(33.5),(35.6),(42.4),(47.0),(39.3),(39.3)
Net Income,396.8,481.3,633.5,668.8,818.8,818.8
NI to Common Incl Extra Items,396.8,481.3,633.5,668.8,818.8,818.8
NI to Common Excl. Extra Items,396.8,481.3,633.5,668.8,818.8,818.8
Revenue Per Share,$30.91,$33.60,$36.73,$37.07,$35.51,$35.51
Basic EPS,$2.23,$2.67,$3.47,$3.60,$4.29,$4.29
Basic EPS - Continuing Ops,$2.23,$2.67,$3.47,$3.60,$4.29,$4.29
Basic Weighted Average Shares Outst.,177.6,180.1,182.7,186.0,191.0,191.0
Diluted EPS,$2.22,$2.64,$3.40,$3.52,$4.20,$4.20
Diluted EPS - Continuing Ops,$2.22,$2.64,$3.40,$3.52,$4.20,$4.20
Diluted Weighted Average Shares Outst.,178.4,182.1,186.2,190.1,195.0,195.0
Normalized Basic EPS,$1.36,$1.44,$1.44,$2.01,$3.07,$3.07
Normalized Diluted EPS,$1.35,$1.42,$1.42,$1.97,$3.01,$3.01
Dividend Per Share,$1.52,$1.56,$1.64,$1.72,$1.80,$1.80
Payout Ratio,68.60%,58.74%,47.64%,48.01%,42.43%,42.43%
EBITDA,845.2,916.2,965.2,1240.7,1632.2,1632.2
EBITA,741.6,795.1,837.4,1100.3,1487.1,1487.1
EBIT,496.2,536.6,556.8,766.4,1121.5,1121.5
EBITDAR,979.4,1053.9,1105.2,1388.8,1785.1,1785.1
Effective Tax Rate,NM,NM,NM,NM,1.5%,1.5%
Normalized Net Income,241.0,258.8,263.5,373.9,586.3,586.3
Foreign Sales,1291.3,1409.7,1556.2,1815.9,1954.7,1954.7
