Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,5.41%,11.15%,9.97%,7.33%,0.00%
Total Interest And Dividend Income,6.89%,20.72%,(6.08%),(10.50%),0.00%
Gain (Loss) on Sale of Investments,40.24%,,,(15.82%),0.00%
Non-Insurance Activities Revenues,0.44%,83.92%,"1,781.71%",4.53%,0.00%
Other Revenues,4.26%,9.16%,67.86%,(6.43%),0.00%
Total Revenues,5.09%,15.52%,216.55%,4.43%,0.00%
Policy Benefits,3.79%,8.97%,11.96%,6.14%,0.00%
Amort. of Goodwill and Intangibles,(23.84%),104.35%,"1,154.89%",(32.79%),0.00%
Selling General & Admin Expenses,0.83%,13.51%,18.68%,1.86%,0.00%
Non-Insurance Activities Expenses,(0.49%),95.15%,"1,937.72%",5.95%,0.00%
Total Operating Expenses,2.60%,16.02%,231.14%,4.81%,0.00%
Operating Income,32.82%,11.26%,85.67%,(1.63%),0.00%
"Interest Expense, Total",-3.19%,(15.23%),(471.43%),-12.50%,0.00%
"EBT, Excl. Unusual Items",36.67%,11.85%,63.03%,(1.02%),0.00%
Restructuring Charges,,,,-85.02%,0.00%
Total Merger & Rel. Restruct. Charges,,(673.81%),-43.38%,-4.53%,0.00%
Legal Settlements,,,(238.60%),-87.05%,0.00%
Other Unusual Items,,-99.49%,0.00%,"(9,850.00%)",0.00%
"EBT, Incl. Unusual Items",21.05%,(0.69%),83.47%,65.42%,0.00%
Income Tax Expense,20.95%,(31.95%),55.08%,64.07%,0.00%
Earnings From Continuing Operations,21.11%,18.55%,93.50%,65.80%,0.00%
Net Income to Company,21.11%,18.55%,93.50%,65.80%,0.00%
Minority Interest,(79.17%),,(77.78%),(93.75%),0.00%
Net Income,19.82%,17.88%,93.55%,65.71%,0.00%
NI to Common Incl Extra Items,19.82%,17.88%,93.55%,65.71%,0.00%
NI to Common Excl. Extra Items,19.82%,17.88%,93.55%,65.71%,0.00%
Revenue Per Share,6.96%,17.51%,107.70%,7.56%,0.00%
Basic EPS,21.97%,19.86%,27.01%,70.65%,0.00%
Basic EPS - Continuing Ops,21.97%,19.86%,27.01%,70.65%,0.00%
Basic Weighted Average Shares Outst.,(1.75%),(1.69%),52.41%,(2.91%),0.00%
Diluted EPS,21.97%,20.18%,27.51%,70.83%,0.00%
Diluted EPS - Continuing Ops,21.97%,20.18%,27.51%,70.83%,0.00%
Diluted Weighted Average Shares Outst.,(1.76%),(1.90%),51.79%,(3.01%),0.00%
Normalized Basic EPS,37.68%,13.18%,6.92%,1.58%,0.00%
Normalized Diluted EPS,37.63%,13.44%,7.39%,1.70%,0.00%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
EBITDA,29.16%,12.94%,125.96%,(9.40%),0.00%
EBITA,30.65%,13.54%,126.86%,(9.57%),0.00%
EBIT,32.82%,11.26%,85.67%,(1.63%),0.00%
EBITDAR,28.27%,12.50%,123.58%,(9.22%),
Effective Tax Rate,(0.07%),(31.47%),(15.47%),(0.82%),0.00%
Normalized Net Income,35.21%,11.29%,62.99%,(1.35%),0.00%
Interest on Long-Term Debt,,,,0.00%,
Foreign Sales,9.38%,9.24%,10.17%,5.59%,
