Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,24534.0,25683.0,27059.0,28272.0,29044.0,29201.0
Total Interest And Dividend Income,2302.0,2397.0,2474.0,2468.0,2227.0,2317.0
Gain (Loss) on Sale of Investments,68.0,216.0,114.0,113.0,2.0,144.0
Other Revenues,595.0,606.0,635.0,728.0,708.0,724.0
Total Revenues,27499.0,28902.0,30282.0,31581.0,31981.0,32386.0
Policy Benefits,15070.0,17467.0,18291.0,19133.0,19123.0,19304.0
Policy Acquisition / Underwriting Costs,3985.0,4166.0,4381.0,4601.0,4773.0,4802.0
Selling General & Admin Expenses,4154.0,4170.0,4297.0,4365.0,4509.0,4535.0
Total Operating Expenses,23209.0,25803.0,26969.0,28099.0,28405.0,28641.0
Operating Income,4290.0,3099.0,3313.0,3482.0,3576.0,3745.0
"Interest Expense, Total",(363.0),(369.0),(352.0),(344.0),(339.0),(337.0)
"EBT, Excl. Unusual Items",3927.0,2730.0,2961.0,3138.0,3237.0,3408.0
Legal Settlements,126.0,,,,,
"EBT, Incl. Unusual Items",4053.0,2730.0,2961.0,3138.0,3237.0,3408.0
Income Tax Expense,1039.0,674.0,438.0,516.0,540.0,578.0
Earnings From Continuing Operations,3014.0,2056.0,2523.0,2622.0,2697.0,2830.0
Net Income to Company,3014.0,2056.0,2523.0,2622.0,2697.0,2830.0
Net Income,3014.0,2056.0,2523.0,2622.0,2697.0,2830.0
Pref. Dividends and Other Adj.,22.0,15.0,19.0,19.0,19.0,19.0
NI to Common Incl Extra Items,2992.0,2041.0,2504.0,2603.0,2678.0,2811.0
NI to Common Excl. Extra Items,2992.0,2041.0,2504.0,2603.0,2678.0,2811.0
Revenue Per Share,$95.45,$104.72,$113.25,$121.47,$126.16,$128.05
Basic EPS,$10.39,$7.39,$9.36,$10.01,$10.56,$11.11
Basic EPS - Continuing Ops,$10.39,$7.39,$9.36,$10.01,$10.56,$11.11
Basic Weighted Average Shares Outst.,288.1,276.0,267.4,260.0,253.5,252.9
Diluted EPS,$10.28,$7.33,$9.28,$9.92,$10.52,$11.06
Diluted EPS - Continuing Ops,$10.28,$7.33,$9.28,$9.92,$10.52,$11.06
Diluted Weighted Average Shares Outst.,291.0,278.6,269.8,262.3,254.6,254.2
Normalized Basic EPS,$8.52,$6.18,$6.92,$7.54,$7.98,$8.42
Normalized Diluted EPS,$8.43,$6.12,$6.86,$7.48,$7.95,$8.38
Dividend Per Share,$2.62,$2.83,$3.03,$3.23,$3.37,$3.40
Payout Ratio,25.12%,38.18%,32.26%,32.19%,31.92%,30.57%
EBITDA,5116.0,3912.0,4116.0,4245.0,4365.0,4566.0
EBITA,4301.0,3112.0,3330.0,3497.0,3590.0,3759.0
EBIT,4290.0,3099.0,3313.0,3482.0,3576.0,3745.0
EBITDAR,5313.0,4100.0,4301.0,4347.0,4462.0,
Effective Tax Rate,25.6%,24.7%,14.8%,16.4%,16.7%,17.0%
Normalized Net Income,2454.4,1706.3,1850.6,1961.3,2023.1,2130.0
Foreign Sales,1721.0,1649.0,1864.0,1943.0,1858.0,
