Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2562.1,2571.0,4275.9,5147.8,4913.4,4913.4
Total Revenues,2562.1,2571.0,4275.9,5147.8,4913.4,4913.4
Fuel & Purchased Power,509.5,541.5,1078.7,1265.0,1099.0,1099.0
Operations And Maintenance,587.2,563.5,1016.5,1198.7,1096.7,1096.7
Depreciation & Amortization,338.5,371.7,618.8,861.7,880.1,880.1
Other Operating Expenses,445.1,435.5,576.8,672.4,686.0,686.0
Total Operating Expenses,1880.3,1912.2,3290.8,3997.8,3761.8,3761.8
Operating Income,681.8,658.8,985.1,1150.0,1151.6,1151.6
"Interest Expense, Total",(161.7),(171.0),(279.6),(374.0),(383.9),(383.9)
Interest and Investment Income,2.5,4.0,8.8,11.0,10.8,10.8
Net Interest Expenses,(159.2),(167.0),(270.8),(363.0),(373.1),(373.1)
Other Non-Operating Inc. (Exp.),16.6,(10.8),(15.4),5.6,11.7,11.7
"EBT, Excl. Unusual Items",545.7,487.7,704.3,802.4,798.5,798.5
"EBT, Incl. Unusual Items",545.7,487.7,605.0,782.6,732.2,732.2
Income Tax Expense,184.5,151.2,59.0,97.0,102.2,102.2
Earnings From Continuing Operations,361.2,336.5,546.0,685.6,630.0,630.0
Net Income to Company,361.2,336.5,546.0,685.6,630.0,630.0
Minority Interest,(14.6),(12.6),(10.2),(15.7),(11.7),(11.7)
Net Income,346.6,323.9,535.8,669.9,618.3,618.3
NI to Common Incl Extra Items,346.6,323.9,535.8,669.9,618.3,618.3
NI to Common Excl. Extra Items,346.6,323.9,535.8,669.9,618.3,618.3
Revenue Per Share,$18.03,$18.04,$19.99,$21.49,$21.63,$21.63
Basic EPS,$2.44,$2.27,$2.50,$2.80,$2.72,$2.72
Basic EPS - Continuing Ops,$2.44,$2.27,$2.50,$2.80,$2.72,$2.72
Basic Weighted Average Shares Outst.,142.1,142.5,213.9,239.5,227.2,227.2
Diluted EPS,$2.43,$2.27,$2.50,$2.79,$2.72,$2.72
Diluted EPS - Continuing Ops,$2.43,$2.27,$2.50,$2.79,$2.72,$2.72
Diluted Weighted Average Shares Outst.,142.5,142.6,214.1,239.9,227.5,227.5
Normalized Basic EPS,$2.30,$2.05,$2.01,$2.03,$2.15,$2.15
Normalized Diluted EPS,$2.29,$2.05,$2.01,$2.03,$2.14,$2.14
Dividend Per Share,$1.52,$1.60,$1.74,$1.93,$2.05,$2.05
Payout Ratio,58.94%,68.88%,54.29%,69.04%,75.21%,75.21%
EBITDA,1047.0,1062.7,1647.5,2063.1,2090.0,2090.0
EBITA,681.8,658.8,985.1,1150.0,1151.6,1151.6
EBIT,681.8,658.8,985.1,1150.0,1151.6,1151.6
EBITDAR,1060.6,,,2403.9,2411.6,2411.6
Effective Tax Rate,33.8%,31.0%,9.8%,12.4%,14.0%,14.0%
Normalized Net Income,326.5,292.2,430.0,485.8,487.4,487.4
Interest Capitalized,10.0,5.6,10.4,14.5,16.5,16.5
Interest on Long-Term Debt,,,,2.9,3.1,3.1
