Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1150.7,1274.2,1434.0,1557.8,1695.4,1757.0
Total Revenues,1150.7,1274.2,1434.0,1557.8,1695.4,1757.0
Cost Of Revenues,252.1,273.7,287.3,288.0,291.7,302.9
Gross Profit,898.6,1000.5,1146.6,1269.8,1403.7,1454.2
Selling General & Admin Expenses,253.9,264.9,292.9,322.1,332.2,337.0
R&D Expenses,75.2,75.8,81.4,98.3,101.1,99.4
Depreciation & Amortization,34.3,35.4,31.3,30.0,29.8,29.4
Other Operating Expense/(Income),,,,15.0,,
Total Operating Expenses,410.5,420.7,451.9,514.9,520.3,524.3
Operating Income,488.1,579.8,694.7,755.0,883.4,929.8
Interest Expense,(101.7),(116.1),(133.1),(148.0),(156.3),(153.7)
Interest And Investment Income,2.9,6.3,19.7,16.4,5.0,1.9
Net Interest Expenses,(98.7),(109.8),(113.4),(131.6),(151.3),(151.7)
Currency Exchange Gains (Loss),(0.2),,,(4.0),(2.8),(2.8)
Other Non Operating Income (Expenses),(3.2),(3.1),(0.7),0.8,1.9,(0.9)
"EBT, Excl. Unusual Items",385.9,466.9,580.6,620.1,731.2,774.4
"EBT, Incl. Unusual Items",385.9,466.9,629.9,603.3,686.2,739.4
Income Tax Expense,125.1,162.9,122.0,39.7,84.4,88.9
Earnings From Continuing Operations,260.9,304.0,507.9,563.6,601.8,650.5
Net Income to Company,260.9,304.0,507.9,563.6,601.8,650.5
Net Income,260.9,304.0,507.9,563.6,601.8,650.5
NI to Common Incl Extra Items,260.9,304.0,507.9,563.6,601.8,650.5
NI to Common Excl. Extra Items,260.9,304.0,507.9,563.6,601.8,650.5
Revenue Per Share,$11.99,$14.10,$16.45,$18.40,$20.25,$21.13
Basic EPS,$2.72,$3.36,$5.83,$6.66,$7.19,$7.82
Basic EPS - Continuing Ops,$2.72,$3.36,$5.83,$6.66,$7.19,$7.82
Basic Weighted Average Shares Outst.,96.0,90.3,87.2,84.6,83.7,83.2
Diluted EPS,$2.70,$3.31,$5.66,$6.59,$7.12,$7.75
Diluted EPS - Continuing Ops,$2.70,$3.31,$5.66,$6.59,$7.12,$7.75
Diluted Weighted Average Shares Outst.,96.5,91.9,89.7,85.5,84.5,84.0
Normalized Basic EPS,$2.51,$3.23,$4.16,$4.58,$5.46,$5.82
Normalized Diluted EPS,$2.50,$3.17,$4.05,$4.53,$5.41,$5.76
Dividend Per Share,$1.00,$1.32,$1.92,$2.52,$2.92,$3.02
Payout Ratio,36.88%,39.38%,33.66%,39.55%,40.95%,47.81%
EBITDA,567.1,654.4,762.2,819.7,947.2,994.6
EBITA,532.7,618.9,730.8,789.7,917.4,965.2
EBIT,488.1,579.8,694.7,755.0,883.4,929.8
EBITDAR,591.3,678.6,787.5,855.3,980.0,
Effective Tax Rate,32.4%,34.9%,19.4%,6.6%,12.3%,12.0%
Normalized Net Income,241.2,291.8,362.9,387.6,457.0,484.0
Interest on Long-Term Debt,101.7,116.1,133.1,148.0,163.9,
R&D Expense From Footnotes,77.6,81.2,91.6,113.0,123.9,122.2
Foreign Sales,593.9,652.0,771.6,859.7,971.4,
