Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(6.20%),4.82%,(4.02%),(4.41%),1.03%
"Other Revenues, Total",27.01%,17.04%,2.35%,11.17%,16.56%
Total Revenues,(5.83%),5.00%,(3.92%),(4.13%),1.31%
Fuel & Purchased Power,(19.33%),0.55%,(17.74%),(25.84%),3.51%
Operations And Maintenance,(13.38%),15.14%,(6.36%),(9.47%),(6.98%)
Depreciation & Amortization,1.78%,14.49%,9.97%,6.69%,4.88%
Other Operating Expenses,4.82%,11.71%,(3.73%),(4.04%),(0.84%)
Total Operating Expenses,(7.06%),11.04%,(4.69%),(6.94%),(1.08%)
Operating Income,(1.26%),(16.13%),(0.32%),8.30%,11.78%
"Interest Expense, Total",(2.03%),(9.99%),(8.95%),(8.69%),(4.96%)
Net Interest Expenses,(3.96%),(9.99%),(8.95%),(8.69%),(4.96%)
Allow. For Equity Funds Used For Const.,(17.23%),41.41%,27.09%,(12.05%),(12.17%)
Other Non-Operating Inc. (Exp.),113.58%,(47.40%),46.15%,114.29%,511.03%
"EBT, Excl. Unusual Items",(2.41%),(22.92%),(2.55%),8.43%,16.79%
"EBT, Incl. Unusual Items",430.10%,(29.39%),(6.83%),17.32%,26.75%
Income Tax Expense,,(88.11%),,,
Earnings From Continuing Operations,210.86%,0.12%,(0.60%),14.42%,23.37%
Net Income to Company,212.12%,0.12%,(0.60%),14.42%,23.37%
Minority Interest,(129.58%),-53.99%,,161.54%,
Net Income,213.08%,0.59%,(0.14%),14.52%,23.67%
NI to Common Incl Extra Items,213.08%,0.59%,(0.14%),14.52%,23.67%
NI to Common Excl. Extra Items,211.80%,0.59%,(0.14%),14.52%,23.67%
Revenue Per Share,(5.90%),4.80%,(4.11%),(4.52%),0.84%
Basic EPS,213.62%,0.36%,(0.22%),14.09%,23.09%
Basic EPS - Continuing Ops,211.11%,0.36%,(0.22%),14.09%,23.09%
Basic Weighted Average Shares Outst.,0.06%,0.20%,0.19%,0.41%,0.47%
Diluted EPS,212.90%,0.52%,(0.51%),13.92%,22.83%
Diluted EPS - Continuing Ops,210.40%,0.52%,(0.51%),13.92%,22.83%
Diluted Weighted Average Shares Outst.,0.19%,0.23%,0.31%,0.39%,0.36%
Normalized Basic EPS,(2.88%),(22.83%),(2.07%),8.33%,16.68%
Normalized Diluted EPS,(3.03%),(22.76%),(2.02%),8.01%,16.81%
Dividend Per Share,5.29%,5.86%,7.11%,4.80%,5.11%
Payout Ratio,(66.30%),5.56%,7.70%,(8.17%),(16.00%)
EBITDA,(0.43%),(5.94%),4.13%,10.08%,11.07%
EBITA,(1.26%),(16.13%),(0.32%),8.30%,11.78%
EBIT,(1.26%),(16.13%),(0.32%),8.30%,11.78%
EBITDAR,(0.29%),(5.44%),4.73%,9.43%,
Effective Tax Rate,,(83.16%),,,
Normalized Net Income,(2.94%),(22.63%),(1.89%),8.58%,17.23%
Interest Capitalized,(6.00%),51.44%,20.52%,(25.59%),
Interest on Long-Term Debt,(11.64%),(1.80%),0.00%,(6.10%),
