Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,126.33%,81.39%,74.08%,(29.09%),0.00%
Total Revenues,126.33%,81.39%,74.08%,(29.09%),0.00%
Cost Of Revenues,74.33%,94.64%,53.44%,0.15%,0.00%
Gross Profit,143.09%,78.33%,79.28%,(35.41%),0.00%
Selling General & Admin Expenses,12.63%,35.42%,60.00%,(15.38%),0.00%
Depreciation & Amortization,83.69%,90.52%,132.26%,(9.88%),0.00%
Other Operating Expense/(Income),153.70%,,,(14.71%),0.00%
Total Operating Expenses,78.92%,31.22%,196.72%,(10.69%),0.00%
Operating Income,247.68%,117.84%,19.95%,(66.30%),0.00%
Interest Expense,-0.17%,(114.63%),(96.59%),(16.18%),0.00%
Interest And Investment Income,,,0.00%,300.00%,0.00%
Net Interest Expenses,(0.78%),(112.20%),(97.70%),(14.53%),0.00%
Other Non Operating Income (Expenses),259.01%,709.09%,(95.51%),(50.00%),0.00%
"EBT, Excl. Unusual Items",336.14%,131.39%,4.61%,(78.47%),0.00%
"EBT, Incl. Unusual Items",,123.94%,(67.48%),,0.00%
Income Tax Expense,,,(72.02%),,0.00%
Earnings From Continuing Operations,,82.79%,(66.67%),,0.00%
Net Income to Company,,82.79%,(66.67%),,0.00%
Minority Interest,"(27,677.78%)",(182.86%),-24.24%,,0.00%
Net Income,,75.52%,(71.63%),,0.00%
NI to Common Incl Extra Items,,75.52%,(71.63%),,0.00%
NI to Common Excl. Extra Items,,75.52%,(71.63%),,0.00%
Revenue Per Share,74.38%,68.99%,11.42%,(26.62%),0.00%
Basic EPS,,63.36%,(81.85%),,0.00%
Basic EPS - Continuing Ops,,63.36%,(81.85%),,0.00%
Basic Weighted Average Shares Outst.,29.81%,7.35%,56.27%,(3.37%),0.00%
Diluted EPS,,63.16%,(81.79%),,0.00%
Diluted EPS - Continuing Ops,,63.16%,(81.79%),,0.00%
Diluted Weighted Average Shares Outst.,30.12%,7.41%,56.15%,(3.58%),0.00%
Normalized Basic EPS,197.70%,109.32%,(30.07%),(51.55%),0.00%
Normalized Diluted EPS,197.00%,109.45%,(30.10%),(51.43%),0.00%
Dividend Per Share,,,87.50%,62.23%,0.00%
Payout Ratio,,,967.89%,,0.00%
EBITDA,158.58%,107.37%,59.67%,(37.30%),0.00%
EBITA,245.92%,117.80%,20.35%,(65.97%),0.00%
EBIT,247.68%,117.84%,19.95%,(66.30%),0.00%
EBITDAR,157.66%,,,,
Effective Tax Rate,,,(13.96%),47.25%,0.00%
Normalized Net Income,287.68%,124.85%,9.22%,(53.19%),0.00%
Interest Capitalized,,45.45%,106.25%,(16.67%),
Interest on Long-Term Debt,53.40%,90.48%,99.17%,7.11%,
