Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Total Interest and Dividend Income,3493.0,4624.0,6680.0,7580.0,6531.0,6838.0
Total Interest Expense,171.0,342.0,857.0,1064.0,418.0,386.0
Net Interest Income,3322.0,4282.0,5823.0,6516.0,6113.0,6452.0
Trading and Principal Transactions,825.0,654.0,902.0,752.0,1416.0,2444.0
Asset Management Fee,3055.0,3392.0,3229.0,3211.0,3475.0,3664.0
Gain (Loss) on Sale of Investments,4.0,12.0,,6.0,4.0,4.0
Other Revenue,256.0,278.0,178.0,236.0,683.0,1225.0
Revenue Before Loan Losses,7462.0,8618.0,10132.0,10721.0,11691.0,13789.0
Total Revenues,7462.0,8618.0,10132.0,10721.0,11691.0,13789.0
Salaries & Other Empl. Benefits,2466.0,2737.0,3057.0,3258.0,3719.0,4188.0
Cost of Services Provided,1550.0,1694.0,1894.0,1917.0,2230.0,2514.0
Other Operating Expenses,235.0,268.0,313.0,261.0,415.0,580.0
Total Operating Expenses,4485.0,4968.0,5570.0,5785.0,6968.0,8073.0
Operating Income,2977.0,3650.0,4562.0,4936.0,4723.0,5716.0
"EBT, Excl. Unusual Items",2977.0,3650.0,4562.0,4936.0,4723.0,5716.0
Restructuring Charges,,,,(62.0),,
"EBT, Incl. Unusual Items",2993.0,3650.0,4562.0,4848.0,4300.0,5213.0
Income Tax Expense,1104.0,1296.0,1055.0,1144.0,1001.0,1225.0
Earnings From Continuing Operations,1889.0,2354.0,3507.0,3704.0,3299.0,3988.0
Net Income to Company,1889.0,2354.0,3507.0,3704.0,3299.0,3988.0
Net Income,1889.0,2354.0,3507.0,3704.0,3299.0,3988.0
Pref. Dividends and Other Adj.,143.0,174.0,178.0,178.0,256.0,314.0
NI to Common Incl Extra Items,1746.0,2180.0,3329.0,3526.0,3043.0,3674.0
NI to Common Excl. Extra Items,1746.0,2180.0,3329.0,3526.0,3043.0,3674.0
Revenue Per Share,$5.64,$6.44,$7.52,$8.18,$8.18,$8.74
Basic EPS,$1.32,$1.63,$2.47,$2.69,$2.13,$2.33
Basic EPS - Continuing Ops,$1.32,$1.63,$2.47,$2.69,$2.13,$2.33
Basic Weighted Average Shares Outst.,1324.0,1339.0,1348.0,1311.0,1429.0,1577.8
Diluted EPS,$1.31,$1.61,$2.45,$2.67,$2.12,$2.32
Diluted EPS - Continuing Ops,$1.31,$1.61,$2.45,$2.67,$2.12,$2.32
Diluted Weighted Average Shares Outst.,1334.0,1353.0,1361.0,1320.0,1435.0,1584.5
Normalized Basic EPS,$1.41,$1.70,$2.12,$2.35,$2.07,$2.26
Normalized Diluted EPS,$1.39,$1.69,$2.09,$2.34,$2.06,$2.25
Dividend Per Share,$0.27,$0.32,$0.46,$0.68,$0.72,$0.72
Payout Ratio,25.73%,25.15%,22.44%,28.62%,38.80%,
Effective Tax Rate,36.9%,35.5%,23.1%,23.6%,23.3%,23.5%
Normalized Net Income,1860.6,2281.3,2851.3,3085.0,2951.9,3572.5
Interest on Long-Term Debt,104.0,119.0,190.0,258.0,289.0,
