Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,4.65%,4.23%,5.06%,6.09%,6.94%
Total Interest And Dividend Income,5.08%,4.08%,3.17%,1.82%,2.31%
Other Revenues,(16.95%),(0.44%),15.92%,0.53%,(7.63%)
Total Revenues,5.62%,3.57%,5.20%,4.65%,7.27%
Policy Benefits,4.66%,2.13%,3.61%,9.14%,12.62%
Policy Acquisition / Underwriting Costs,5.16%,5.28%,6.87%,3.63%,3.16%
Selling General & Admin Expenses,0.00%,(3.23%),5.56%,3.16%,3.16%
Other Operating Expenses,7.37%,9.42%,4.91%,4.11%,3.60%
Total Operating Expenses,5.24%,3.38%,4.58%,7.07%,9.29%
Operating Income,6.97%,4.21%,7.36%,(3.64%),0.13%
"Interest Expense, Total",(1.42%),(6.56%),-6.41%,(2.84%),(3.86%)
"EBT, Excl. Unusual Items",7.56%,3.98%,8.80%,(4.22%),(0.21%)
Legal Settlements,,,,-60.82%,-71.85%
"EBT, Incl. Unusual Items",7.56%,3.98%,7.83%,(3.71%),0.71%
Income Tax Expense,,,5.08%,(3.22%),1.66%
Earnings From Continuing Operations,170.25%,(51.89%),8.46%,(3.83%),0.50%
Earnings Of Discontinued Operations,,-98.83%,(109.09%),,
Net Income to Company,164.56%,(51.77%),8.46%,(3.81%),0.51%
Net Income,164.56%,(51.77%),8.46%,(3.81%),0.51%
NI to Common Incl Extra Items,164.56%,(51.77%),8.46%,(3.81%),0.51%
NI to Common Excl. Extra Items,170.25%,(51.89%),8.46%,(3.83%),0.50%
Revenue Per Share,8.93%,6.74%,8.72%,7.73%,10.80%
Basic EPS,172.97%,(50.28%),12.18%,(1.02%),3.82%
Basic EPS - Continuing Ops,178.54%,(50.40%),12.01%,(1.02%),3.81%
Basic Weighted Average Shares Outst.,(3.05%),(2.98%),(3.24%),(2.87%),(3.19%)
Diluted EPS,172.35%,(50.21%),12.14%,(0.15%),4.51%
Diluted EPS - Continuing Ops,178.00%,(50.33%),12.15%,(0.15%),4.50%
Diluted Weighted Average Shares Outst.,(2.77%),(3.14%),(3.36%),(3.73%),(4.01%)
Normalized Basic EPS,11.00%,7.23%,12.50%,(1.44%),3.08%
Normalized Diluted EPS,10.74%,7.42%,12.66%,(0.46%),3.96%
Dividend Per Share,7.14%,6.67%,7.81%,8.70%,7.80%
Payout Ratio,(61.12%),115.26%,(4.21%),9.59%,
EBITDA,7.00%,4.38%,7.57%,(3.49%),0.18%
EBITA,6.97%,4.21%,7.36%,(3.64%),0.13%
EBIT,6.97%,4.21%,7.36%,(3.64%),0.13%
EBITDAR,6.94%,4.08%,7.53%,(3.40%),
Effective Tax Rate,,,(2.57%),0.50%,0.94%
Normalized Net Income,7.56%,3.98%,8.80%,(4.22%),(0.21%)
Interest on Long-Term Debt,(0.69%),1.37%,(5.67%),5.81%,
