Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,36099.0,43730.0,49604.0,42951.0,38542.0,40654.0
Total Revenues,36099.0,43730.0,49604.0,42951.0,38542.0,40654.0
Cost Of Revenues,29894.0,36350.0,41074.0,36621.0,33357.0,35189.0
Gross Profit,6205.0,7380.0,8530.0,6330.0,5185.0,5465.0
Selling General & Admin Expenses,1813.0,2471.0,1659.0,1385.0,1368.0,1352.0
R&D Expenses,745.0,803.0,800.0,765.0,768.0,783.0
Total Operating Expenses,2902.0,3674.0,2928.0,2569.0,2537.0,2537.0
Operating Income,3303.0,3706.0,5602.0,3761.0,2648.0,2928.0
Interest Expense,(827.0),(914.0),"(1,063.0)",(933.0),(827.0),(808.0)
Interest And Investment Income,,66.0,82.0,81.0,38.0,31.0
Net Interest Expenses,(827.0),(848.0),(981.0),(852.0),(789.0),(777.0)
Currency Exchange Gains (Loss),,(64.0),(119.0),91.0,(62.0),(54.0)
Other Non Operating Income (Expenses),1828.0,65.0,128.0,113.0,84.0,112.0
"EBT, Excl. Unusual Items",4492.0,3253.0,5185.0,3019.0,1863.0,2504.0
"EBT, Incl. Unusual Items",1216.0,237.0,3749.0,"(1,247.0)",2071.0,2998.0
Income Tax Expense,(269.0),1524.0,809.0,470.0,777.0,956.0
Earnings From Continuing Operations,1485.0,"(1,287.0)",2940.0,"(1,717.0)",1294.0,2042.0
Earnings Of Discontinued Operations,,1882.0,1835.0,445.0,,
Net Income to Company,1485.0,595.0,4775.0,"(1,272.0)",1294.0,2042.0
Minority Interest,(53.0),(130.0),(134.0),(87.0),(69.0),(65.0)
Net Income,1432.0,465.0,4641.0,"(1,359.0)",1225.0,1977.0
Preferred Dividend and Other Adjustments,340.0,14.0,,6.0,9.0,12.0
NI to Common Incl Extra Items,1092.0,451.0,4641.0,"(1,365.0)",1216.0,1965.0
NI to Common Excl. Extra Items,1092.0,"(1,431.0)",2806.0,"(1,810.0)",1216.0,1965.0
Revenue Per Share,,$58.71,$66.39,$57.85,$52.05,$54.82
Basic EPS,,$0.61,$6.21,($1.84),$1.64,$2.65
Basic EPS - Continuing Ops,,($1.92),$3.76,($2.44),$1.64,$2.65
Basic Weighted Average Shares Outst.,,744.8,747.2,742.5,740.5,741.7
Diluted EPS,,$0.60,$6.21,($1.84),$1.64,$2.65
Diluted EPS - Continuing Ops,,($1.93),$3.75,($2.44),$1.64,$2.65
Diluted Weighted Average Shares Outst.,,744.8,747.2,742.5,742.3,744.3
Normalized Basic EPS,,$2.56,$4.16,$2.42,$1.48,$2.02
Normalized Diluted EPS,,$2.56,$4.16,$2.42,$1.48,$2.02
Dividend Per Share,$1.84,,,$2.10,$2.80,$2.80
Payout Ratio,,695.70%,79.96%,NM,169.06%,104.91%
EBITDA,3647.0,6170.0,8418.0,6603.0,5426.0,5701.0
EBITA,3303.0,4106.0,6071.0,4180.0,3049.0,3330.0
EBIT,3303.0,3706.0,5602.0,3761.0,2648.0,2928.0
EBITDAR,,,,7533.0,6317.0,
Effective Tax Rate,NM,643.0%,21.6%,NM,37.5%,31.9%
Normalized Net Income,2754.5,1903.1,3106.6,1799.9,1095.4,1500.0
Interest Capitalized,,240.0,88.0,80.0,64.0,
Interest on Long-Term Debt,,,,105.0,89.0,
R&D Expense From Footnotes,745.0,803.0,800.0,765.0,768.0,783.0
Foreign Sales,,28414.0,32991.0,28514.0,25995.0,
