Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2.11%,(0.59%),(1.19%),(7.03%),0.00%
Total Revenues,2.11%,(0.59%),(1.19%),(7.03%),0.00%
Fuel & Purchased Power,(52.79%),16.17%,(28.09%),(24.19%),0.00%
Operations And Maintenance,(1.65%),(0.02%),0.75%,(7.99%),0.00%
Depreciation & Amortization,3.18%,(1.48%),8.07%,8.99%,0.00%
Other Operating Expenses,183.68%,20.82%,(12.31%),(14.25%),0.00%
Total Operating Expenses,2.88%,8.89%,(7.72%),(9.45%),0.00%
Operating Income,(1.21%),(43.30%),55.30%,5.38%,0.00%
"Interest Expense, Total",(0.18%),(8.50%),(5.42%),(3.87%),0.00%
Interest and Investment Income,98.58%,(77.84%),757.94%,(28.31%),0.00%
Net Interest Expenses,-24.68%,(65.99%),-61.48%,(67.58%),0.00%
Allow. For Equity Funds Used For Const.,40.74%,36.30%,11.86%,(17.62%),0.00%
Allow. For Borrowed Funds Used For Const.,31.29%,35.89%,6.53%,(19.46%),0.00%
Other Non-Operating Inc. (Exp.),(0.51%),(14.40%),(94.48%),-16.61%,0.00%
"EBT, Excl. Unusual Items",10.67%,(69.91%),200.61%,(6.06%),0.00%
"EBT, Incl. Unusual Items",,,,18.24%,0.00%
Income Tax Expense,,,-83.62%,-28.45%,0.00%
Earnings From Continuing Operations,,106.18%,46.26%,11.85%,0.00%
Net Income to Company,,106.18%,46.26%,11.85%,0.00%
Net Income,,106.18%,46.26%,11.85%,0.00%
NI to Common Incl Extra Items,,106.18%,46.26%,11.85%,0.00%
NI to Common Excl. Extra Items,,106.18%,46.26%,11.85%,0.00%
Revenue Per Share,1.66%,(1.54%),(8.17%),(9.31%),0.00%
Basic EPS,,104.29%,35.87%,9.09%,0.00%
Basic EPS - Continuing Ops,,104.29%,35.87%,9.09%,0.00%
Basic Weighted Average Shares Outst.,0.44%,0.97%,7.60%,2.52%,0.00%
Diluted EPS,,103.07%,36.07%,9.52%,0.00%
Diluted EPS - Continuing Ops,,103.07%,36.07%,9.52%,0.00%
Diluted Weighted Average Shares Outst.,0.92%,1.57%,7.43%,2.08%,0.00%
Normalized Basic EPS,10.16%,(70.22%),180.15%,(8.35%),0.00%
Normalized Diluted EPS,9.63%,(70.38%),179.27%,(8.01%),0.00%
Dividend Per Share,2.34%,2.29%,2.23%,2.19%,0.00%
Payout Ratio,,(50.05%),(24.88%),(5.98%),0.00%
EBITDA,(3.85%),(24.21%),27.22%,5.34%,0.00%
EBITA,(1.21%),(43.30%),55.30%,5.38%,0.00%
EBIT,(1.21%),(43.30%),55.30%,5.38%,0.00%
EBITDAR,(3.35%),(23.88%),25.97%,5.35%,
Effective Tax Rate,,869.08%,,,0.00%
Normalized Net Income,10.67%,(69.91%),200.61%,(6.06%),0.00%
Interest Capitalized,31.29%,35.89%,6.53%,(19.46%),
Interest on Long-Term Debt,,,,(21.35%),
