Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3962.0,4390.5,4965.1,5333.7,5647.3,5697.3
Total Revenues,3962.0,4390.5,4965.1,5333.7,5647.3,5697.3
Cost Of Revenues,1997.2,2226.9,2566.2,2818.3,3079.5,3122.9
Gross Profit,1964.8,2163.6,2398.9,2515.4,2567.8,2574.4
Selling General & Admin Expenses,1169.5,1282.8,1400.2,1459.4,1427.4,1425.0
Total Operating Expenses,1169.5,1282.8,1400.2,1459.4,1427.4,1425.0
Operating Income,795.3,880.8,998.7,1056.0,1140.4,1149.4
Interest Expense,(6.5),(9.1),(12.6),(13.9),(9.7),(9.9)
Interest And Investment Income,0.4,0.4,0.4,0.4,0.6,0.5
Net Interest Expenses,(6.1),(8.7),(12.2),(13.5),(9.1),(9.4)
"EBT, Excl. Unusual Items",789.2,872.1,986.5,1042.5,1131.3,1140.0
"EBT, Incl. Unusual Items",789.7,873.1,987.0,1043.7,1132.7,1141.4
Income Tax Expense,290.3,294.5,235.1,252.8,273.6,274.3
Earnings From Continuing Operations,499.4,578.6,751.9,790.9,859.1,867.1
Net Income to Company,499.4,578.6,751.9,790.9,859.1,867.1
Net Income,499.4,578.6,751.9,790.9,859.1,867.1
NI to Common Incl Extra Items,499.4,578.6,751.9,790.9,859.1,867.1
NI to Common Excl. Extra Items,499.4,578.6,751.9,790.9,859.1,867.1
Revenue Per Share,$6.86,$7.62,$8.65,$9.31,$9.84,$9.93
Basic EPS,$0.86,$1.00,$1.31,$1.38,$1.50,$1.51
Basic EPS - Continuing Ops,$0.86,$1.00,$1.31,$1.38,$1.50,$1.51
Basic Weighted Average Shares Outst.,577.9,576.4,573.9,573.2,573.8,573.9
Diluted EPS,$0.86,$1.00,$1.31,$1.38,$1.49,$1.51
Diluted EPS - Continuing Ops,$0.86,$1.00,$1.31,$1.38,$1.49,$1.51
Diluted Weighted Average Shares Outst.,578.3,576.7,574.3,574.4,575.7,576.0
Normalized Basic EPS,$0.85,$0.95,$1.07,$1.14,$1.23,$1.24
Normalized Diluted EPS,$0.85,$0.95,$1.07,$1.13,$1.23,$1.24
Dividend Per Share,$0.60,$0.64,$0.77,$0.87,$1.00,$1.03
Payout Ratio,69.40%,63.79%,58.77%,63.04%,66.80%,68.16%
EBITDA,899.3,1008.2,1136.9,1204.7,1302.8,1315.2
EBITA,795.8,884.6,1002.8,1060.1,1149.5,1160.2
EBIT,795.3,880.8,998.7,1056.0,1140.4,1149.4
EBITDAR,1052.1,,,1362.1,1452.7,
Effective Tax Rate,36.8%,33.7%,23.8%,24.2%,24.2%,24.0%
Normalized Net Income,493.3,545.1,616.6,651.6,707.1,712.5
Interest on Long-Term Debt,6.5,9.1,12.6,13.9,9.7,
Foreign Sales,468.5,547.6,679.6,764.8,822.0,
