Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,3233.0,3734.0,4796.0,5093.0,5320.0,5379.0
Other Revenue,688.0,521.0,574.0,670.0,520.0,525.0
Total Revenues,3921.0,4255.0,5370.0,5763.0,5840.0,5904.0
Property Expenses,1441.0,1543.0,1844.0,1986.0,1949.0,1937.0
Selling General & Admin Exp.,371.0,426.0,563.0,614.0,678.0,667.0
Depreciation & Amortization,1109.0,1241.0,1527.0,1572.0,1608.0,1617.0
Total Operating Expenses,2921.0,3210.0,3934.0,4172.0,4235.0,4221.0
Operating Income,1000.0,1045.0,1436.0,1591.0,1605.0,1683.0
Total Interest Expense,(515.0),(591.0),(642.0),(683.0),(689.0),(684.0)
Interest and Investment Income,1.0,19.0,5.0,6.0,2.0,2.0
Net Interest Expenses,(514.0),(572.0),(637.0),(677.0),(687.0),(682.0)
Other Non Operating Income,(9.0),1.0,1.0,1.0,(5.0),(13.0)
"EBT, Excl. Unusual Items",477.0,474.0,800.0,915.0,913.0,988.0
Asset Writedown,(34.0),(17.0),(26.0),(19.0),(74.0),(73.0)
Other Unusual Items,(52.0),(4.0),(106.0),(2.0),267.0,124.0
"EBT, Incl. Unusual Items",374.0,392.0,641.0,881.0,1076.0,1014.0
Income Tax Expense,17.0,26.0,19.0,21.0,20.0,22.0
Earnings From Continuing Operations,357.0,366.0,622.0,860.0,1056.0,992.0
Net Income to Company,357.0,366.0,622.0,860.0,1056.0,992.0
Net Income,357.0,366.0,622.0,860.0,1056.0,992.0
Pref. Dividends and Other Adj.,33.0,58.0,113.0,113.0,57.0,29.0
NI to Common Incl Extra Items,324.0,308.0,509.0,747.0,999.0,963.0
NI to Common Excl. Extra Items,324.0,308.0,509.0,747.0,999.0,963.0
Revenue Per Share,$11.53,$11.14,$13.00,$13.85,$13.81,$13.83
Basic EPS,$0.95,$0.81,$1.23,$1.80,$2.36,$2.26
Basic EPS - Continuing Ops,$0.95,$0.81,$1.23,$1.80,$2.36,$2.26
Basic Weighted Average Shares Outst.,340.0,382.0,413.0,416.0,423.0,427.0
Diluted EPS,$0.95,$0.80,$1.23,$1.79,$2.35,$2.24
Diluted EPS - Continuing Ops,$0.95,$0.80,$1.23,$1.79,$2.35,$2.24
Diluted Weighted Average Shares Outst.,341.0,383.0,415.0,418.0,425.0,428.8
Normalized Basic EPS,$0.88,$0.78,$1.21,$1.37,$1.35,$1.45
Normalized Diluted EPS,$0.87,$0.77,$1.20,$1.37,$1.34,$1.44
Dividend Per Share,$3.61,$3.90,$4.28,$4.58,$4.93,$5.06
Payout Ratio,359.38%,420.49%,304.66%,235.47%,207.39%,225.50%
EBITDA,2073.0,2248.0,2893.0,3098.0,3155.0,3242.0
EBITA,1240.0,1334.0,1808.0,1969.0,2004.0,2082.0
EBIT,1000.0,1045.0,1436.0,1591.0,1605.0,1683.0
EBITDAR,2751.0,,,3730.0,3948.0,
Effective Tax Rate,4.5%,6.6%,3.0%,2.4%,1.9%,2.2%
Normalized Net Income,298.1,296.3,500.0,571.9,570.6,617.5
Interest Capitalized,7.0,12.0,15.0,20.0,17.0,
Interest on Long-Term Debt,522.0,603.0,657.0,703.0,706.0,
