Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9.06%,17.03%,29.23%,(1.09%),0.00%
Total Revenues,9.06%,17.03%,29.23%,(1.09%),0.00%
Cost Of Revenues,10.96%,20.94%,31.59%,(0.75%),0.00%
Gross Profit,6.75%,12.09%,26.00%,(1.56%),0.00%
Selling General & Admin Expenses,5.97%,27.11%,16.63%,0.96%,0.00%
R&D Expenses,14.14%,5.45%,11.09%,3.10%,0.00%
Total Operating Expenses,9.87%,23.38%,24.82%,1.34%,0.00%
Operating Income,2.79%,(3.21%),28.04%,(6.46%),0.00%
Interest Expense,(23.35%),(102.80%),(4.27%),-4.64%,0.00%
Net Interest Expenses,(23.35%),(102.80%),(4.27%),-4.64%,0.00%
Currency Exchange Gains (Loss),,,,"1,573.07%",0.00%
Other Non Operating Income (Expenses),108.97%,(31.01%),36.86%,,0.00%
"EBT, Excl. Unusual Items",0.79%,(15.56%),34.69%,(10.03%),0.00%
"EBT, Incl. Unusual Items",2.54%,(16.63%),24.50%,(20.82%),0.00%
Income Tax Expense,103.38%,(55.27%),(9.99%),(23.86%),0.00%
Earnings From Continuing Operations,(27.00%),14.92%,35.46%,(20.18%),0.00%
Net Income to Company,(27.00%),14.92%,35.46%,(20.18%),0.00%
Minority Interest,,,(77.29%),-5.71%,0.00%
Net Income,(27.00%),14.08%,35.15%,(20.32%),0.00%
Preferred Dividend and Other Adjustments,0.00%,284.80%,(19.52%),,0.00%
NI to Common Incl Extra Items,(27.07%),13.16%,35.78%,(19.60%),0.00%
NI to Common Excl. Extra Items,(27.07%),13.16%,35.78%,(19.60%),0.00%
Revenue Per Share,9.85%,5.70%,1.05%,(1.26%),0.00%
Basic EPS,(26.50%),2.11%,6.14%,(19.66%),0.00%
Basic EPS - Continuing Ops,(26.50%),2.11%,6.14%,(19.66%),0.00%
Basic Weighted Average Shares Outst.,(0.73%),10.73%,27.89%,0.18%,0.00%
Diluted EPS,(26.34%),1.88%,5.54%,(19.75%),0.00%
Diluted EPS - Continuing Ops,(26.34%),1.88%,5.54%,(19.75%),0.00%
Diluted Weighted Average Shares Outst.,(0.76%),11.03%,28.58%,0.29%,0.00%
Normalized Basic EPS,1.58%,(24.34%),5.14%,(10.28%),0.00%
Normalized Diluted EPS,1.64%,(24.50%),4.49%,(10.46%),0.00%
Dividend Per Share,10.83%,6.77%,4.23%,2.70%,0.00%
Payout Ratio,52.71%,(2.09%),0.76%,29.14%,0.00%
EBITDA,4.39%,4.65%,40.89%,(4.21%),0.00%
EBITA,4.38%,3.09%,41.89%,(5.24%),0.00%
EBIT,2.79%,(3.21%),28.04%,(6.46%),0.00%
EBITDAR,4.50%,5.01%,39.98%,(3.21%),
Effective Tax Rate,98.35%,(46.35%),(27.69%),(3.81%),0.00%
Normalized Net Income,0.79%,(16.24%),34.34%,(10.08%),0.00%
R&D Expense From Footnotes,14.14%,5.45%,11.09%,3.10%,0.00%
Foreign Sales,6.45%,19.34%,35.12%,(2.35%),
