Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(1.85%),(2.83%),22.68%,21.47%,0.00%
Total Revenues,(1.85%),(2.83%),22.68%,21.47%,0.00%
Cost Of Revenues,(1.71%),(3.88%),18.69%,26.29%,0.00%
Gross Profit,(2.11%),(0.70%),30.45%,12.92%,0.00%
Selling General & Admin Expenses,(15.52%),(9.78%),50.88%,35.40%,0.00%
Total Operating Expenses,(15.52%),(9.78%),50.88%,35.40%,0.00%
Operating Income,16.52%,8.45%,13.33%,(12.16%),0.00%
Interest Expense,-10.92%,-12.53%,(23.89%),-12.85%,0.00%
Interest And Investment Income,10.00%,(22.73%),205.88%,(90.38%),0.00%
Net Interest Expenses,-12.01%,-11.87%,(13.47%),-0.89%,0.00%
Other Non Operating Income (Expenses),,,,54.84%,0.00%
"EBT, Excl. Unusual Items",31.70%,7.15%,21.96%,(13.16%),0.00%
"EBT, Incl. Unusual Items",16.25%,11.92%,(62.99%),(35.48%),0.00%
Income Tax Expense,,,(51.92%),(4.00%),0.00%
Earnings From Continuing Operations,137.00%,(31.92%),(65.61%),(45.87%),0.00%
Net Income to Company,136.56%,(31.92%),(65.61%),(45.87%),0.00%
Minority Interest,(50.00%),(6.06%),-85.71%,(20.00%),0.00%
Net Income,140.19%,(32.91%),(64.78%),(46.98%),0.00%
NI to Common Incl Extra Items,140.19%,(32.91%),(64.78%),(46.98%),0.00%
NI to Common Excl. Extra Items,140.65%,(32.91%),(64.78%),(46.98%),0.00%
Revenue Per Share,(3.04%),(2.25%),(9.58%),(12.67%),0.00%
Basic EPS,137.34%,(32.48%),(74.04%),(61.90%),0.00%
Basic EPS - Continuing Ops,137.34%,(32.48%),(74.04%),(61.90%),0.00%
Basic Weighted Average Shares Outst.,1.23%,(0.61%),35.67%,39.10%,0.00%
Diluted EPS,135.85%,(32.00%),(74.12%),(62.12%),0.00%
Diluted EPS - Continuing Ops,135.85%,(32.00%),(74.12%),(62.12%),0.00%
Diluted Weighted Average Shares Outst.,1.82%,(1.19%),35.84%,39.02%,0.00%
Normalized Basic EPS,29.40%,8.01%,(6.19%),(37.80%),0.00%
Normalized Diluted EPS,28.76%,8.34%,(6.13%),(37.67%),0.00%
Dividend Per Share,11.54%,10.34%,9.37%,0.00%,0.00%
Payout Ratio,(52.99%),63.00%,342.39%,149.56%,0.00%
EBITDA,18.02%,5.40%,42.91%,23.33%,0.00%
EBITA,20.32%,5.23%,44.85%,23.16%,0.00%
EBIT,16.52%,8.45%,13.33%,(12.16%),0.00%
EBITDAR,,,,23.28%,
Effective Tax Rate,,,29.92%,48.82%,0.00%
Normalized Net Income,30.90%,7.20%,27.30%,(13.34%),0.00%
Foreign Sales,(6.98%),255.10%,22.68%,21.47%,
