Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2.61%,1.74%,2.59%,22.15%,34.97%
Total Revenues,2.61%,1.74%,2.59%,22.15%,34.97%
Cost Of Revenues,2.88%,4.16%,2.00%,14.35%,20.71%
Gross Profit,2.12%,(2.49%),3.69%,36.45%,62.30%
Selling General & Admin Expenses,6.28%,(1.83%),1.36%,6.72%,14.17%
Other Operating Expense/(Income),0.00%,,,,0.00%
Total Operating Expenses,6.10%,(0.87%),1.82%,6.62%,12.96%
Operating Income,(2.44%),(4.51%),6.12%,73.56%,126.22%
Interest Expense,(6.25%),(10.46%),(6.51%),-7.78%,-7.91%
Interest And Investment Income,100.00%,0.00%,150.00%,(40.00%),(40.00%)
Net Interest Expenses,(5.59%),(10.60%),(4.79%),-6.86%,-6.98%
Other Non Operating Income (Expenses),100.00%,,,(30.00%),
"EBT, Excl. Unusual Items",(3.37%),(6.88%),8.97%,83.18%,149.56%
"EBT, Incl. Unusual Items",(5.33%),(8.92%),16.80%,72.90%,137.73%
Income Tax Expense,(43.82%),(24.48%),35.71%,86.23%,163.23%
Earnings From Continuing Operations,18.39%,(4.37%),12.44%,69.19%,130.76%
Net Income to Company,18.39%,(4.37%),14.97%,65.45%,125.24%
Minority Interest,(1.96%),0.00%,-7.69%,(41.67%),(90.70%)
Net Income,19.69%,(4.66%),16.58%,66.78%,127.11%
Preferred Dividend and Other Adjustments,0.00%,0.00%,0.00%,100.00%,250.00%
NI to Common Incl Extra Items,19.78%,(4.68%),16.64%,66.67%,126.80%
NI to Common Excl. Extra Items,19.78%,(4.68%),13.92%,70.66%,132.68%
Revenue Per Share,4.85%,2.49%,4.11%,22.14%,35.23%
Basic EPS,22.29%,(3.93%),18.38%,66.68%,127.23%
Basic EPS - Continuing Ops,22.29%,(3.93%),15.61%,70.70%,133.12%
Basic Weighted Average Shares Outst.,(2.14%),(0.73%),(1.47%),0.00%,(0.19%)
Diluted EPS,21.95%,(3.82%),18.66%,66.72%,126.76%
Diluted EPS - Continuing Ops,21.95%,(3.82%),15.88%,70.80%,132.65%
Diluted Weighted Average Shares Outst.,(1.41%),(0.71%),(2.16%),0.00%,0.18%
Normalized Basic EPS,(1.65%),(6.71%),12.16%,86.30%,154.31%
Normalized Diluted EPS,(2.50%),(6.69%),12.88%,86.27%,153.37%
Dividend Per Share,9.09%,12.78%,4.43%,5.66%,6.98%
Payout Ratio,(7.45%),12.98%,(7.77%),(37.73%),(53.50%)
EBITDA,(0.61%),(1.02%),6.19%,59.95%,101.15%
EBITA,(2.15%),(2.99%),6.16%,68.70%,117.00%
EBIT,(2.44%),(4.51%),6.12%,73.56%,126.22%
EBITDAR,(0.35%),(0.83%),9.80%,50.68%,
Effective Tax Rate,(40.65%),(17.09%),16.21%,7.71%,10.73%
Normalized Net Income,(3.78%),(7.45%),10.45%,86.28%,153.84%
Interest on Long-Term Debt,6.25%,10.46%,6.51%,(7.78%),
