Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,70898.0,89300.0,111461.0,107293.0,64129.0,64129.0
Other Revenues,,,31.0,43.0,42.0,42.0
Total Revenues,70898.0,89300.0,111492.0,107336.0,64171.0,64171.0
Cost Of Revenues,49087.0,66355.0,97930.0,95529.0,57707.0,57707.0
Gross Profit,21811.0,22945.0,13562.0,11807.0,6464.0,6464.0
Selling General & Admin Expenses,5913.0,6394.0,6557.0,6755.0,6107.0,6107.0
Depreciation & Amortization,1168.0,1318.0,1356.0,1341.0,1395.0,1395.0
Other Operating Expense/(Income),13680.0,13457.0,463.0,399.0,476.0,476.0
Total Operating Expenses,20761.0,21169.0,8376.0,8495.0,7978.0,7978.0
Operating Income,1050.0,1776.0,5186.0,3312.0,"(1,514.0)","(1,514.0)"
Interest Expense,(338.0),(438.0),(504.0),(458.0),(499.0),(499.0)
Interest And Investment Income,18.0,31.0,45.0,43.0,14.0,14.0
Net Interest Expenses,(320.0),(407.0),(459.0),(415.0),(485.0),(485.0)
Currency Exchange Gains (Loss),15.0,,31.0,(5.0),(12.0),(12.0)
Other Non Operating Income (Expenses),27.0,40.0,,,,
"EBT, Excl. Unusual Items",2186.0,3141.0,7434.0,5019.0,(820.0),(820.0)
"EBT, Incl. Unusual Items",2191.0,3555.0,7445.0,4178.0,"(4,964.0)","(4,964.0)"
Income Tax Expense,547.0,"(1,693.0)",1572.0,801.0,"(1,250.0)","(1,250.0)"
Earnings From Continuing Operations,1644.0,5248.0,5873.0,3377.0,"(3,714.0)","(3,714.0)"
Net Income to Company,1644.0,5248.0,5873.0,3377.0,"(3,714.0)","(3,714.0)"
Minority Interest,(89.0),(142.0),(278.0),(301.0),(261.0),(261.0)
Net Income,1555.0,5106.0,5595.0,3076.0,"(3,975.0)","(3,975.0)"
Preferred Dividend and Other Adjustments,6.0,6.0,6.0,6.0,8.0,8.0
NI to Common Incl Extra Items,1549.0,5100.0,5589.0,3070.0,"(3,983.0)","(3,983.0)"
NI to Common Excl. Extra Items,1549.0,5100.0,5589.0,3070.0,"(3,983.0)","(3,983.0)"
Revenue Per Share,$134.40,$173.37,$236.86,$237.80,$146.00,$146.00
Basic EPS,$2.94,$9.90,$11.87,$6.80,($9.06),($9.06)
Basic EPS - Continuing Ops,$2.94,$9.90,$11.87,$6.80,($9.06),($9.06)
Basic Weighted Average Shares Outst.,527.5,515.1,470.7,451.4,439.5,439.5
Diluted EPS,$2.92,$9.85,$11.80,$6.77,($9.06),($9.06)
Diluted EPS - Continuing Ops,$2.92,$9.85,$11.80,$6.77,($9.06),($9.06)
Diluted Weighted Average Shares Outst.,530.1,518.5,474.0,453.9,439.5,439.5
Normalized Basic EPS,$2.42,$3.54,$9.28,$6.28,($1.76),($1.76)
Normalized Diluted EPS,$2.41,$3.51,$9.21,$6.25,($1.76),($1.76)
Dividend Per Share,$2.45,$2.73,$3.10,$3.50,$3.60,$3.60
Payout Ratio,82.44%,27.32%,25.67%,51.04%,NM,NM
EBITDA,2218.0,3094.0,6542.0,4653.0,(119.0),(119.0)
EBITA,1068.0,1797.0,5200.0,3329.0,"(1,487.0)","(1,487.0)"
EBIT,1050.0,1776.0,5186.0,3312.0,"(1,514.0)","(1,514.0)"
EBITDAR,2798.0,,7145.0,5298.0,533.0,533.0
Effective Tax Rate,25.0%,NM,21.1%,19.2%,NM,NM
Normalized Net Income,1277.3,1821.1,4368.3,2835.9,(773.5),(773.5)
Interest Capitalized,81.0,15.0,17.0,77.0,75.0,75.0
Interest on Long-Term Debt,,,,83.0,85.0,85.0
R&D Expense From Footnotes,60.0,60.0,55.0,54.0,48.0,48.0
Foreign Sales,24537.0,26670.0,25060.0,23781.0,15418.0,15418.0
