Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,24706.0,26004.0,30095.0,33841.0,36799.0,36799.0
Total Revenues,24706.0,26004.0,30095.0,33841.0,36799.0,36799.0
Cost Of Revenues,18797.0,20074.0,23275.0,26582.0,29321.0,29321.0
Gross Profit,5909.0,5930.0,6820.0,7259.0,7478.0,7478.0
Selling General & Admin Expenses,2971.0,1477.0,2617.0,4290.0,3249.0,3249.0
Total Operating Expenses,2971.0,1477.0,2617.0,4290.0,3249.0,3249.0
Operating Income,2938.0,4453.0,4203.0,2969.0,4229.0,4229.0
Interest Expense,(301.0),(360.0),(562.0),(528.0),(593.0),(593.0)
Net Interest Expenses,(301.0),(360.0),(562.0),(528.0),(593.0),(593.0)
Other Non Operating Income (Expenses),44.0,136.0,130.0,107.0,92.0,92.0
"EBT, Excl. Unusual Items",2681.0,4229.0,3771.0,2548.0,3728.0,3728.0
"EBT, Incl. Unusual Items",2681.0,4229.0,3742.0,2548.0,3728.0,3728.0
Income Tax Expense,638.0,1360.0,513.0,300.0,539.0,539.0
Earnings From Continuing Operations,2043.0,2869.0,3229.0,2248.0,3189.0,3189.0
Net Income to Company,2043.0,2869.0,3229.0,2248.0,3189.0,3189.0
Net Income,2043.0,2869.0,3229.0,2248.0,3189.0,3189.0
NI to Common Incl Extra Items,2043.0,2869.0,3229.0,2248.0,3189.0,3189.0
NI to Common Excl. Extra Items,2043.0,2869.0,3229.0,2248.0,3189.0,3189.0
Revenue Per Share,$138.10,$149.11,$173.26,$199.89,$220.22,$220.22
Basic EPS,$11.42,$16.45,$18.59,$13.28,$19.08,$19.08
Basic EPS - Continuing Ops,$11.42,$16.45,$18.59,$13.28,$19.08,$19.08
Basic Weighted Average Shares Outst.,178.9,174.4,173.7,169.3,167.1,167.1
Diluted EPS,$11.32,$16.34,$18.49,$13.22,$19.03,$19.03
Diluted EPS - Continuing Ops,$11.32,$16.34,$18.49,$13.22,$19.03,$19.03
Diluted Weighted Average Shares Outst.,180.5,175.6,174.6,170.0,167.6,167.6
Normalized Basic EPS,$9.37,$15.16,$13.57,$9.41,$13.94,$13.94
Normalized Diluted EPS,$9.28,$15.05,$13.50,$9.37,$13.90,$13.90
Dividend Per Share,$3.50,$3.90,$4.70,$5.16,$5.67,$5.67
Payout Ratio,31.33%,24.02%,25.43%,39.15%,29.88%,29.88%
EBITDA,3394.0,4928.0,5003.0,4234.0,5496.0,5496.0
EBITA,2954.0,4467.0,4406.0,3301.0,4491.0,4491.0
EBIT,2938.0,4453.0,4203.0,2969.0,4229.0,4229.0
EBITDAR,3692.0,5228.0,5378.0,4638.0,5937.0,5937.0
Effective Tax Rate,23.8%,32.2%,13.7%,11.8%,14.5%,14.5%
Normalized Net Income,1675.6,2643.1,2356.9,1592.5,2330.0,2330.0
R&D Expense From Footnotes,705.0,639.0,764.0,953.0,1073.0,1073.0
Foreign Sales,,3452.0,4434.0,5154.0,5188.0,5188.0
