Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,14.72%,15.06%,2.58%,(28.01%),0.00%
Total Revenues,14.72%,15.06%,2.58%,(28.01%),0.00%
Cost Of Revenues,19.19%,39.78%,(1.98%),(49.14%),0.00%
Gross Profit,13.40%,7.38%,4.43%,(20.00%),0.00%
Selling General & Admin Expenses,(19.04%),(18.23%),5.80%,(3.37%),0.00%
Depreciation & Amortization,(11.71%),(34.81%),13.66%,(2.26%),0.00%
Other Operating Expense/(Income),,,-32.76%,-28.21%,0.00%
Total Operating Expenses,(0.27%),(47.67%),7.03%,0.98%,0.00%
Operating Income,-14.96%,,(8.08%),,0.00%
Interest Expense,-3.85%,(22.77%),-4.76%,(23.16%),0.00%
Net Interest Expenses,-3.85%,(22.77%),-4.76%,(23.16%),0.00%
Currency Exchange Gains (Loss),(42.31%),,,,0.00%
"EBT, Excl. Unusual Items",-13.74%,,(9.69%),,0.00%
"EBT, Incl. Unusual Items",(49.92%),,0.45%,,0.00%
Income Tax Expense,,,37.61%,,0.00%
Earnings From Continuing Operations,-35.14%,-97.08%,(108.70%),"(1,082.92%)",0.00%
Net Income to Company,-35.14%,-97.08%,(108.70%),"(1,082.92%)",0.00%
Minority Interest,(137.50%),(25.56%),(0.60%),(51.19%),0.00%
Net Income,-33.56%,-93.08%,(44.68%),(658.09%),0.00%
Preferred Dividend and Other Adjustments,12.20%,0.00%,(91.30%),,
NI to Common Incl Extra Items,-33.26%,-92.04%,(25.61%),(650.73%),0.00%
NI to Common Excl. Extra Items,-33.26%,-92.04%,(25.61%),(650.73%),0.00%
Revenue Per Share,13.19%,21.21%,1.56%,(28.86%),0.00%
Basic EPS,-34.15%,-91.62%,(24.35%),(640.70%),0.00%
Basic EPS - Continuing Ops,-34.15%,-91.62%,(24.35%),(640.70%),0.00%
Basic Weighted Average Shares Outst.,1.36%,(5.06%),1.01%,1.20%,0.00%
Diluted EPS,-34.14%,-91.62%,(24.55%),(640.88%),0.00%
Diluted EPS - Continuing Ops,-34.14%,-91.62%,(24.55%),(640.88%),0.00%
Diluted Weighted Average Shares Outst.,1.36%,(5.06%),1.01%,1.20%,0.00%
Normalized Basic EPS,-11.37%,,(44.44%),,0.00%
Normalized Diluted EPS,-11.37%,,(44.44%),,0.00%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,,,,,(3.04%)
EBITDA,116.56%,31.87%,5.99%,(29.72%),0.00%
EBITA,-14.96%,,(8.08%),,0.00%
EBIT,-14.96%,,(8.08%),,0.00%
EBITDAR,106.36%,31.73%,23.73%,(30.82%),
Effective Tax Rate,,,36.99%,(99.82%),0.00%
Normalized Net Income,-10.12%,,(42.48%),,0.00%
Interest Capitalized,40.98%,(76.74%),90.00%,,
Interest on Long-Term Debt,3.01%,1.95%,(0.24%),11.96%,
Foreign Sales,5.78%,(16.52%),(1.96%),(26.79%),
