Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,30561.0,30973.0,36193.0,39350.0,37925.0,37925.0
Total Revenues,30561.0,30973.0,36193.0,39350.0,37925.0,37925.0
Cost Of Revenues,24896.0,24731.0,29536.0,32363.0,31600.0,31600.0
Gross Profit,5665.0,6242.0,6657.0,6987.0,6325.0,6325.0
Selling General & Admin Expenses,1931.0,2065.0,2253.0,2430.0,2113.0,2113.0
Total Operating Expenses,1931.0,2065.0,2253.0,2430.0,2113.0,2113.0
Operating Income,3734.0,4177.0,4404.0,4557.0,4212.0,4212.0
Interest Expense,(99.0),(117.0),(374.0),(472.0),(489.0),(489.0)
Interest And Investment Income,8.0,14.0,18.0,12.0,12.0,12.0
Net Interest Expenses,(91.0),(103.0),(356.0),(460.0),(477.0),(477.0)
Other Non Operating Income (Expenses),13.0,3.0,37.0,105.0,3.0,3.0
"EBT, Excl. Unusual Items",3656.0,4077.0,4085.0,4202.0,3738.0,3738.0
"EBT, Incl. Unusual Items",3656.0,4077.0,4085.0,4202.0,3738.0,3738.0
Income Tax Expense,977.0,1165.0,727.0,718.0,571.0,571.0
Earnings From Continuing Operations,2679.0,2912.0,3358.0,3484.0,3167.0,3167.0
Earnings Of Discontinued Operations,(107.0),,(13.0),,,
Net Income to Company,2572.0,2912.0,3345.0,3484.0,3167.0,3167.0
Net Income,2572.0,2912.0,3345.0,3484.0,3167.0,3167.0
NI to Common Incl Extra Items,2572.0,2912.0,3345.0,3484.0,3167.0,3167.0
NI to Common Excl. Extra Items,2679.0,2912.0,3358.0,3484.0,3167.0,3167.0
Revenue Per Share,$100.30,$103.53,$122.58,$136.50,$132.18,$132.18
Basic EPS,$8.44,$9.73,$11.33,$12.09,$11.04,$11.04
Basic EPS - Continuing Ops,$8.79,$9.73,$11.37,$12.09,$11.04,$11.04
Basic Weighted Average Shares Outst.,304.7,299.2,295.3,288.3,286.9,286.9
Diluted EPS,$8.30,$9.56,$11.18,$11.98,$11.00,$11.00
Diluted EPS - Continuing Ops,$8.64,$9.56,$11.22,$11.98,$11.00,$11.00
Diluted Weighted Average Shares Outst.,310.4,304.6,299.2,290.8,287.9,287.9
Normalized Basic EPS,$7.50,$8.52,$8.65,$9.11,$8.14,$8.14
Normalized Diluted EPS,$7.36,$8.36,$8.53,$9.03,$8.11,$8.11
Dividend Per Share,$3.04,$3.36,$3.72,$4.08,$4.40,$4.40
Payout Ratio,35.42%,33.86%,32.14%,33.07%,39.15%,39.15%
EBITDA,4187.0,4618.0,5167.0,5386.0,5090.0,5090.0
EBITA,3822.0,4256.0,4674.0,4834.0,4473.0,4473.0
EBIT,3734.0,4177.0,4404.0,4557.0,4212.0,4212.0
EBITDAR,4494.0,4927.0,,5794.0,5474.0,5474.0
Effective Tax Rate,26.7%,28.6%,17.8%,17.1%,15.3%,15.3%
Normalized Net Income,2285.0,2548.1,2553.1,2626.3,2336.3,2336.3
Interest on Long-Term Debt,,,,24.0,25.0,25.0
R&D Expense From Footnotes,418.0,521.0,502.0,466.0,374.0,374.0
Foreign Sales,3700.0,7454.0,7807.0,7575.0,6731.0,6731.0
