Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,913.4,1183.8,1149.6,1142.3,1044.9,1044.9
Tenant Reimbursements,239.0,,,,,
Total Revenues,1170.8,1200.8,1164.8,1158.9,1057.9,1057.9
Property Expenses,329.0,337.9,328.6,337.0,343.0,343.0
Selling General & Admin Exp.,85.1,86.2,84.0,94.3,84.5,84.5
Depreciation & Amortization,355.3,360.8,310.4,277.9,289.0,289.0
Total Operating Expenses,775.0,790.5,729.2,709.2,716.4,716.4
Operating Income,395.8,410.3,435.6,449.7,341.5,341.5
Total Interest Expense,(192.5),(192.0),(183.3),(177.4),(186.9),(186.9)
Interest and Investment Income,,,,,4.0,4.0
Net Interest Expenses,(192.5),(192.0),(183.3),(177.4),(182.9),(182.9)
Other Non Operating Income,3.5,2.6,10.2,8.2,0.1,0.1
"EBT, Excl. Unusual Items",453.3,348.7,363.2,378.7,234.6,234.6
Gain (Loss) on Sale of Assets,28.9,93.5,236.1,79.2,6.5,6.5
Asset Writedown,(27.5),(67.3),(79.2),(48.7),(6.6),(6.6)
Other Unusual Items,(45.7),(1.8),(12.8),2.8,(7.5),(7.5)
"EBT, Incl. Unusual Items",464.7,438.8,500.1,410.2,1003.9,1003.9
Income Tax Expense,78.6,(0.9),1.6,(3.3),1.0,1.0
Earnings From Continuing Operations,386.1,439.7,498.5,413.6,1002.9,1002.9
Net Income to Company,386.1,439.7,498.5,413.6,1002.9,1002.9
Minority Interest,(7.3),(13.6),(0.7),(3.0),(2.0),(2.0)
Net Income,378.9,426.1,497.8,410.6,1000.8,1000.8
Pref. Dividends and Other Adj.,48.2,55.7,68.1,73.2,29.6,29.6
NI to Common Incl Extra Items,330.6,370.3,429.7,337.4,971.2,971.2
NI to Common Excl. Extra Items,330.6,370.3,429.7,337.4,971.2,971.2
Revenue Per Share,$2.80,$2.83,$2.77,$2.76,$2.46,$2.46
Basic EPS,$0.79,$0.87,$1.02,$0.80,$2.26,$2.26
Basic EPS - Continuing Ops,$0.79,$0.87,$1.02,$0.80,$2.26,$2.26
Basic Weighted Average Shares Outst.,418.4,423.6,420.6,420.4,430.0,430.0
Diluted EPS,$0.79,$0.87,$1.02,$0.80,$2.25,$2.25
Diluted EPS - Continuing Ops,$0.79,$0.87,$1.02,$0.80,$2.25,$2.25
Diluted Weighted Average Shares Outst.,419.7,424.0,421.4,421.8,431.6,431.6
Normalized Basic EPS,$0.66,$0.48,$0.54,$0.56,$0.34,$0.34
Normalized Diluted EPS,$0.66,$0.48,$0.54,$0.55,$0.34,$0.34
Dividend Per Share,$1.04,$1.09,$1.12,$1.12,$0.54,$0.54
Payout Ratio,125.13%,118.80%,106.42%,129.46%,37.96%,37.96%
FFO,,,,608.4,503.7,503.7
FFO (Diluted),,,,609.2,504.0,504.0
AFFO,,,,608.4,503.7,503.7
Funds Available for Distribution,,,,608.4,503.7,503.7
FFO Per Share (Basic),,,,$1.45,$1.17,$1.17
FFO Shares (Basic),,,,420.4,430.0,430.0
FFO Per Share (Diluted),,,,$1.44,$1.17,$1.17
FFO Shares (Diluted),,,,422.6,432.1,432.1
Adjusted FFO Per Share (Basic),,,,$1.45,$1.17,$1.17
Adjusted FFO Per Share (Diluted),,,,$1.44,$1.17,$1.17
EBITDA,721.7,751.0,725.8,705.9,604.7,604.7
EBITA,441.0,457.5,468.1,462.8,345.3,345.3
EBIT,395.8,410.3,435.6,449.7,341.5,341.5
EBITDAR,732.7,762.2,736.7,720.6,617.9,617.9
Effective Tax Rate,16.9%,NM,0.3%,NM,0.1%,0.1%
Normalized Net Income,276.0,204.3,226.3,233.8,144.6,144.6
Interest Capitalized,5.6,14.5,17.5,15.7,13.7,13.7
