Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,37125.0,34309.0,33405.0,33576.0,31440.0,31440.0
Total Interest And Dividend Income,13945.0,14033.0,13240.0,14425.0,13590.0,13590.0
Gain (Loss) on Sale of Investments,"(1,824.0)","(1,234.0)",(353.0),340.0,772.0,772.0
Other Revenues,1963.0,2340.0,1116.0,1403.0,"(2,465.0)","(2,465.0)"
Total Revenues,51209.0,49448.0,47408.0,49744.0,43337.0,43337.0
Policy Benefits,36142.0,33564.0,31166.0,29234.0,28428.0,28428.0
Policy Acquisition / Underwriting Costs,4521.0,4288.0,5386.0,5164.0,4211.0,4211.0
Selling General & Admin Expenses,10295.0,8694.0,8907.0,8319.0,7961.0,7961.0
Total Operating Expenses,50958.0,46546.0,45459.0,42717.0,40600.0,40600.0
Operating Income,251.0,2902.0,1949.0,7027.0,2737.0,2737.0
"Interest Expense, Total","(1,260.0)","(1,168.0)","(1,309.0)","(1,417.0)","(1,457.0)","(1,457.0)"
Currency Exchange Gains,24.0,4.0,,,378.0,378.0
"EBT, Excl. Unusual Items",(985.0),1738.0,640.0,5610.0,1658.0,1658.0
Restructuring Charges,(694.0),(413.0),(395.0),(218.0),(435.0),(435.0)
Gain (Loss) on Sale of Assets,1645.0,68.0,38.0,(75.0),"(8,525.0)","(8,525.0)"
Asset Writedown,(10.0),(61.0),,,,
Legal Settlements,44.0,129.0,(19.0),2.0,21.0,21.0
Other Unusual Items,(74.0),5.0,(7.0),(32.0),(12.0),(12.0)
"EBT, Incl. Unusual Items",(74.0),1466.0,257.0,5287.0,"(7,293.0)","(7,293.0)"
Income Tax Expense,185.0,7526.0,154.0,1166.0,"(1,460.0)","(1,460.0)"
Earnings From Continuing Operations,(259.0),"(6,060.0)",103.0,4121.0,"(5,833.0)","(5,833.0)"
Earnings Of Discontinued Operations,(90.0),4.0,(42.0),48.0,4.0,4.0
Net Income to Company,(349.0),"(6,056.0)",61.0,4169.0,"(5,829.0)","(5,829.0)"
Minority Interest,(500.0),(28.0),(67.0),(821.0),(115.0),(115.0)
Net Income,(849.0),"(6,084.0)",(6.0),3348.0,"(5,944.0)","(5,944.0)"
Pref. Dividends and Other Adj.,,,,22.0,29.0,29.0
NI to Common Incl Extra Items,(849.0),"(6,084.0)",(6.0),3326.0,"(5,973.0)","(5,973.0)"
NI to Common Excl. Extra Items,(759.0),"(6,088.0)",36.0,3278.0,"(5,977.0)","(5,977.0)"
Revenue Per Share,$46.93,$53.14,$52.77,$56.74,$49.85,$49.85
Basic EPS,($0.78),($6.54),($0.01),$3.79,($6.87),($6.87)
Basic EPS - Continuing Ops,($0.70),($6.54),$0.04,$3.74,($6.88),($6.88)
Basic Weighted Average Shares Outst.,1091.1,930.6,898.4,876.8,869.3,869.3
Diluted EPS,($0.78),($6.54),($0.01),$3.74,($6.88),($6.88)
Diluted EPS - Continuing Ops,($0.70),($6.54),$0.04,$3.69,($6.88),($6.88)
Diluted Weighted Average Shares Outst.,1091.1,930.6,910.1,889.5,869.3,869.3
Normalized Basic EPS,($1.02),$1.14,$0.37,$3.06,$1.06,$1.06
Normalized Diluted EPS,($1.02),$1.14,$0.37,$3.02,$1.06,$1.06
Dividend Per Share,$1.28,$1.28,$1.28,$1.28,$1.28,$1.28
Payout Ratio,NM,NM,NM,33.93%,NM,NM
EBITDA,4341.0,6776.0,7311.0,12033.0,6857.0,6857.0
EBITA,251.0,2902.0,1949.0,7027.0,2737.0,2737.0
EBIT,251.0,2902.0,1949.0,7027.0,2737.0,2737.0
EBITDAR,4672.0,7045.0,7594.0,12265.0,7115.0,7115.0
Effective Tax Rate,NM,513.4%,59.9%,22.1%,NM,NM
Normalized Net Income,"(1,115.6)",1058.3,333.0,2685.3,921.3,921.3
Foreign Sales,15496.0,49520.0,47389.0,49746.0,43736.0,43736.0
