Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,4.43%,3.39%,3.35%,1.38%,0.00%
Other Revenue,11.22%,14.52%,(9.54%),14.09%,0.00%
Total Revenues,4.97%,4.33%,2.15%,2.42%,0.00%
Property Expenses,5.81%,6.94%,7.41%,6.68%,0.00%
Selling General & Admin Exp.,(0.09%),26.08%,(41.18%),26.46%,0.00%
Depreciation & Amortization,4.90%,6.41%,6.05%,7.86%,0.00%
Other Operating Expenses,(50.00%),57.14%,9.09%,8.33%,0.00%
Total Operating Expenses,5.00%,8.03%,3.18%,7.99%,0.00%
Operating Income,4.95%,1.25%,1.24%,(2.60%),0.00%
Total Interest Expense,(201.43%),(156.44%),(40.25%),(23.32%),0.00%
Interest and Investment Income,73.45%,86.15%,21.37%,(22.83%),0.00%
Net Interest Expenses,,(271.24%),(55.72%),(52.77%),0.00%
Other Non Operating Income,2.83%,"1,381.80%",(94.49%),(3.37%),0.00%
"EBT, Excl. Unusual Items",(0.12%),15.43%,(9.17%),(10.54%),0.00%
Gain (Loss) on Sale of Assets,106.24%,"2,567.35%",(99.10%),337.83%,0.00%
Asset Writedown,,,,,0.00%
"EBT, Incl. Unusual Items",(0.82%),18.55%,(11.16%),(10.78%),0.00%
Earnings From Continuing Operations,(0.82%),18.55%,(11.16%),(10.78%),0.00%
Net Income to Company,(0.82%),18.55%,(11.16%),(10.78%),0.00%
Minority Interest,-8.96%,-0.90%,-17.36%,-21.56%,0.00%
Net Income,(0.78%),18.64%,(11.13%),(10.74%),0.00%
Pref. Dividends and Other Adj.,0.34%,(17.91%),11.54%,4.48%,0.00%
NI to Common Incl Extra Items,(1.04%),27.08%,(14.52%),(13.70%),0.00%
NI to Common Excl. Extra Items,(1.04%),27.08%,(14.52%),(13.70%),0.00%
Revenue Per Share,4.68%,4.09%,1.95%,2.31%,0.00%
Basic EPS,(1.34%),26.79%,(14.69%),(13.78%),0.00%
Basic EPS - Continuing Ops,(1.34%),26.79%,(14.69%),(13.78%),0.00%
Basic Weighted Average Shares Outst.,0.30%,0.21%,0.18%,0.12%,0.00%
Diluted EPS,(1.17%),26.89%,(14.64%),(13.72%),0.00%
Diluted EPS - Continuing Ops,(1.17%),26.89%,(14.64%),(13.72%),0.00%
Diluted Weighted Average Shares Outst.,0.16%,0.08%,0.13%,0.06%,0.00%
Normalized Basic EPS,(0.36%),15.34%,(9.33%),(10.58%),0.00%
Normalized Diluted EPS,(0.28%),15.34%,(9.30%),(10.49%),0.00%
Dividend Per Share,9.59%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,9.13%,(16.62%),12.26%,11.87%,0.00%
FFO,0.14%,7.80%,1.34%,(7.77%),0.00%
FFO Payout Ratio %,9.82%,(7.06%),(1.16%),8.49%,0.00%
AFFO,0.14%,7.80%,1.34%,(7.77%),
Funds Available for Distribution,0.14%,7.80%,1.34%,(7.77%),
FFO Per Share (Diluted),0.00%,7.73%,1.24%,(7.84%),0.00%
FFO Shares (Diluted),0.16%,0.08%,0.13%,0.06%,0.00%
Adjusted FFO Per Share (Diluted),0.02%,7.73%,1.20%,(7.87%),
EBITDA,4.93%,2.45%,2.41%,0.02%,0.00%
EBITA,4.41%,1.35%,1.24%,(2.62%),0.00%
EBIT,4.95%,1.25%,1.24%,(2.60%),0.00%
Normalized Net Income,(0.06%),15.54%,(9.12%),(10.48%),0.00%
Interest Capitalized,(13.73%),9.09%,(18.75%),(12.82%),
