Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2334.2,2582.9,2714.0,2866.0,2632.6,2606.9
Total Revenues,2334.2,2582.9,2714.0,2866.0,2632.6,2606.9
Cost Of Revenues,1258.6,1367.5,1418.8,1446.3,1218.7,1213.2
Gross Profit,1075.6,1215.4,1295.2,1419.7,1413.9,1393.7
Depreciation & Amortization,305.0,320.9,346.7,350.7,357.9,360.5
Other Operating Expense/(Income),(47.9),(27.1),(19.9),18.9,17.4,17.1
Total Operating Expenses,257.1,293.8,326.8,369.6,375.3,377.6
Operating Income,818.5,921.6,968.4,1050.1,1038.6,1016.1
Interest Expense,(97.7),(100.2),(110.0),(115.9),(150.9),(155.7)
Net Interest Expenses,(97.7),(100.2),(110.0),(115.9),(150.9),(155.7)
Currency Exchange Gains (Loss),(72.0),41.7,7.8,17.1,(29.6),22.6
Other Non Operating Income (Expenses),(0.7),(0.3),2.4,1.0,2.1,(0.1)
"EBT, Excl. Unusual Items",662.7,874.3,871.2,953.3,858.8,886.5
"EBT, Incl. Unusual Items",662.7,874.3,886.9,788.4,823.2,837.6
Income Tax Expense,182.8,(89.6),257.5,247.6,204.1,217.4
Earnings From Continuing Operations,479.9,963.9,629.4,540.8,619.1,620.2
Net Income to Company,479.9,963.9,629.4,540.8,619.1,620.2
Minority Interest,(1.8),(1.9),(2.0),(1.9),(2.1),(2.0)
Net Income,478.1,962.0,627.4,538.9,617.0,618.2
Preferred Dividend and Other Adjustments,0.2,0.2,0.2,0.2,0.2,0.1
NI to Common Incl Extra Items,477.9,961.8,627.2,538.7,616.8,618.1
NI to Common Excl. Extra Items,477.9,961.8,627.2,538.7,616.8,618.1
Revenue Per Share,$21.70,$24.66,$26.65,$28.86,$28.06,$28.15
Basic EPS,$4.44,$9.18,$6.16,$5.42,$6.57,$6.67
Basic EPS - Continuing Ops,$4.44,$9.18,$6.16,$5.42,$6.57,$6.67
Basic Weighted Average Shares Outst.,107.6,104.7,101.9,99.3,93.8,92.6
Diluted EPS,$4.43,$9.16,$6.13,$5.40,$6.54,$6.64
Diluted EPS - Continuing Ops,$4.43,$9.16,$6.13,$5.40,$6.54,$6.64
Diluted Weighted Average Shares Outst.,107.8,105.0,102.3,99.7,94.3,93.1
Normalized Basic EPS,$3.83,$5.20,$5.33,$5.98,$5.70,$5.96
Normalized Diluted EPS,$3.83,$5.18,$5.30,$5.95,$5.67,$5.93
Dividend Per Share,$1.32,$1.38,$1.44,$1.48,$1.64,$1.78
Payout Ratio,29.87%,14.81%,23.51%,26.78%,24.68%,
EBITDA,1123.5,1242.5,1315.1,1400.8,1396.5,1376.6
EBITA,818.5,921.6,968.4,1050.1,1038.6,1016.1
EBIT,818.5,921.6,968.4,1050.1,1038.6,1016.1
EBITDAR,1184.5,,,1454.5,1424.8,
Effective Tax Rate,27.6%,NM,29.0%,31.4%,24.8%,26.0%
Normalized Net Income,412.4,544.5,542.5,593.9,534.7,552.1
Interest Capitalized,0.5,,,,,
Interest on Long-Term Debt,,100.2,110.0,117.0,150.9,
R&D Expense From Footnotes,,,,,13.6,13.6
Foreign Sales,1123.4,1223.4,1289.2,1372.5,1244.1,
