Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,573.3,718.5,1031.6,1476.0,1926.7,1926.7
Total Revenues,573.3,718.5,1031.6,1476.0,1926.7,1926.7
Cost Of Revenues,194.9,226.4,367.7,544.5,646.6,646.6
Gross Profit,378.4,492.1,663.9,931.5,1280.1,1280.1
Selling General & Admin Expenses,286.2,349.2,432.8,515.7,620.7,620.7
R&D Expenses,156.1,185.4,417.4,273.5,359.9,359.9
Total Operating Expenses,442.3,534.6,850.2,789.2,980.6,980.6
Operating Income,(63.9),(42.5),(186.3),142.3,299.5,299.5
Interest Expense,(0.7),(12.8),(22.7),(60.3),(84.7),(84.7)
Interest And Investment Income,0.4,6.7,,28.4,13.2,13.2
Net Interest Expenses,(0.3),(6.1),(22.7),(31.9),(71.5),(71.5)
Currency Exchange Gains (Loss),(0.7),,,,,
Other Non Operating Income (Expenses),,,(41.7),2.2,2.9,2.9
"EBT, Excl. Unusual Items",(64.9),(48.6),(170.6),108.4,230.9,230.9
"EBT, Incl. Unusual Items",(64.9),(48.6),(126.5),104.2,225.0,225.0
Income Tax Expense,0.7,1.6,0.6,3.1,(268.6),(268.6)
Earnings From Continuing Operations,(65.6),(50.2),(127.1),101.1,493.6,493.6
Net Income to Company,(65.6),(50.2),(127.1),101.1,493.6,493.6
Net Income,(65.6),(50.2),(127.1),101.1,493.6,493.6
NI to Common Incl Extra Items,(65.6),(50.2),(127.1),101.1,493.6,493.6
NI to Common Excl. Extra Items,(65.6),(50.2),(127.1),101.1,493.6,493.6
Revenue Per Share,$6.86,$8.33,$11.70,$16.20,$20.41,$20.41
Basic EPS,($0.78),($0.58),($1.44),$1.11,$5.23,$5.23
Basic EPS - Continuing Ops,($0.78),($0.58),($1.44),$1.11,$5.23,$5.23
Basic Weighted Average Shares Outst.,83.6,86.3,88.2,91.1,94.4,94.4
Diluted EPS,($0.78),($0.58),($1.44),$1.10,$5.06,$5.06
Diluted EPS - Continuing Ops,($0.78),($0.58),($1.44),$1.10,$5.06,$5.06
Diluted Weighted Average Shares Outst.,83.6,86.3,88.2,92.3,97.5,97.5
Normalized Basic EPS,($0.49),($0.35),($1.21),$0.74,$1.53,$1.53
Normalized Diluted EPS,($0.49),($0.35),($1.21),$0.73,$1.48,$1.48
EBITDA,(48.9),(26.4),(157.2),181.9,354.2,354.2
EBITA,(63.9),(42.5),(186.3),142.3,299.5,299.5
EBIT,(63.9),(42.5),(186.3),142.3,299.5,299.5
EBITDAR,(39.9),(15.3),(144.7),201.5,378.1,378.1
Effective Tax Rate,NM,NM,NM,3.0%,NM,NM
Normalized Net Income,(40.6),(30.4),(106.6),67.8,144.3,144.3
Interest on Long-Term Debt,0.7,12.8,22.7,60.3,84.7,84.7
R&D Expense From Footnotes,156.1,185.4,417.4,273.5,359.9,359.9
Foreign Sales,,122.3,213.2,314.5,417.2,417.2
