Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10743.0,12681.0,14527.0,15066.0,6796.0,6796.0
Total Revenues,10743.0,12681.0,14527.0,15066.0,6796.0,6796.0
Cost Of Revenues,415.0,242.0,2042.0,2248.0,1944.0,1944.0
Gross Profit,10328.0,12439.0,12485.0,12818.0,4852.0,4852.0
Selling General & Admin Expenses,6172.0,7533.0,6718.0,7004.0,3814.0,3814.0
Depreciation & Amortization,309.0,363.0,426.0,469.0,458.0,458.0
Total Operating Expenses,6481.0,7896.0,7144.0,7473.0,4272.0,4272.0
Operating Income,3847.0,4543.0,5341.0,5345.0,580.0,580.0
Interest Expense,(208.0),(254.0),(269.0),(266.0),(356.0),(356.0)
Interest And Investment Income,95.0,157.0,187.0,152.0,54.0,54.0
Net Interest Expenses,(113.0),(97.0),(82.0),(114.0),(302.0),(302.0)
Currency Exchange Gains (Loss),(20.0),43.0,(53.0),(31.0),(207.0),(207.0)
Other Non Operating Income (Expenses),3.0,(85.0),(4.0),13.0,(4.0),(4.0)
"EBT, Excl. Unusual Items",3717.0,4404.0,5202.0,5213.0,67.0,67.0
"EBT, Incl. Unusual Items",2713.0,4399.0,4835.0,5958.0,567.0,567.0
Income Tax Expense,578.0,2058.0,837.0,1093.0,508.0,508.0
Earnings From Continuing Operations,2135.0,2341.0,3998.0,4865.0,59.0,59.0
Net Income to Company,2135.0,2341.0,3998.0,4865.0,59.0,59.0
Net Income,2135.0,2341.0,3998.0,4865.0,59.0,59.0
NI to Common Incl Extra Items,2135.0,2341.0,3998.0,4865.0,59.0,59.0
NI to Common Excl. Extra Items,2135.0,2341.0,3998.0,4865.0,59.0,59.0
Revenue Per Share,$217.07,$258.83,$306.18,$349.71,$165.86,$165.86
Basic EPS,$43.14,$47.78,$84.26,$112.92,$1.44,$1.44
Basic EPS - Continuing Ops,$43.14,$47.78,$84.26,$112.92,$1.44,$1.44
Basic Weighted Average Shares Outst.,49.5,49.0,47.4,43.1,41.0,41.0
Diluted EPS,$42.65,$46.86,$83.26,$111.82,$1.44,$1.44
Diluted EPS - Continuing Ops,$42.65,$46.86,$83.26,$111.82,$1.44,$1.44
Diluted Weighted Average Shares Outst.,50.1,50.0,48.0,43.5,41.2,41.2
Normalized Basic EPS,$46.94,$56.18,$68.53,$75.63,$1.02,$1.02
Normalized Diluted EPS,$46.40,$55.10,$67.71,$74.88,$1.02,$1.02
EBITDA,4156.0,4906.0,5767.0,5814.0,1038.0,1038.0
EBITA,4016.0,4719.0,5519.0,5520.0,747.0,747.0
EBIT,3847.0,4543.0,5341.0,5345.0,580.0,580.0
EBITDAR,4255.0,5026.0,5916.0,6051.0,1276.0,1276.0
Effective Tax Rate,21.3%,46.8%,17.3%,18.3%,89.6%,89.6%
Normalized Net Income,2323.1,2752.5,3251.3,3258.1,41.9,41.9
Interest on Long-Term Debt,203.0,239.0,236.0,228.0,342.0,342.0
Foreign Sales,9063.0,11061.0,12991.0,13529.0,6013.0,6013.0
