Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,(7.59%),(2.63%),0.51%,(6.36%),0.00%
Total Interest And Dividend Income,0.63%,(5.65%),8.95%,(5.79%),0.00%
Gain (Loss) on Sale of Investments,-32.35%,-71.39%,,127.06%,0.00%
Other Revenues,19.21%,(52.31%),25.72%,,0.00%
Total Revenues,(3.44%),(4.13%),4.93%,(12.88%),0.00%
Policy Benefits,(7.13%),(7.14%),(6.20%),(2.76%),0.00%
Policy Acquisition / Underwriting Costs,(5.15%),25.61%,(4.12%),(18.45%),0.00%
Selling General & Admin Expenses,(15.55%),2.45%,(6.60%),(4.30%),0.00%
Total Operating Expenses,(8.66%),(2.34%),(6.03%),(4.96%),0.00%
Operating Income,"1,056.18%",(32.84%),260.54%,(61.05%),0.00%
"Interest Expense, Total",-7.30%,(12.07%),(8.25%),(2.82%),0.00%
Currency Exchange Gains,(83.33%),,,,29.45%
"EBT, Excl. Unusual Items",,(63.18%),776.56%,(70.45%),0.00%
Restructuring Charges,-40.49%,-4.36%,-44.81%,(99.54%),0.00%
Gain (Loss) on Sale of Assets,(95.87%),(44.12%),,"(11,266.67%)",0.00%
Asset Writedown,(510.00%),,,,
Legal Settlements,193.18%,,,950.00%,0.00%
Other Unusual Items,,,(357.14%),-62.50%,0.00%
"EBT, Incl. Unusual Items",,(82.47%),"1,957.20%",,0.00%
Income Tax Expense,"3,968.11%",(97.95%),657.14%,,0.00%
Earnings From Continuing Operations,"(2,239.77%)",,"3,900.97%",,0.00%
Earnings Of Discontinued Operations,,,,(91.67%),0.00%
Net Income to Company,"(1,635.24%)",,"6,734.43%",,0.00%
Minority Interest,-94.40%,(139.29%),"(1,125.37%)",-85.99%,0.00%
Net Income,(616.61%),-99.90%,,,0.00%
Pref. Dividends and Other Adj.,,,,31.82%,0.00%
NI to Common Incl Extra Items,(616.61%),-99.90%,,,0.00%
NI to Common Excl. Extra Items,(702.11%),,"9,005.56%",,0.00%
Revenue Per Share,13.23%,(0.70%),7.52%,(12.14%),0.00%
Basic EPS,(738.20%),-99.90%,,,0.00%
Basic EPS - Continuing Ops,(834.61%),,"9,247.02%",,0.00%
Basic Weighted Average Shares Outst.,(14.71%),(3.46%),(2.41%),(0.85%),0.00%
Diluted EPS,(738.20%),-99.91%,,,0.00%
Diluted EPS - Continuing Ops,(834.61%),,"9,125.00%",,0.00%
Diluted Weighted Average Shares Outst.,(14.71%),(2.19%),(2.27%),(2.27%),0.00%
Normalized Basic EPS,,(67.49%),727.76%,(65.37%),0.00%
Normalized Diluted EPS,,(67.91%),715.89%,(64.91%),0.00%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,,,,,0.00%
EBITDA,56.09%,7.90%,64.59%,(43.02%),0.00%
EBITA,"1,056.18%",(32.84%),260.54%,(61.05%),0.00%
EBIT,"1,056.18%",(32.84%),260.54%,(61.05%),0.00%
EBITDAR,50.79%,7.79%,61.51%,(41.99%),
Effective Tax Rate,,(88.33%),(63.19%),(9.21%),0.00%
Normalized Net Income,,(68.53%),706.38%,(65.69%),0.00%
Foreign Sales,219.57%,(4.30%),4.97%,(12.08%),
