Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,67.19%,38.68%,21.42%,29.68%,0.00%
Other Revenues,12.10%,43.46%,58.33%,200.00%,0.00%
Total Revenues,64.45%,38.84%,22.71%,37.38%,0.00%
Cost Of Revenues,48.80%,39.00%,13.97%,37.16%,0.00%
Gross Profit,88.64%,38.65%,33.41%,37.60%,0.00%
Selling General & Admin Expenses,85.36%,20.30%,33.26%,89.28%,0.00%
Depreciation & Amortization,66.89%,48.27%,41.40%,162.61%,0.00%
Total Operating Expenses,80.77%,26.72%,35.45%,109.86%,0.00%
Operating Income,108.96%,65.30%,29.91%,(91.42%),0.00%
Interest Expense,(95.94%),(72.40%),(66.28%),(310.49%),0.00%
Net Interest Expenses,(95.94%),(72.40%),(66.28%),(310.49%),0.00%
"EBT, Excl. Unusual Items",122.06%,56.38%,(0.60%),,0.00%
"EBT, Incl. Unusual Items",,,(7.41%),,0.00%
Income Tax Expense,,,10.00%,186.36%,0.00%
Earnings From Continuing Operations,199.18%,29.46%,(14.74%),,0.00%
Net Income to Company,199.18%,29.46%,(14.74%),,0.00%
Net Income,199.18%,29.46%,(14.74%),,0.00%
NI to Common Incl Extra Items,199.18%,29.46%,(14.74%),,0.00%
NI to Common Excl. Extra Items,199.18%,29.46%,(14.74%),,0.00%
Revenue Per Share,15.18%,21.04%,21.15%,(17.58%),0.00%
Basic EPS,110.20%,13.19%,(15.57%),,0.00%
Basic EPS - Continuing Ops,110.20%,13.19%,(15.57%),,0.00%
Basic Weighted Average Shares Outst.,42.74%,14.70%,1.30%,66.67%,0.00%
Diluted EPS,111.76%,12.96%,(15.57%),,0.00%
Diluted EPS - Continuing Ops,111.76%,12.96%,(15.57%),,0.00%
Diluted Weighted Average Shares Outst.,42.77%,14.53%,1.28%,64.56%,0.00%
Normalized Basic EPS,54.42%,36.10%,(2.07%),,0.00%
Normalized Diluted EPS,54.63%,37.13%,(1.85%),,0.00%
EBITDA,92.50%,59.52%,33.53%,(6.62%),0.00%
EBITA,114.13%,67.46%,33.62%,(80.13%),0.00%
EBIT,108.96%,65.30%,29.91%,(91.42%),0.00%
EBITDAR,,,46.29%,0.68%,
Effective Tax Rate,672.89%,,18.80%,,0.00%
Normalized Net Income,122.06%,56.38%,(0.60%),,0.00%
Interest on Long-Term Debt,,,167.50%,530.84%,
