Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13599.0,14314.0,14768.0,14109.0,12574.0,12574.0
Total Revenues,13599.0,14314.0,14768.0,14109.0,12574.0,12574.0
Cost Of Revenues,7908.0,8306.0,8604.0,8187.0,7375.0,7375.0
Gross Profit,5691.0,6008.0,6164.0,5922.0,5199.0,5199.0
Selling General & Admin Expenses,2403.0,2403.0,2371.0,2337.0,2150.0,2150.0
Total Operating Expenses,2627.0,2609.0,2560.0,2496.0,2304.0,2304.0
Operating Income,3064.0,3399.0,3604.0,3426.0,2895.0,2895.0
Interest Expense,(237.0),(260.0),(257.0),(221.0),(206.0),(206.0)
Interest And Investment Income,38.0,45.0,35.0,29.0,17.0,17.0
Net Interest Expenses,(199.0),(215.0),(222.0),(192.0),(189.0),(189.0)
Currency Exchange Gains (Loss),9.0,(25.0),(1.0),(10.0),(5.0),(5.0)
Other Non Operating Income (Expenses),(2.0),(1.0),6.0,5.0,(5.0),(5.0)
"EBT, Excl. Unusual Items",2933.0,3158.0,3387.0,3229.0,2696.0,2696.0
"EBT, Incl. Unusual Items",2908.0,3270.0,3394.0,3288.0,2704.0,2704.0
Income Tax Expense,873.0,1583.0,831.0,767.0,595.0,595.0
Earnings From Continuing Operations,2035.0,1687.0,2563.0,2521.0,2109.0,2109.0
Net Income to Company,2035.0,1687.0,2563.0,2521.0,2109.0,2109.0
Net Income,2035.0,1687.0,2563.0,2521.0,2109.0,2109.0
NI to Common Incl Extra Items,2035.0,1687.0,2563.0,2521.0,2109.0,2109.0
NI to Common Excl. Extra Items,2035.0,1687.0,2563.0,2521.0,2109.0,2109.0
Revenue Per Share,$38.31,$41.60,$44.08,$43.56,$39.68,$39.68
Basic EPS,$5.73,$4.90,$7.65,$7.78,$6.66,$6.66
Basic EPS - Continuing Ops,$5.73,$4.90,$7.65,$7.78,$6.66,$6.66
Basic Weighted Average Shares Outst.,355.0,344.1,335.0,323.9,316.9,316.9
Diluted EPS,$5.70,$4.86,$7.60,$7.74,$6.63,$6.63
Diluted EPS - Continuing Ops,$5.70,$4.86,$7.60,$7.74,$6.63,$6.63
Diluted Weighted Average Shares Outst.,357.1,346.8,337.1,325.6,318.3,318.3
Normalized Basic EPS,$5.16,$5.74,$6.32,$6.23,$5.32,$5.32
Normalized Diluted EPS,$5.13,$5.69,$6.28,$6.20,$5.29,$5.29
Dividend Per Share,$2.40,$2.86,$3.56,$4.14,$4.42,$4.42
Payout Ratio,40.34%,55.78%,43.85%,52.40%,65.39%,65.39%
EBITDA,3534.0,3861.0,4065.0,3852.0,3322.0,3322.0
EBITA,3288.0,3605.0,3793.0,3585.0,3049.0,3049.0
EBIT,3064.0,3399.0,3604.0,3426.0,2895.0,2895.0
EBITDAR,3655.0,3981.0,4189.0,3896.0,3370.0,3370.0
Effective Tax Rate,30.0%,48.4%,24.5%,23.3%,22.0%,22.0%
Normalized Net Income,1833.1,1973.8,2116.9,2018.1,1685.0,1685.0
Interest on Long-Term Debt,,,257.0,221.0,206.0,206.0
R&D Expense From Footnotes,223.0,225.0,233.0,221.0,214.0,214.0
Foreign Sales,7423.0,8071.0,8206.0,7602.0,6740.0,6740.0
