Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,14.26%,0.13%,(7.15%),(4.69%),0.00%
"Other Revenues, Total",81.67%,54.30%,(39.06%),(9.80%),0.00%
Total Revenues,15.76%,2.01%,(8.84%),(4.87%),0.00%
Fuel & Purchased Power,2.97%,6.56%,(20.86%),(15.14%),0.00%
Operations And Maintenance,6.63%,3.26%,(5.10%),(3.75%),0.00%
Depreciation & Amortization,20.30%,4.02%,(2.97%),15.80%,0.00%
Other Operating Expenses,168.89%,(30.90%),(39.42%),(10.08%),0.00%
Total Operating Expenses,33.06%,(6.60%),(17.40%),(4.28%),0.00%
Operating Income,(43.66%),71.88%,28.93%,(6.55%),0.00%
"Interest Expense, Total",(27.17%),(7.27%),-5.76%,(4.85%),0.00%
Net Interest Expenses,(27.17%),(7.27%),-5.76%,(4.85%),0.00%
Allow. For Equity Funds Used For Const.,(20.79%),(13.75%),(7.25%),16.41%,0.00%
Other Non-Operating Inc. (Exp.),,-73.71%,-55.74%,(614.81%),0.00%
"EBT, Excl. Unusual Items",(71.19%),167.88%,54.22%,(11.44%),0.00%
Impairment of Goodwill,,,(19.05%),,
Gain (Loss) on Sale of Assets,,627.50%,774.57%,(97.45%),0.00%
"EBT, Incl. Unusual Items",(70.01%),165.34%,138.82%,(46.67%),0.00%
Income Tax Expense,(85.07%),216.20%,300.45%,(78.14%),0.00%
Earnings From Continuing Operations,(64.25%),157.21%,107.05%,(34.70%),0.00%
Net Income to Company,(64.25%),157.21%,107.05%,(34.70%),0.00%
Minority Interest,(27.78%),(26.09%),,210.00%,0.00%
Net Income,(65.60%),164.37%,112.89%,(34.18%),0.00%
NI to Common Incl Extra Items,(65.60%),164.37%,112.89%,(34.18%),0.00%
NI to Common Excl. Extra Items,(65.60%),164.37%,112.89%,(34.18%),0.00%
Revenue Per Share,10.11%,0.06%,(11.09%),(5.97%),0.00%
Basic EPS,(67.25%),159.80%,107.83%,(34.92%),0.00%
Basic EPS - Continuing Ops,(67.25%),159.80%,107.83%,(34.92%),0.00%
Basic Weighted Average Shares Outst.,5.15%,1.97%,2.55%,1.15%,0.00%
Diluted EPS,(67.06%),158.33%,107.37%,(34.89%),0.00%
Diluted EPS - Continuing Ops,(67.06%),158.33%,107.37%,(34.89%),0.00%
Diluted Weighted Average Shares Outst.,5.22%,1.69%,2.83%,1.04%,0.00%
Normalized Basic EPS,(74.21%),175.11%,56.27%,(11.47%),0.00%
Normalized Diluted EPS,(74.17%),173.77%,56.08%,(11.33%),0.00%
Dividend Per Share,3.60%,3.48%,3.36%,3.25%,0.00%
Payout Ratio,217.81%,(60.12%),(50.22%),58.74%,0.00%
EBITDA,(19.23%),31.90%,13.16%,2.32%,0.00%
EBITA,(41.55%),67.19%,27.72%,(6.69%),0.00%
EBIT,(43.66%),71.88%,28.93%,(6.55%),0.00%
EBITDAR,(18.12%),30.03%,,,
Effective Tax Rate,(50.21%),19.14%,67.66%,(59.02%),0.00%
Normalized Net Income,(72.87%),179.27%,60.44%,(10.58%),0.00%
Interest Capitalized,(30.47%),(19.10%),2.78%,9.46%,
Interest on Long-Term Debt,,,,(8.33%),
