Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9061.0,10983.0,11635.0,11474.0,11781.0,11781.0
Total Revenues,9061.0,10983.0,11635.0,11474.0,11781.0,11781.0
Cost Of Revenues,7212.0,8717.0,9329.0,9203.0,9323.0,9323.0
Gross Profit,1849.0,2266.0,2306.0,2271.0,2458.0,2458.0
Selling General & Admin Expenses,512.0,514.0,478.0,417.0,525.0,525.0
Depreciation & Amortization,453.0,694.0,702.0,678.0,668.0,668.0
Total Operating Expenses,965.0,1208.0,1180.0,1095.0,1193.0,1193.0
Operating Income,884.0,1058.0,1126.0,1176.0,1265.0,1265.0
Interest Expense,(229.0),(285.0),(301.0),(317.0),(275.0),(275.0)
Net Interest Expenses,(229.0),(285.0),(301.0),(317.0),(275.0),(275.0)
Other Non Operating Income (Expenses),(27.0),(39.0),(56.0),(45.0),(25.0),(25.0)
"EBT, Excl. Unusual Items",643.0,765.0,774.0,813.0,959.0,959.0
"EBT, Incl. Unusual Items",140.0,545.0,638.0,607.0,681.0,681.0
Income Tax Expense,(126.0),165.0,185.0,71.0,99.0,99.0
Earnings From Continuing Operations,266.0,380.0,453.0,536.0,582.0,582.0
Net Income to Company,266.0,380.0,453.0,536.0,582.0,582.0
Minority Interest,(3.0),(6.0),1.0,30.0,3.0,3.0
Net Income,263.0,374.0,454.0,566.0,585.0,585.0
NI to Common Incl Extra Items,263.0,374.0,454.0,566.0,585.0,585.0
NI to Common Excl. Extra Items,263.0,374.0,454.0,566.0,585.0,585.0
Revenue Per Share,$28.62,$31.36,$33.74,$34.65,$36.11,$36.11
Basic EPS,$0.83,$1.07,$1.32,$1.71,$1.79,$1.79
Basic EPS - Continuing Ops,$0.83,$1.07,$1.32,$1.71,$1.79,$1.79
Basic Weighted Average Shares Outst.,316.5,350.3,344.8,331.1,326.3,326.3
Diluted EPS,$0.81,$1.05,$1.29,$1.66,$1.76,$1.76
Diluted EPS - Continuing Ops,$0.81,$1.05,$1.29,$1.66,$1.76,$1.76
Diluted Weighted Average Shares Outst.,322.9,357.0,352.3,340.1,332.8,332.8
Normalized Basic EPS,$1.26,$1.35,$1.41,$1.63,$1.85,$1.85
Normalized Diluted EPS,$1.24,$1.32,$1.38,$1.58,$1.81,$1.81
Dividend Per Share,$0.26,$0.37,$0.40,$0.55,$0.60,$0.60
Payout Ratio,31.56%,34.49%,30.18%,32.16%,33.85%,33.85%
EBITDA,1337.0,1752.0,1828.0,1854.0,1933.0,1933.0
EBITA,988.0,1058.0,1330.0,1363.0,1445.0,1445.0
EBIT,884.0,1058.0,1126.0,1176.0,1265.0,1265.0
EBITDAR,1394.0,,,1928.0,2022.0,2022.0
Effective Tax Rate,NM,30.3%,29.0%,11.7%,14.5%,14.5%
Normalized Net Income,398.9,472.1,484.8,538.1,602.4,602.4
Interest on Long-Term Debt,89.0,,,,,
R&D Expense From Footnotes,28.0,27.0,32.0,44.0,47.0,47.0
Foreign Sales,4132.0,5487.0,5852.0,5727.0,5464.0,5464.0
