Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4984.9,5283.3,5485.1,5764.6,6090.3,6090.3
Total Revenues,4984.9,5283.3,5485.1,5764.6,6090.3,6090.3
Cost Of Revenues,3184.3,3351.1,3513.6,3706.4,3915.5,3915.5
Gross Profit,1800.6,1932.2,1971.5,2058.2,2174.8,2174.8
Selling General & Admin Expenses,1120.4,1179.2,1235.7,1284.8,1278.9,1278.9
Total Operating Expenses,1148.5,1210.9,1271.8,1326.2,1320.9,1320.9
Operating Income,652.1,721.3,699.7,732.0,853.9,853.9
Interest Expense,(49.1),(49.4),(74.5),(94.2),(83.9),(83.9)
Net Interest Expenses,(49.1),(49.4),(74.5),(94.2),(83.9),(83.9)
Currency Exchange Gains (Loss),(2.8),(0.9),2.0,0.7,(2.8),(2.8)
Other Non Operating Income (Expenses),1.2,,7.8,2.2,3.8,3.8
"EBT, Excl. Unusual Items",601.4,671.0,635.0,640.7,763.4,763.4
"EBT, Incl. Unusual Items",582.1,634.8,537.0,575.3,723.2,723.2
Income Tax Expense,169.7,159.5,147.0,144.0,168.8,168.8
Earnings From Continuing Operations,412.4,475.3,390.0,431.3,554.4,554.4
Earnings Of Discontinued Operations,0.8,(2.6),(0.2),,,
Net Income to Company,413.2,472.7,389.8,431.3,554.4,554.4
Minority Interest,,(0.1),(0.2),0.6,(1.3),(1.3)
Net Income,413.2,472.6,389.6,431.9,553.1,553.1
NI to Common Incl Extra Items,413.2,472.6,389.6,431.9,553.1,553.1
NI to Common Excl. Extra Items,412.4,475.2,389.8,431.9,553.1,553.1
Revenue Per Share,$32.31,$34.49,$37.93,$41.21,$43.91,$43.91
Basic EPS,$2.68,$3.08,$2.69,$3.09,$3.99,$3.99
Basic EPS - Continuing Ops,$2.67,$3.10,$2.70,$3.09,$3.99,$3.99
Basic Weighted Average Shares Outst.,154.3,153.2,144.6,139.9,138.7,138.7
Diluted EPS,$2.62,$3.03,$2.66,$3.06,$3.94,$3.94
Diluted EPS - Continuing Ops,$2.61,$3.05,$2.66,$3.06,$3.94,$3.94
Diluted Weighted Average Shares Outst.,157.8,155.8,146.4,141.3,140.2,140.2
Normalized Basic EPS,$2.44,$2.74,$2.74,$2.87,$3.43,$3.43
Normalized Diluted EPS,$2.38,$2.69,$2.71,$2.84,$3.39,$3.39
Dividend Per Share,$0.64,$0.72,$0.80,$0.88,$0.96,$0.96
Payout Ratio,23.77%,23.34%,29.57%,28.48%,24.10%,24.10%
EBITDA,774.8,851.6,849.3,884.7,1017.4,1017.4
EBITA,680.2,753.0,735.8,773.4,895.9,895.9
EBIT,652.1,721.3,699.7,732.0,853.9,853.9
EBITDAR,818.3,893.7,897.7,935.7,1071.3,1071.3
Effective Tax Rate,29.2%,25.1%,27.4%,25.0%,23.3%,23.3%
Normalized Net Income,375.9,419.3,396.7,401.0,475.8,475.8
Interest on Long-Term Debt,49.1,49.4,74.5,94.2,83.9,83.9
R&D Expense From Footnotes,53.1,50.7,50.3,48.2,49.9,49.9
Foreign Sales,726.4,791.1,878.5,940.9,996.0,996.0
