Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,1416.9,1769.4,2321.4,2499.9,1643.5,1464.2
Total Interest Income,1416.9,1769.4,2321.4,2499.9,1643.5,1464.2
Interest On Deposits,182.0,340.2,698.7,822.0,200.3,89.0
Total Interest Expense,182.0,340.2,698.7,822.0,200.3,89.0
Net Interest Income,1234.9,1429.2,1622.7,1677.9,1443.2,1375.2
Trust Income,3108.1,3434.3,3753.7,3852.1,3995.0,4055.1
Gain (Loss) on Sale of Invest. & Securities,119.9,(1.6),(1.0),(1.4),(0.4),(0.4)
Total Other Non Interest Income,517.8,513.4,584.8,544.5,663.0,666.6
Total Non Interest Income,3745.8,3946.1,4337.5,4395.2,4657.6,4721.3
Revenue Before Loan Losses,4980.7,5375.3,5960.2,6073.1,6100.8,6096.5
Provision For Loan Losses,(26.0),(28.0),(14.5),(14.5),125.0,34.0
Total Revenues,5006.7,5403.3,5974.7,6087.6,5975.8,6062.5
Salaries And Other Employee Benefits,1747.6,1925.6,2032.7,2106.3,2190.9,2215.1
Occupancy Expense,101.3,115.1,201.1,78.6,82.8,82.8
Total Selling General & Admin Expenses,1341.0,1492.5,1550.8,1733.0,1734.5,1752.3
Total Other Non Interest Expense,230.8,236.2,232.3,225.6,287.5,297.4
Total Non Interest Expense,3420.7,3769.4,4016.9,4143.5,4295.7,4347.6
"EBT, Excl. Unusual Items",1586.0,1633.9,1957.8,1944.1,1680.1,1714.9
Restructuring Charges,,,,,(52.5),(52.5)
Asset Writedown,(18.9),,,,,
Legal Settlements,(50.0),,,,,
"EBT, Incl. Unusual Items",1517.1,1633.9,1957.8,1944.1,1627.6,1662.4
Income Tax Expense,484.6,434.9,401.4,451.9,418.3,438.6
Earnings From Continuing Operations,1032.5,1199.0,1556.4,1492.2,1209.3,1223.8
Net Income to Company,1032.5,1199.0,1556.4,1492.2,1209.3,1223.8
Net Income,1032.5,1199.0,1556.4,1492.2,1209.3,1223.8
Preferred Dividend and Other Adjustments,42.1,68.6,66.5,63.3,68.3,53.8
Net Income to Common Incl Extra Items,990.4,1130.4,1489.9,1428.9,1141.0,1170.0
Net Income to Common Excl. Extra Items,990.4,1130.4,1489.9,1428.9,1141.0,1170.0
Revenue Per Share,$22.00,$23.67,$26.77,$28.38,$28.69,$29.13
Basic EPS,$4.35,$4.95,$6.68,$6.66,$5.48,$5.62
Basic EPS - Continuing Ops,$4.35,$4.95,$6.68,$6.66,$5.48,$5.62
Basic Weighted Average Shares Outst.,227.6,228.3,223.1,214.5,208.3,208.1
Diluted EPS,$4.32,$4.92,$6.64,$6.63,$5.46,$5.61
Diluted EPS - Continuing Ops,$4.32,$4.92,$6.64,$6.63,$5.46,$5.61
Diluted Weighted Average Shares Outst.,229.2,229.7,224.5,215.6,209.0,208.8
Normalized Basic EPS,$4.36,$4.47,$5.48,$5.66,$5.04,$5.15
Normalized Diluted EPS,$4.33,$4.45,$5.45,$5.64,$5.02,$5.13
Dividend Per Share,$1.48,$1.60,$1.94,$2.60,$2.80,$2.80
Payout Ratio,34.52%,33.91%,29.03%,38.61%,52.14%,
Effective Tax Rate,31.9%,26.6%,20.5%,23.2%,25.7%,26.4%
Normalized Net Income,991.3,1021.2,1223.6,1215.1,1050.1,1071.8
Interest on Long-Term Debt,76.7,91.0,105.9,119.1,103.4,
Foreign Sales,1221.2,1709.7,2018.1,1889.5,1737.6,
