Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,125.24%,(2.12%),(1.77%),(8.75%),0.00%
Total Revenues,125.24%,(2.12%),(1.77%),(8.75%),0.00%
Cost Of Revenues,113.81%,5.58%,(3.14%),(7.72%),0.00%
Gross Profit,142.18%,(12.20%),0.39%,(10.30%),0.00%
Selling General & Admin Expenses,98.19%,(7.10%),(0.94%),(10.87%),0.00%
Total Operating Expenses,98.19%,(7.10%),(0.94%),(10.87%),0.00%
Operating Income,275.74%,(20.36%),2.88%,(9.29%),0.00%
Interest Expense,(28.61%),-12.34%,-8.26%,-2.24%,0.00%
Interest And Investment Income,(77.94%),33.33%,2.50%,(59.76%),0.00%
Net Interest Expenses,(40.47%),-13.14%,-8.55%,-0.51%,0.00%
Currency Exchange Gains (Loss),,(1.25%),-67.90%,,0.00%
Other Non Operating Income (Expenses),(65.63%),645.45%,(48.78%),(23.81%),0.00%
"EBT, Excl. Unusual Items",97.59%,(21.65%),5.94%,(10.67%),0.00%
"EBT, Incl. Unusual Items",(54.71%),(1.69%),(64.71%),,0.00%
Income Tax Expense,,,3.77%,29.14%,0.00%
Earnings From Continuing Operations,(0.75%),(28.54%),(78.30%),,0.00%
Net Income to Company,(0.75%),(28.54%),(78.30%),,0.00%
Minority Interest,(276.27%),-18.47%,-75.14%,-26.67%,0.00%
Net Income,(1.78%),(28.69%),(78.35%),,0.00%
NI to Common Incl Extra Items,(1.78%),(28.69%),(78.35%),,0.00%
NI to Common Excl. Extra Items,(1.78%),(28.69%),(78.35%),,0.00%
Revenue Per Share,121.70%,(2.39%),(2.04%),(8.83%),0.00%
Basic EPS,(3.35%),(28.90%),(78.42%),,0.00%
Basic EPS - Continuing Ops,(3.35%),(28.90%),(78.42%),,0.00%
Basic Weighted Average Shares Outst.,1.60%,0.28%,0.28%,0.09%,0.00%
Diluted EPS,(3.21%),(28.77%),(78.45%),,0.00%
Diluted EPS - Continuing Ops,(3.21%),(28.77%),(78.45%),,0.00%
Diluted Weighted Average Shares Outst.,1.45%,0.05%,0.14%,(0.05%),0.00%
Normalized Basic EPS,92.51%,(22.01%),7.57%,(10.70%),0.00%
Normalized Diluted EPS,92.42%,(21.85%),7.75%,(10.45%),0.00%
Dividend Per Share,0.00%,0.00%,19.51%,(70.92%),0.00%
Payout Ratio,1.95%,40.56%,453.56%,,0.00%
EBITDA,203.89%,(12.90%),1.86%,(6.75%),0.00%
EBITA,260.58%,(18.06%),2.32%,(8.17%),0.00%
EBIT,275.74%,(20.36%),2.88%,(9.29%),0.00%
EBITDAR,198.66%,(12.52%),2.02%,(6.53%),
Effective Tax Rate,,,194.07%,,0.00%
Normalized Net Income,95.31%,(21.73%),8.02%,(10.58%),0.00%
Interest Capitalized,316.67%,120.00%,50.91%,(7.23%),
Interest on Long-Term Debt,,,,(5.88%),
Foreign Sales,7.56%,(0.33%),(4.66%),(20.89%),
