Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3840.1,4300.2,4845.9,5158.6,4540.0,4540.0
Total Revenues,3840.1,4300.2,4845.9,5158.6,4540.0,4540.0
Cost Of Revenues,2547.6,2861.4,3186.3,3370.9,2952.8,2952.8
Gross Profit,1292.5,1438.8,1659.6,1787.7,1587.2,1587.2
Selling General & Admin Expenses,451.1,553.9,597.4,643.7,538.1,538.1
Total Operating Expenses,451.1,553.9,597.4,643.7,538.1,538.1
Operating Income,841.4,884.9,1062.1,1144.0,1049.1,1049.1
Interest Expense,(94.3),(98.0),(82.2),(88.5),(86.1),(86.1)
Interest And Investment Income,1.2,2.1,2.0,4.6,2.7,2.7
Net Interest Expenses,(93.1),(95.9),(80.2),(83.9),(83.4),(83.4)
Other Non Operating Income (Expenses),(15.7),7.7,5.8,9.6,19.4,19.4
"EBT, Excl. Unusual Items",732.6,796.7,987.7,1069.7,985.2,985.2
"EBT, Incl. Unusual Items",693.1,796.7,987.7,1069.7,1082.3,1082.3
Income Tax Expense,180.9,115.3,209.8,208.5,209.9,209.9
Earnings From Continuing Operations,512.2,681.5,777.9,861.3,872.4,872.4
Net Income to Company,512.2,681.5,777.9,861.3,872.4,872.4
Net Income,512.2,681.5,777.9,861.3,872.4,872.4
NI to Common Incl Extra Items,512.2,681.5,777.9,861.3,872.4,872.4
NI to Common Excl. Extra Items,512.2,681.5,777.9,861.3,872.4,872.4
Revenue Per Share,$16.51,$18.68,$20.99,$22.65,$19.79,$19.79
Basic EPS,$2.20,$2.96,$3.37,$3.78,$3.80,$3.80
Basic EPS - Continuing Ops,$2.20,$2.96,$3.37,$3.78,$3.80,$3.80
Basic Weighted Average Shares Outst.,232.6,230.2,230.8,227.8,229.4,229.4
Diluted EPS,$2.19,$2.94,$3.34,$3.75,$3.77,$3.77
Diluted EPS - Continuing Ops,$2.19,$2.94,$3.34,$3.75,$3.77,$3.77
Diluted Weighted Average Shares Outst.,233.7,231.8,232.7,229.4,231.2,231.2
Normalized Basic EPS,$1.97,$2.16,$2.67,$2.94,$2.68,$2.68
Normalized Diluted EPS,$1.96,$2.15,$2.65,$2.91,$2.66,$2.66
Dividend Per Share,$0.36,$0.36,$0.56,$0.56,$0.72,$0.72
Payout Ratio,16.26%,12.14%,16.57%,14.80%,18.92%,18.92%
EBITDA,1007.2,1068.2,1261.6,1378.0,1304.4,1304.4
EBITA,932.4,986.1,1176.2,1276.6,1203.1,1203.1
EBIT,841.4,884.9,1062.1,1144.0,1049.1,1049.1
EBITDAR,1053.5,1117.9,1314.1,1431.3,1353.4,1353.4
Effective Tax Rate,26.1%,14.5%,21.2%,19.5%,19.4%,19.4%
Normalized Net Income,457.9,498.0,617.3,668.6,615.7,615.7
Interest Capitalized,0.2,,,,,
Interest on Long-Term Debt,94.5,,,,,
R&D Expense From Footnotes,200.8,221.2,230.2,260.3,246.2,246.2
Foreign Sales,974.7,2214.0,2448.5,2474.9,2209.9,2209.9
