Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,2512.0,2908.0,3662.0,3941.0,2575.0,2178.0
Total Interest Income,2512.0,2908.0,3662.0,3941.0,2575.0,2178.0
Interest On Deposits,428.0,604.0,991.0,1375.0,375.0,175.0
Total Interest Expense,428.0,604.0,991.0,1375.0,375.0,175.0
Net Interest Income,2084.0,2304.0,2671.0,2566.0,2200.0,2003.0
Trust Income,1292.0,1616.0,1899.0,1824.0,1880.0,1909.0
Gain (Loss) on Sale of Invest. & Securities,7.0,(39.0),6.0,(1.0),4.0,2.0
Total Other Non Interest Income,6824.0,7385.0,7555.0,7367.0,7619.0,7674.0
Total Non Interest Income,8123.0,8962.0,9460.0,9190.0,9503.0,9585.0
Revenue Before Loan Losses,10207.0,11266.0,12131.0,11756.0,11703.0,11588.0
Provision For Loan Losses,10.0,2.0,15.0,10.0,88.0,43.0
Total Revenues,10197.0,11264.0,12116.0,11746.0,11615.0,11545.0
Salaries And Other Employee Benefits,4085.0,4151.0,4259.0,4208.0,4128.0,4162.0
Amort. of Goodwill & Intang. Assets,207.0,214.0,226.0,236.0,234.0,234.0
Occupancy Expense,440.0,461.0,459.0,458.0,438.0,438.0
Total Selling General & Admin Expenses,1425.0,1477.0,1701.0,1814.0,1867.0,1902.0
Total Other Non Interest Expense,1661.0,1700.0,2046.0,2131.0,1866.0,1875.0
Total Non Interest Expense,7818.0,8003.0,8691.0,8847.0,8533.0,8611.0
"EBT, Excl. Unusual Items",2379.0,3261.0,3425.0,2899.0,3082.0,2934.0
Restructuring Charges,,,(300.0),(110.0),(133.0),(133.0)
Legal Settlements,(50.0),,,,,
"EBT, Incl. Unusual Items",2120.0,2995.0,3101.0,2712.0,2899.0,2752.0
Income Tax Expense,(22.0),839.0,508.0,470.0,479.0,447.0
Earnings From Continuing Operations,2142.0,2156.0,2593.0,2242.0,2420.0,2305.0
Net Income to Company,2142.0,2156.0,2593.0,2242.0,2420.0,2305.0
Minority Interest,1.0,,,,,
Net Income,2143.0,2156.0,2593.0,2242.0,2420.0,2305.0
Preferred Dividend and Other Adjustments,175.0,184.0,189.0,233.0,163.0,139.0
Net Income to Common Incl Extra Items,1968.0,1972.0,2404.0,2009.0,2257.0,2166.0
Net Income to Common Excl. Extra Items,1968.0,1972.0,2404.0,2009.0,2257.0,2166.0
Revenue Per Share,$26.05,$30.05,$32.57,$31.75,$32.92,$32.79
Basic EPS,$5.03,$5.26,$6.46,$5.43,$6.40,$6.15
Basic EPS - Continuing Ops,$5.03,$5.26,$6.46,$5.43,$6.40,$6.15
Basic Weighted Average Shares Outst.,391.5,374.8,372.0,369.9,352.9,352.1
Diluted EPS,$4.97,$5.19,$6.39,$5.38,$6.32,$6.07
Diluted EPS - Continuing Ops,$4.97,$5.19,$6.39,$5.38,$6.32,$6.07
Diluted Weighted Average Shares Outst.,396.1,380.2,376.5,373.7,357.1,356.5
Normalized Basic EPS,$3.80,$5.44,$5.75,$4.90,$5.46,$5.21
Normalized Diluted EPS,$3.76,$5.36,$5.69,$4.85,$5.39,$5.14
Dividend Per Share,$1.44,$1.60,$1.78,$1.98,$2.08,$2.08
Payout Ratio,33.74%,35.62%,31.93%,41.48%,36.74%,37.66%
Effective Tax Rate,NM,28.0%,16.4%,17.3%,16.5%,16.2%
Normalized Net Income,1487.9,2038.1,2140.6,1811.9,1926.3,1833.8
Interest on Long-Term Debt,260.0,308.0,389.0,425.0,321.0,
Foreign Sales,4419.0,4734.0,5190.0,5230.0,5252.0,
