Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1125.3,1529.0,1571.3,1641.0,1678.0,1678.0
Total Revenues,1125.3,1529.0,1571.3,1641.0,1678.0,1678.0
Property Expenses,457.4,620.3,642.2,667.9,692.8,692.8
Selling General & Admin Exp.,29.0,40.2,38.9,43.8,46.9,46.9
Depreciation & Amortization,323.0,493.7,489.8,496.8,510.8,510.8
Total Operating Expenses,809.4,1154.2,1170.8,1208.5,1250.5,1250.5
Operating Income,315.9,374.8,400.5,432.5,427.5,427.5
Total Interest Expense,(129.9),(154.8),(173.6),(179.8),(167.6),(167.6)
Net Interest Expenses,(129.9),(154.8),(173.6),(179.8),(167.6),(167.6)
Other Non Operating Income,(1.8),14.4,9.5,18.2,3.6,3.6
"EBT, Excl. Unusual Items",184.4,235.7,238.3,276.4,270.6,270.6
Gain (Loss) on Sale of Assets,82.6,127.4,4.5,93.0,1.0,1.0
Other Unusual Items,,,,(0.3),(4.4),(4.4)
"EBT, Incl. Unusual Items",226.1,343.2,233.6,370.3,267.3,267.3
Income Tax Expense,1.7,2.6,2.6,3.7,3.3,3.3
Earnings From Continuing Operations,224.4,340.5,231.0,366.6,264.0,264.0
Net Income to Company,224.4,340.5,231.0,366.6,264.0,264.0
Minority Interest,(12.2),(12.2),(8.1),(12.8),(9.1),(9.1)
Net Income,212.2,328.4,222.9,353.8,255.0,255.0
Pref. Dividends and Other Adj.,0.9,4.2,4.0,4.2,4.0,4.0
NI to Common Incl Extra Items,211.3,324.2,218.9,349.6,250.9,250.9
NI to Common Excl. Extra Items,211.3,324.2,218.9,349.6,250.9,250.9
Revenue Per Share,$14.34,$13.48,$13.83,$14.41,$14.69,$14.69
Basic EPS,$2.69,$2.86,$1.93,$3.07,$2.20,$2.20
Basic EPS - Continuing Ops,$2.69,$2.86,$1.93,$3.07,$2.20,$2.20
Basic Weighted Average Shares Outst.,78.5,113.4,113.6,113.9,114.2,114.2
Diluted EPS,$2.69,$2.86,$1.93,$3.07,$2.19,$2.19
Diluted EPS - Continuing Ops,$2.69,$2.86,$1.93,$3.07,$2.19,$2.19
Diluted Weighted Average Shares Outst.,78.8,113.7,113.8,114.1,114.5,114.5
Normalized Basic EPS,$1.31,$1.19,$1.24,$1.40,$1.40,$1.40
Normalized Diluted EPS,$1.31,$1.19,$1.24,$1.40,$1.40,$1.40
Dividend Per Share,$3.28,$3.48,$3.69,$3.84,$4.00,$4.00
Payout Ratio,117.13%,121.50%,190.01%,124.76%,180.83%,180.83%
FFO,463.4,699.6,,773.2,765.3,765.3
FFO Payout Ratio %,53.44%,56.51%,,56.62%,59.76%,59.76%
AFFO,463.4,699.6,,773.2,765.3,765.3
Funds Available for Distribution,463.4,699.6,,773.2,765.3,765.3
EBITDA,639.2,869.3,891.5,930.3,939.2,939.2
EBITA,315.9,374.8,400.5,432.5,427.5,427.5
EBIT,315.9,374.8,400.5,432.5,427.5,427.5
Effective Tax Rate,0.8%,0.8%,1.1%,1.0%,1.2%,1.2%
Normalized Net Income,103.0,135.2,140.8,160.0,160.1,160.1
Interest Capitalized,2.1,7.2,2.0,2.9,6.9,6.9
