Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6779.6,7256.4,7911.0,8351.9,10620.4,11453.5
Total Revenues,6779.6,7256.4,7911.0,8351.9,10620.4,11453.5
Cost Of Revenues,4454.4,4764.4,5208.5,5480.2,6858.8,7369.4
Gross Profit,2325.2,2492.0,2702.5,2871.8,3761.5,4084.1
Selling General & Admin Expenses,1488.2,1639.7,1823.4,1932.6,2356.4,2552.4
Depreciation & Amortization,143.0,165.8,177.4,196.0,217.1,225.7
Total Operating Expenses,1631.1,1805.6,2000.8,2128.6,2573.6,2778.1
Operating Income,694.1,686.4,701.7,743.2,1188.0,1306.0
Interest Expense,(5.8),(13.9),(18.4),(19.8),(28.8),(31.0)
Net Interest Expenses,(5.8),(13.9),(18.4),(19.8),(28.8),(31.0)
"EBT, Excl. Unusual Items",688.3,672.5,683.4,723.4,1159.2,1275.0
"EBT, Incl. Unusual Items",688.3,672.5,683.4,723.4,968.1,1084.0
Income Tax Expense,251.2,249.9,151.0,161.0,219.2,237.4
Earnings From Continuing Operations,437.1,422.6,532.4,562.4,749.0,846.5
Net Income to Company,437.1,422.6,532.4,562.4,749.0,846.5
Net Income,437.1,422.6,532.4,562.4,749.0,846.5
NI to Common Incl Extra Items,437.1,422.6,532.4,562.4,749.0,846.5
NI to Common Excl. Extra Items,437.1,422.6,532.4,562.4,749.0,846.5
Revenue Per Share,$51.01,$56.87,$64.50,$69.76,$91.26,$98.55
Basic EPS,$3.29,$3.31,$4.34,$4.70,$6.44,$7.28
Basic EPS - Continuing Ops,$3.29,$3.31,$4.34,$4.70,$6.44,$7.28
Basic Weighted Average Shares Outst.,132.9,127.6,122.7,119.7,116.4,116.2
Diluted EPS,$3.27,$3.30,$4.31,$4.66,$6.38,$7.22
Diluted EPS - Continuing Ops,$3.27,$3.30,$4.31,$4.66,$6.38,$7.22
Diluted Weighted Average Shares Outst.,133.8,128.2,123.5,120.7,117.4,117.4
Normalized Basic EPS,$3.24,$3.29,$3.48,$3.78,$6.23,$6.86
Normalized Diluted EPS,$3.21,$3.28,$3.46,$3.74,$6.17,$6.79
Dividend Per Share,$0.92,$1.05,$1.20,$1.36,$1.50,$1.67
Payout Ratio,27.97%,31.67%,27.63%,28.93%,23.32%,22.96%
EBITDA,837.0,852.2,879.1,939.2,1405.1,1531.7
EBITA,694.1,686.4,701.7,743.2,1188.0,1306.0
EBIT,694.1,686.4,701.7,743.2,1188.0,1306.0
EBITDAR,1130.0,1171.7,1221.3,1366.9,1864.6,
Effective Tax Rate,36.5%,37.2%,22.1%,22.3%,22.6%,21.9%
Normalized Net Income,430.2,420.3,427.1,452.1,724.5,796.9
Interest on Long-Term Debt,,,,1.6,1.8,
