Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1006.2,1408.9,1459.9,1314.6,1200.7,1200.7
Total Revenues,1006.2,1408.9,1459.9,1314.6,1200.7,1200.7
Cost Of Revenues,453.9,612.0,659.6,708.4,661.7,661.7
Gross Profit,552.2,796.9,800.3,606.2,539.0,539.0
Selling General & Admin Expenses,102.0,130.5,160.2,185.3,180.6,180.6
R&D Expenses,78.6,100.9,122.8,130.0,126.9,126.9
Total Operating Expenses,180.6,231.3,283.0,315.3,307.5,307.5
Operating Income,371.7,565.6,517.3,290.9,231.5,231.5
Interest And Investment Income,1.3,0.7,9.1,14.2,6.3,6.3
Net Interest Expenses,1.3,0.7,9.1,14.2,6.3,6.3
Currency Exchange Gains (Loss),(4.5),(14.5),6.2,(12.8),12.9,12.9
Other Non Operating Income (Expenses),0.9,0.0,1.9,0.3,0.8,0.8
"EBT, Excl. Unusual Items",369.4,551.9,534.4,292.6,251.5,251.5
"EBT, Incl. Unusual Items",366.6,551.9,534.4,248.4,205.7,205.7
Income Tax Expense,105.8,204.3,130.2,68.1,45.4,45.4
Earnings From Continuing Operations,260.7,347.6,404.2,180.3,160.3,160.3
Net Income to Company,260.7,347.6,404.2,180.3,160.3,160.3
Minority Interest,0.0,0.0,(0.1),(0.0),(0.8),(0.8)
Net Income,260.8,347.6,404.0,180.2,159.6,159.6
NI to Common Incl Extra Items,260.8,347.6,404.0,180.2,159.6,159.6
NI to Common Excl. Extra Items,260.8,347.6,404.0,180.2,159.6,159.6
Revenue Per Share,$18.96,$26.34,$27.28,$24.77,$22.58,$22.58
Basic EPS,$4.91,$6.50,$7.55,$3.40,$3.00,$3.00
Basic EPS - Continuing Ops,$4.91,$6.50,$7.55,$3.40,$3.00,$3.00
Basic Weighted Average Shares Outst.,53.1,53.5,53.5,53.1,53.2,53.2
Diluted EPS,$4.85,$6.36,$7.38,$3.35,$2.97,$2.97
Diluted EPS - Continuing Ops,$4.85,$6.36,$7.38,$3.35,$2.97,$2.97
Diluted Weighted Average Shares Outst.,53.8,54.7,54.7,53.8,53.8,53.8
Normalized Basic EPS,$4.35,$6.45,$6.24,$3.45,$2.94,$2.94
Normalized Diluted EPS,$4.29,$6.31,$6.10,$3.40,$2.91,$2.91
EBITDA,423.1,630.1,597.5,387.1,326.1,326.1
EBITA,375.4,571.5,525.4,303.8,243.5,243.5
EBIT,371.7,565.6,517.3,290.9,231.5,231.5
EBITDAR,430.2,638.2,603.7,395.9,333.9,333.9
Effective Tax Rate,28.9%,37.0%,24.4%,27.4%,22.0%,22.0%
Normalized Net Income,230.9,344.9,333.9,182.9,156.4,156.4
R&D Expense From Footnotes,78.6,100.9,122.8,130.0,126.9,126.9
Foreign Sales,865.0,1408.9,1459.9,1314.6,1200.7,1200.7
