Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,3674.0,4277.0,5057.0,5517.0,4827.0,4586.0
Total Interest Income,4266.0,4920.0,5758.0,6189.0,5357.0,5095.0
Interest On Deposits,270.0,441.0,785.0,1155.0,509.0,332.0
Total Interest On Borrowings,238.0,306.0,441.0,420.0,262.0,220.0
Total Interest Expense,508.0,747.0,1226.0,1575.0,771.0,552.0
Net Interest Income,3758.0,4173.0,4532.0,4614.0,4586.0,4543.0
Trust Income,146.0,158.0,171.0,202.0,203.0,208.0
Total Mortgage Banking Activities,112.0,108.0,152.0,302.0,915.0,921.0
Gain (Loss) on Sale of Assets,,,,6.0,,
Gain (Loss) on Sale of Invest. & Securities,4.0,4.0,16.0,17.0,4.0,7.0
Total Other Non Interest Income,1235.0,1264.0,1257.0,1350.0,1197.0,1228.0
Total Non Interest Income,1497.0,1534.0,1596.0,1877.0,2319.0,2364.0
Revenue Before Loan Losses,5255.0,5707.0,6128.0,6491.0,6905.0,6907.0
Provision For Loan Losses,369.0,321.0,326.0,393.0,1616.0,876.0
Total Revenues,4886.0,5386.0,5802.0,6098.0,5289.0,6031.0
Salaries And Other Employee Benefits,1691.0,1718.0,1839.0,1971.0,2075.0,2074.0
Amort. of Goodwill & Intang. Assets,170.0,,,,,
Occupancy Expense,307.0,319.0,333.0,333.0,331.0,331.0
Total Selling General & Admin Expenses,761.0,1000.0,1081.0,1179.0,1266.0,1297.0
Total Other Non Interest Expense,423.0,437.0,366.0,364.0,319.0,299.0
Total Non Interest Expense,3352.0,3474.0,3619.0,3847.0,3991.0,4001.0
"EBT, Excl. Unusual Items",1534.0,1912.0,2183.0,2251.0,1298.0,2030.0
"EBT, Incl. Unusual Items",1534.0,1912.0,2183.0,2251.0,1298.0,2034.0
Income Tax Expense,489.0,260.0,462.0,460.0,241.0,400.0
Earnings From Continuing Operations,1045.0,1652.0,1721.0,1791.0,1057.0,1634.0
Net Income to Company,1045.0,1652.0,1721.0,1791.0,1057.0,1634.0
Net Income,1045.0,1652.0,1721.0,1791.0,1057.0,1634.0
Preferred Dividend and Other Adjustments,14.0,14.0,29.0,73.0,107.0,108.0
Net Income to Common Incl Extra Items,1031.0,1638.0,1692.0,1718.0,950.0,1526.0
Net Income to Common Excl. Extra Items,1031.0,1638.0,1692.0,1718.0,950.0,1526.0
Revenue Per Share,$9.36,$10.73,$12.12,$13.56,$12.38,$14.14
Basic EPS,$1.97,$3.26,$3.53,$3.82,$2.22,$3.58
Basic EPS - Continuing Ops,$1.97,$3.26,$3.53,$3.82,$2.22,$3.58
Basic Weighted Average Shares Outst.,522.1,502.2,478.8,449.7,427.1,426.6
Diluted EPS,$1.97,$3.25,$3.52,$3.81,$2.22,$3.56
Diluted EPS - Continuing Ops,$1.97,$3.25,$3.52,$3.81,$2.22,$3.56
Diluted Weighted Average Shares Outst.,523.9,503.7,480.4,451.2,428.2,427.8
Normalized Basic EPS,$1.84,$2.38,$2.85,$3.13,$1.90,$2.97
Normalized Diluted EPS,$1.83,$2.37,$2.84,$3.12,$1.89,$2.97
Dividend Per Share,$0.46,$0.64,$0.98,$1.36,$1.56,$1.56
Payout Ratio,24.40%,20.34%,28.18%,38.08%,72.85%,
Effective Tax Rate,31.9%,13.6%,21.2%,20.4%,18.6%,19.7%
Normalized Net Income,958.8,1195.0,1364.4,1406.9,811.3,1268.8
Interest on Long-Term Debt,196.0,286.0,426.0,410.0,260.0,
