Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1.68%,2.64%,29.41%,(5.05%),0.00%
Tenant Reimbursements,2.37%,9.41%,,,
Other Revenue,16.96%,(10.68%),27.64%,,0.00%
Total Revenues,2.34%,3.63%,9.54%,(7.96%),0.00%
Property Expenses,4.23%,5.39%,7.04%,(4.98%),0.00%
Selling General & Admin Exp.,8.06%,7.04%,15.65%,(5.44%),0.00%
Depreciation & Amortization,(4.05%),4.55%,3.44%,2.38%,0.00%
Total Operating Expenses,1.29%,5.20%,6.32%,(2.42%),0.00%
Operating Income,4.31%,0.76%,15.68%,(17.68%),0.00%
Total Interest Expense,-9.32%,(0.98%),(9.14%),(4.60%),0.00%
Interest and Investment Income,(0.44%),14.40%,134.28%,(48.48%),0.00%
Net Interest Expenses,-9.53%,(0.64%),(5.45%),(8.08%),0.00%
Other Non Operating Income,,,,,-7.41%
"EBT, Excl. Unusual Items",15.84%,0.84%,22.32%,(32.35%),0.00%
Gain (Loss) on Sale of Assets,(90.28%),"2,279.69%",(99.61%),"87,203.53%",0.00%
Asset Writedown,,,(187.32%),,
Other Unusual Items,,,(79.14%),,
"EBT, Incl. Unusual Items",(1.32%),26.68%,(8.50%),56.24%,0.00%
Earnings From Continuing Operations,(1.32%),26.68%,(8.50%),56.24%,0.00%
Net Income to Company,(1.32%),26.68%,(8.50%),56.24%,0.00%
Minority Interest,(74.92%),(29.66%),(0.58%),(11.88%),0.00%
Net Income,(9.82%),26.04%,(10.52%),67.34%,0.00%
Pref. Dividends and Other Adj.,(2.62%),0.96%,(0.95%),7.12%,0.00%
NI to Common Incl Extra Items,(9.97%),26.62%,(10.70%),68.58%,0.00%
NI to Common Excl. Extra Items,(9.97%),26.62%,(10.70%),68.58%,0.00%
Revenue Per Share,2.01%,3.44%,9.46%,(8.45%),0.00%
Basic EPS,(10.37%),26.47%,(10.89%),67.45%,0.00%
Basic EPS - Continuing Ops,(10.37%),26.47%,(10.89%),67.45%,0.00%
Basic Weighted Average Shares Outst.,0.31%,0.15%,0.10%,0.55%,0.00%
Diluted EPS,(10.12%),26.28%,(10.81%),67.88%,0.00%
Diluted EPS - Continuing Ops,(10.12%),26.28%,(10.81%),67.88%,0.00%
Diluted Weighted Average Shares Outst.,0.27%,0.19%,0.13%,0.41%,0.00%
Normalized Basic EPS,1.71%,(10.94%),34.92%,(51.78%),0.00%
Normalized Diluted EPS,1.57%,(11.09%),34.66%,(51.56%),0.00%
Dividend Per Share,12.96%,14.75%,9.43%,2.35%,0.00%
Payout Ratio,(13.06%),(11.46%),26.72%,(38.21%),0.00%
FFO,3.41%,1.57%,11.43%,(9.91%),0.00%
AFFO,3.41%,1.57%,11.43%,(9.91%),
Funds Available for Distribution,3.41%,1.57%,11.43%,(9.91%),
FFO Per Share (Basic),3.02%,1.45%,11.32%,(10.35%),
FFO Shares (Basic),0.31%,0.15%,0.10%,0.55%,
FFO Per Share (Diluted),3.05%,1.45%,11.28%,(10.27%),
FFO Shares (Diluted),0.27%,0.19%,0.13%,0.41%,
Adjusted FFO Per Share (Basic),3.02%,1.45%,11.32%,(10.35%),
Adjusted FFO Per Share (Diluted),3.05%,1.45%,11.28%,(10.27%),
EBITDA,0.80%,2.28%,10.68%,(10.01%),0.00%
EBITA,4.31%,0.76%,15.68%,(17.68%),0.00%
EBIT,4.31%,0.76%,15.68%,(17.68%),0.00%
Normalized Net Income,2.09%,(10.65%),34.89%,(51.43%),0.00%
Interest Capitalized,55.64%,7.69%,(16.51%),(1.88%),
Interest on Long-Term Debt,,,,(0.84%),
