Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2963.7,3435.3,3722.8,4348.0,4386.3,4474.2
Total Revenues,2963.7,3435.3,3722.8,4348.0,4386.3,4474.2
Cost Of Revenues,797.4,875.3,939.4,1114.4,1080.6,1108.9
Gross Profit,2166.3,2560.0,2783.4,3233.6,3305.7,3365.3
Selling General & Admin Expenses,904.7,984.3,1088.4,1240.4,1228.8,1251.8
R&D Expenses,442.2,552.6,622.2,752.7,760.7,780.3
Other Operating Expense/(Income),,0.7,,,,
Total Operating Expenses,1346.9,1537.6,1710.6,1993.1,1989.5,2032.1
Operating Income,819.4,1022.4,1072.8,1240.5,1316.2,1333.2
Interest Expense,(19.2),(23.2),(29.9),(20.7),(15.8),(15.8)
Interest And Investment Income,10.8,20.3,32.0,32.2,23.4,19.2
Net Interest Expenses,(8.4),(2.9),2.1,11.5,7.6,3.4
Currency Exchange Gains (Loss),(0.5),(5.4),6.7,5.9,12.3,12.3
Other Non Operating Income (Expenses),(4.6),0.6,(1.1),2.0,(1.0),2.6
"EBT, Excl. Unusual Items",805.9,1014.7,1081.7,1260.8,1336.0,1352.4
"EBT, Incl. Unusual Items",737.9,1034.9,761.4,1166.5,916.7,941.5
Income Tax Expense,168.4,451.3,39.2,119.6,93.3,90.5
Earnings From Continuing Operations,569.5,583.6,722.2,1046.9,823.4,851.0
Net Income to Company,569.5,583.6,722.2,1046.9,823.4,851.0
Net Income,569.5,583.6,722.2,1046.9,823.4,851.0
NI to Common Incl Extra Items,569.5,583.6,722.2,1046.9,823.4,851.0
NI to Common Excl. Extra Items,569.5,583.6,722.2,1046.9,823.4,851.0
Revenue Per Share,$4.64,$5.43,$5.93,$6.96,$7.05,$7.19
Basic EPS,$0.89,$0.92,$1.15,$1.68,$1.32,$1.37
Basic EPS - Continuing Ops,$0.89,$0.92,$1.15,$1.68,$1.32,$1.37
Basic Weighted Average Shares Outst.,639.0,632.7,627.6,624.8,622.6,622.3
Diluted EPS,$0.87,$0.90,$1.13,$1.64,$1.30,$1.35
Diluted EPS - Continuing Ops,$0.87,$0.90,$1.13,$1.64,$1.30,$1.35
Diluted Weighted Average Shares Outst.,653.4,647.7,640.9,636.7,631.9,631.0
Normalized Basic EPS,$0.79,$1.00,$1.08,$1.26,$1.34,$1.36
Normalized Diluted EPS,$0.77,$0.98,$1.05,$1.24,$1.32,$1.34
EBITDA,890.6,1104.3,1150.2,1329.8,1423.4,1442.7
EBITA,827.0,1030.2,1075.3,1245.1,1321.6,1333.2
EBIT,819.4,1022.4,1072.8,1240.5,1316.2,1333.2
EBITDAR,913.5,1131.6,1177.2,1357.7,1453.9,
Effective Tax Rate,22.8%,43.6%,5.1%,10.3%,10.2%,9.6%
Normalized Net Income,503.7,634.2,676.1,788.0,835.0,845.3
Interest on Long-Term Debt,19.2,23.2,29.9,20.7,15.8,
R&D Expense From Footnotes,476.7,559.3,738.4,793.3,760.7,780.3
Foreign Earnings,,672.3,747.4,872.2,915.8,
Foreign Sales,1348.0,1527.7,1667.5,1815.3,1869.5,
