Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5019.8,5209.8,4579.6,4720.2,5465.4,5474.6
Total Revenues,5019.8,5209.8,4579.6,4720.2,5465.4,5474.6
Cost Of Revenues,2350.9,2475.0,2246.2,2308.0,2675.9,2699.2
Gross Profit,2668.9,2734.8,2333.4,2412.2,2789.5,2775.4
Selling General & Admin Expenses,1546.9,1608.6,1476.2,1552.5,1657.6,1653.3
R&D Expenses,266.4,269.0,246.2,262.2,259.5,267.5
Total Operating Expenses,1848.0,1906.4,1751.1,1861.9,2061.8,2026.9
Operating Income,820.9,828.4,582.3,550.3,727.7,748.5
Interest Expense,(97.4),(98.3),(90.8),(121.5),(202.1),(195.3)
Interest And Investment Income,9.4,22.2,22.4,30.1,7.4,7.4
Net Interest Expenses,(88.0),(76.1),(68.5),(91.4),(194.7),(187.9)
Currency Exchange Gains (Loss),(32.9),1.3,(10.8),124.3,(2.1),(2.1)
Other Non Operating Income (Expenses),(5.6),22.5,0.1,(3.3),(0.9),23.2
"EBT, Excl. Unusual Items",718.1,799.4,524.2,603.6,551.8,603.5
"EBT, Incl. Unusual Items",692.5,786.2,270.4,594.2,322.1,523.6
Income Tax Expense,159.3,389.5,50.0,73.8,96.6,112.7
Earnings From Continuing Operations,533.2,396.6,220.4,520.5,225.4,410.8
Net Income to Company,533.2,396.6,220.4,520.5,225.4,410.8
Minority Interest,18.2,,,,(2.9),(2.4)
Net Income,551.4,396.6,220.4,520.5,222.5,408.4
NI to Common Incl Extra Items,551.4,396.6,220.4,520.5,222.5,408.4
NI to Common Excl. Extra Items,551.4,396.6,220.4,520.5,222.5,408.4
Revenue Per Share,$40.06,$41.67,$36.31,$36.91,$39.82,$39.84
Basic EPS,$4.40,$3.17,$1.75,$4.07,$1.62,$2.97
Basic EPS - Continuing Ops,$4.40,$3.17,$1.75,$4.07,$1.62,$2.97
Basic Weighted Average Shares Outst.,125.3,125.0,126.1,127.9,137.3,137.4
Diluted EPS,$4.34,$3.12,$1.74,$4.05,$1.62,$2.97
Diluted EPS - Continuing Ops,$4.34,$3.12,$1.74,$4.05,$1.62,$2.97
Diluted Weighted Average Shares Outst.,127.0,127.0,126.9,128.5,137.6,137.8
Normalized Basic EPS,$3.73,$4.00,$2.60,$2.95,$2.49,$2.73
Normalized Diluted EPS,$3.68,$3.93,$2.58,$2.94,$2.49,$2.72
Dividend Per Share,$2.04,$2.28,$2.52,$2.72,$2.72,$2.72
Payout Ratio,45.14%,69.84%,140.30%,64.68%,167.47%,91.32%
EBITDA,975.4,1000.2,750.3,703.5,992.7,1019.2
EBITA,855.7,857.2,611.0,597.6,872.4,893.2
EBIT,820.9,828.4,582.3,550.3,727.7,748.5
EBITDAR,1028.0,1063.8,815.4,772.3,1083.3,
Effective Tax Rate,23.0%,49.6%,18.5%,12.4%,30.0%,21.5%
Normalized Net Income,467.1,499.6,327.6,377.2,342.0,374.8
R&D Expense From Footnotes,266.4,269.0,246.2,262.2,259.5,267.5
Foreign Sales,2444.1,2477.7,2082.3,2066.9,2263.0,
