Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3.33%,5.91%,(1.01%),(16.51%),0.00%
Total Revenues,3.33%,5.91%,(1.01%),(16.51%),0.00%
Cost Of Revenues,2.72%,5.49%,(1.19%),(13.46%),0.00%
Gross Profit,4.61%,6.77%,(0.65%),(22.72%),0.00%
Selling General & Admin Expenses,1.11%,(0.51%),1.33%,(13.26%),0.00%
R&D Expenses,(0.51%),0.00%,3.77%,(9.08%),0.00%
Total Operating Expenses,0.88%,(0.43%),1.67%,(12.66%),0.00%
Operating Income,11.44%,18.69%,(3.87%),(37.49%),0.00%
Interest Expense,(5.58%),(4.88%),(5.43%),-18.75%,0.00%
Net Interest Expenses,(5.58%),(4.88%),(5.43%),-18.75%,0.00%
Currency Exchange Gains (Loss),,,,(1.37%),0.00%
Other Non Operating Income (Expenses),(65.74%),,-93.33%,"(11,100.00%)",0.00%
"EBT, Excl. Unusual Items",8.15%,17.60%,(1.56%),(42.60%),0.00%
"EBT, Incl. Unusual Items",59.02%,(28.03%),6.89%,(32.61%),0.00%
Income Tax Expense,91.96%,(27.23%),35.97%,(12.43%),0.00%
Earnings From Continuing Operations,55.60%,(28.13%),3.12%,(36.06%),0.00%
Net Income to Company,55.60%,(28.13%),3.12%,(36.06%),0.00%
Minority Interest,-66.67%,0.00%,(100.00%),(150.00%),0.00%
Net Income,55.79%,(28.14%),3.08%,(36.23%),0.00%
NI to Common Incl Extra Items,55.79%,(28.14%),3.08%,(36.23%),0.00%
NI to Common Excl. Extra Items,55.79%,(28.14%),3.08%,(36.23%),0.00%
Revenue Per Share,5.77%,8.40%,2.59%,(13.02%),0.00%
Basic EPS,59.51%,(26.50%),6.82%,(33.60%),0.00%
Basic EPS - Continuing Ops,59.51%,(26.50%),6.82%,(33.60%),0.00%
Basic Weighted Average Shares Outst.,(2.31%),(2.29%),(3.52%),(4.01%),0.00%
Diluted EPS,59.05%,(26.50%),6.92%,(33.52%),0.00%
Diluted EPS - Continuing Ops,59.05%,(26.50%),6.92%,(33.52%),0.00%
Diluted Weighted Average Shares Outst.,(2.08%),(2.26%),(3.69%),(3.99%),0.00%
Normalized Basic EPS,10.81%,20.55%,2.02%,(40.47%),0.00%
Normalized Diluted EPS,10.57%,20.21%,2.11%,(40.44%),0.00%
Dividend Per Share,5.26%,10.00%,7.58%,2.82%,0.00%
Payout Ratio,(33.89%),49.71%,1.40%,53.41%,0.00%
EBITDA,7.62%,13.37%,(3.46%),(30.58%),0.00%
EBITA,9.59%,15.98%,(3.88%),(33.62%),0.00%
EBIT,11.44%,18.69%,(3.87%),(37.49%),0.00%
EBITDAR,7.18%,12.83%,(3.29%),(29.51%),
Effective Tax Rate,20.66%,1.13%,27.19%,29.94%,0.00%
Normalized Net Income,8.32%,17.62%,(1.62%),(42.84%),0.00%
Interest on Long-Term Debt,,,,0.00%,
R&D Expense From Footnotes,(0.51%),0.00%,3.77%,(9.08%),0.00%
Foreign Sales,31.48%,5.91%,(1.01%),(16.51%),
