Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13211.0,14024.0,14950.0,16652.0,17224.0,17656.0
Total Revenues,13211.0,14024.0,14950.0,16652.0,17224.0,17656.0
Cost Of Revenues,7461.0,7884.0,8390.0,9242.0,9790.0,10035.0
Gross Profit,5750.0,6140.0,6560.0,7410.0,7434.0,7621.0
Other Operating Expense/(Income),3086.0,3284.0,3577.0,3896.0,3768.0,3660.0
Total Operating Expenses,3086.0,3284.0,3577.0,3896.0,3768.0,3660.0
Operating Income,2664.0,2856.0,2983.0,3514.0,3666.0,3961.0
Interest Expense,(189.0),(237.0),(290.0),(524.0),(515.0),(506.0)
Interest And Investment Income,5.0,24.0,11.0,61.0,7.0,16.0
Net Interest Expenses,(184.0),(213.0),(279.0),(463.0),(508.0),(490.0)
"EBT, Excl. Unusual Items",2480.0,2643.0,2704.0,3051.0,3158.0,3471.0
"EBT, Incl. Unusual Items",2480.0,2643.0,2244.0,2439.0,2793.0,3108.0
Income Tax Expense,685.0,1133.0,574.0,666.0,747.0,831.0
Earnings From Continuing Operations,1795.0,1510.0,1670.0,1773.0,2046.0,2277.0
Earnings Of Discontinued Operations,,2.0,,,,
Net Income to Company,1795.0,1512.0,1670.0,1773.0,2046.0,2277.0
Minority Interest,(27.0),(20.0),(20.0),(31.0),(30.0),(32.0)
Net Income,1768.0,1492.0,1650.0,1742.0,2016.0,2245.0
NI to Common Incl Extra Items,1768.0,1492.0,1650.0,1742.0,2016.0,2245.0
NI to Common Excl. Extra Items,1768.0,1490.0,1650.0,1742.0,2016.0,2245.0
Revenue Per Share,$25.45,$27.34,$29.55,$32.91,$34.04,$34.82
Basic EPS,$3.41,$2.91,$3.26,$3.44,$3.98,$4.43
Basic EPS - Continuing Ops,$3.41,$2.90,$3.26,$3.44,$3.98,$4.43
Basic Weighted Average Shares Outst.,519.0,513.0,506.0,506.0,506.0,507.0
Diluted EPS,$3.38,$2.87,$3.23,$3.41,$3.94,$4.37
Diluted EPS - Continuing Ops,$3.38,$2.87,$3.23,$3.41,$3.94,$4.37
Diluted Weighted Average Shares Outst.,524.0,519.0,511.0,511.0,512.0,513.0
Normalized Basic EPS,$2.93,$3.18,$3.30,$3.71,$3.84,$4.22
Normalized Diluted EPS,$2.91,$3.14,$3.27,$3.67,$3.80,$4.17
Dividend Per Share,$1.33,$1.47,$1.62,$1.78,,$0.01
Payout Ratio,38.57%,49.20%,48.48%,50.52%,46.23%,41.74%
EBITDA,3102.0,3337.0,3477.0,4161.0,4407.0,4716.0
EBITA,2794.0,3025.0,3166.0,3828.0,4017.0,4326.0
EBIT,2664.0,2856.0,2983.0,3514.0,3666.0,3961.0
EBITDAR,3469.0,3691.0,3860.0,4672.0,4925.0,
Effective Tax Rate,27.6%,42.9%,25.6%,27.3%,26.7%,26.7%
Normalized Net Income,1523.0,1631.9,1670.0,1875.9,1943.8,2137.4
Interest on Long-Term Debt,189.0,237.0,290.0,524.0,515.0,
Foreign Sales,6682.0,7204.0,7788.0,8902.0,9145.0,
