Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,1573.4,1903.1,2442.5,2986.2,3244.8,3321.3
Total Interest Income,1980.9,2451.6,3031.6,3579.5,3852.7,3918.5
Interest On Deposits,73.8,134.8,290.0,500.6,276.1,184.8
Total Interest On Borrowings,89.9,165.4,240.5,314.8,314.0,284.5
Total Interest Expense,163.7,300.2,530.5,815.3,590.1,469.3
Net Interest Income,1817.2,2151.5,2501.1,2764.2,3262.6,3449.2
Service Charges On Deposits,20.7,22.6,25.0,26.1,23.7,23.3
Trust Income,237.0,296.5,356.2,375.9,414.8,435.3
Gain (Loss) on Sale of Invest. & Securities,1.1,(0.8),5.2,(3.4),3.8,1.9
Total Other Non Interest Income,131.2,132.9,151.5,178.2,194.9,210.2
Total Non Interest Income,394.8,460.5,543.4,577.2,654.2,686.0
Revenue Before Loan Losses,2212.0,2611.9,3044.6,3341.4,3916.8,4135.2
Provision For Loan Losses,47.2,60.2,76.1,61.7,157.1,80.1
Total Revenues,2164.8,2551.7,2968.5,3279.7,3759.7,4055.1
Salaries And Other Employee Benefits,707.1,855.7,1016.1,1141.2,1345.0,1447.2
Total Selling General & Admin Expenses,414.4,526.0,607.7,704.5,778.4,804.0
Total Other Non Interest Expense,171.5,202.1,234.8,262.1,231.4,240.2
Total Non Interest Expense,1337.2,1639.5,1916.7,2146.5,2398.9,2537.3
"EBT, Excl. Unusual Items",827.6,912.2,1051.7,1133.2,1360.8,1517.8
Other Unusual Items,,,,,(26.8),(26.8)
"EBT, Incl. Unusual Items",827.6,912.2,1051.7,1133.2,1334.0,1491.0
Income Tax Expense,154.2,154.5,197.9,202.9,269.8,310.7
Earnings From Continuing Operations,673.4,757.7,853.8,930.3,1064.2,1180.3
Net Income to Company,673.4,757.7,853.8,930.3,1064.2,1180.3
Net Income,673.4,757.7,853.8,930.3,1064.2,1180.3
Preferred Dividend and Other Adjustments,68.6,58.0,57.7,49.1,58.7,64.2
Net Income to Common Incl Extra Items,604.8,699.6,796.1,881.3,1005.4,1116.1
Net Income to Common Excl. Extra Items,604.8,699.6,796.1,881.3,1005.4,1116.1
Revenue Per Share,$14.55,$16.19,$18.22,$19.53,$21.87,$23.45
Basic EPS,$4.07,$4.44,$4.89,$5.25,$5.85,$6.45
Basic EPS - Continuing Ops,$4.07,$4.44,$4.89,$5.25,$5.85,$6.45
Basic Weighted Average Shares Outst.,148.8,157.6,162.9,167.9,171.9,172.9
Diluted EPS,$3.93,$4.31,$4.81,$5.20,$5.81,$6.40
Diluted EPS - Continuing Ops,$3.93,$4.31,$4.81,$5.20,$5.81,$6.40
Diluted Weighted Average Shares Outst.,154.1,162.3,165.6,169.6,173.1,174.3
Normalized Basic EPS,$3.48,$3.62,$4.03,$4.22,$4.95,$5.49
Normalized Diluted EPS,$3.36,$3.51,$3.97,$4.18,$4.91,$5.44
Dividend Per Share,$0.64,$0.68,$0.72,$0.76,$0.80,$0.82
Payout Ratio,24.28%,21.86%,20.56%,19.04%,18.56%,
Effective Tax Rate,18.6%,16.9%,18.8%,17.9%,20.2%,20.8%
Normalized Net Income,517.2,570.1,657.3,708.3,850.5,948.6
Interest on Long-Term Debt,86.6,157.8,225.2,264.4,309.3,
